code,code,decimal_point,name,pre_close,sec,sse,volunit
399399,399399,2,中经GDP,7060.0703125,index_cn,sz,100
399400,399400,2,大中盘,3361.41015625,index_cn,sz,100
399401,399401,2,中小盘,3581.6037597656,index_cn,sz,100
399402,399402,2,周期100,2806.6293945312,index_cn,sz,100
399403,399403,2,防御100,8131.7622070312,index_cn,sz,100
399404,399404,2,大盘低波,4368.0629882812,index_cn,sz,100
399405,399405,2,大盘高贝,2141.2790527344,index_cn,sz,100
399406,399406,2,中盘低波,9464.5478515625,index_cn,sz,100
399407,399407,2,中盘高贝,2510.8959960938,index_cn,sz,100
399408,399408,2,小盘低波,9612.84765625,index_cn,sz,100
399409,399409,2,小盘高贝,3714.0510253906,index_cn,sz,100
399410,399410,2,苏州率先,2059.5163574219,index_cn,sz,100
399411,399411,2,红利100,2856.8278808594,index_cn,sz,100
399412,399412,2,国证新能,1743.0743408203,index_cn,sz,100
399413,399413,2,国证转债,130.8179931641,index_cn,sz,100
399415,399415,2,I100,5459.0498046875,index_cn,sz,100
399416,399416,2,I300,3426.6240234375,index_cn,sz,100
399417,399417,2,新能源车,1796.4775390625,index_cn,sz,100
399418,399418,2,国证国安,3039.3955078125,index_cn,sz,100
399419,399419,2,国证高铁,1512.3787841797,index_cn,sz,100
399420,399420,2,国证保证,1263.1696777344,index_cn,sz,100
399422,399422,2,中关村A,2898.7172851562,index_cn,sz,100
399423,399423,2,中关村50,2757.541015625,index_cn,sz,100
399427,399427,2,专利领先,2342.1064453125,index_cn,sz,100
399428,399428,2,国证定增,2225.107421875,index_cn,sz,100
399429,399429,2,新丝路,1061.4171142578,index_cn,sz,100
399431,399431,2,国证银行,6089.9711914062,index_cn,sz,100
399432,399432,2,智能汽车,2575.4597167969,index_cn,sz,100
399433,399433,2,国证交运,1530.2513427734,index_cn,sz,100
399434,399434,2,国证传媒,1761.2365722656,index_cn,sz,100
399435,399435,2,国证农牧,5086.0751953125,index_cn,sz,100
399436,399436,2,国证煤炭,1984.251953125,index_cn,sz,100
399437,399437,2,证券龙头,5356.0537109375,index_cn,sz,100
399438,399438,2,国证电力,1627.0909423828,index_cn,sz,100
399439,399439,2,国证油气,1147.3851318359,index_cn,sz,100
399440,399440,2,国证钢铁,1050.5771484375,index_cn,sz,100
399441,399441,2,生物医药,4189.1298828125,index_cn,sz,100
399481,399481,2,企债指数,128.9306030273,index_cn,sz,100
399550,399550,2,央视50,6990.6865234375,index_cn,sz,100
399551,399551,2,央视创新,7399.529296875,index_cn,sz,100
399552,399552,2,央视成长,7634.6557617188,index_cn,sz,100
399553,399553,2,央视回报,6142.7104492188,index_cn,sz,100
399554,399554,2,央视治理,6878.9506835938,index_cn,sz,100
399555,399555,2,央视责任,4346.7890625,index_cn,sz,100
399556,399556,2,央视生态,1585.7443847656,index_cn,sz,100
399557,399557,2,央视文化,1619.3643798828,index_cn,sz,100
399602,399602,2,中小成长,1172.2410888672,index_cn,sz,100
399604,399604,2,中小价值,1441.1214599609,index_cn,sz,100
399606,399606,2,创业板R,2143.1064453125,index_cn,sz,100
399608,399608,2,科技100,2621.4353027344,index_cn,sz,100
399610,399610,2,TMT50,5643.5,index_cn,sz,100
399611,399611,2,中创100R,2211.3698730469,index_cn,sz,100
399612,399612,2,中创100,2002.9681396484,index_cn,sz,100
399613,399613,2,深证能源,2160.1264648438,index_cn,sz,100
399614,399614,2,深证材料,2230.767578125,index_cn,sz,100
399615,399615,2,深证工业,2447.5756835938,index_cn,sz,100
399616,399616,2,深证可选,5139.8666992188,index_cn,sz,100
399617,399617,2,深证消费,12994.138671875,index_cn,sz,100
399618,399618,2,深证医药,13121.748046875,index_cn,sz,100
399619,399619,2,深证金融,5199.4208984375,index_cn,sz,100
399620,399620,2,深证信息,3951.1025390625,index_cn,sz,100
399621,399621,2,深证电信,3546.8110351562,index_cn,sz,100
399622,399622,2,深证公用,1414.4953613281,index_cn,sz,100
399623,399623,2,中小基础,7118.228515625,index_cn,sz,100
399624,399624,2,中创400,1775.2067871094,index_cn,sz,100
399625,399625,2,中创500,1733.3420410156,index_cn,sz,100
399626,399626,2,中创成长,1570.2264404297,index_cn,sz,100
399627,399627,2,中创价值,1758.2618408203,index_cn,sz,100
399628,399628,2,700成长,1666.3415527344,index_cn,sz,100
399629,399629,2,700价值,1992.4431152344,index_cn,sz,100
399630,399630,2,1000成长,1419.2015380859,index_cn,sz,100
399631,399631,2,1000价值,1824.9206542969,index_cn,sz,100
399632,399632,2,深100EW,4590.1704101562,index_cn,sz,100
399633,399633,2,深300EW,4991.4389648438,index_cn,sz,100
399634,399634,2,中小板EW,3577.2600097656,index_cn,sz,100
399635,399635,2,创业板EW,1886.5661621094,index_cn,sz,100
399636,399636,2,深证装备,3379.1118164062,index_cn,sz,100
399637,399637,2,深证地产,4000.6223144531,index_cn,sz,100
399638,399638,2,深证环保,3003.6044921875,index_cn,sz,100
399639,399639,2,深证大宗,1962.3450927734,index_cn,sz,100
399640,399640,2,创业基础,1815.7917480469,index_cn,sz,100
399641,399641,2,深证新兴,1940.4024658203,index_cn,sz,100
399642,399642,2,中小新兴,1619.9171142578,index_cn,sz,100
399643,399643,2,创业新兴,2312.0200195312,index_cn,sz,100
399644,399644,2,深证时钟,3321.1826171875,index_cn,sz,100
399645,399645,2,100低波,7931.4702148438,index_cn,sz,100
399646,399646,2,深消费50,7989.2602539062,index_cn,sz,100
399647,399647,2,深医药50,12777.431640625,index_cn,sz,100
399648,399648,2,深证GDP,8174.7021484375,index_cn,sz,100
399649,399649,2,中小红利,2812.3063964844,index_cn,sz,100
399650,399650,2,中小治理,2379.5336914062,index_cn,sz,100
399651,399651,2,中小责任,1681.58203125,index_cn,sz,100
399652,399652,2,中创高新,2857.5720214844,index_cn,sz,100
399653,399653,2,深证龙头,2382.7836914062,index_cn,sz,100
399654,399654,2,深证文化,2643.7800292969,index_cn,sz,100
399655,399655,2,深证绩效,9185.767578125,index_cn,sz,100
399656,399656,2,100绩效,5999.6782226562,index_cn,sz,100
399657,399657,2,300绩效,6149.3525390625,index_cn,sz,100
399658,399658,2,中小绩效,4382.70703125,index_cn,sz,100
