code,code,volunit,decimal_point,name,pre_close,sse,sec
399608,399608,100.0,2.0,科技100,2621.4353027344,sz,index_cn
399610,399610,100.0,2.0,TMT50,5643.5,sz,index_cn
399611,399611,100.0,2.0,中创100R,2211.3698730469,sz,index_cn
399612,399612,100.0,2.0,中创100,2002.9681396484,sz,index_cn
399613,399613,100.0,2.0,深证能源,2160.1264648438,sz,index_cn
399614,399614,100.0,2.0,深证材料,2230.767578125,sz,index_cn
399615,399615,100.0,2.0,深证工业,2447.5756835938,sz,index_cn
399616,399616,100.0,2.0,深证可选,5139.8666992188,sz,index_cn
399617,399617,100.0,2.0,深证消费,12994.138671875,sz,index_cn
399618,399618,100.0,2.0,深证医药,13121.748046875,sz,index_cn
399619,399619,100.0,2.0,深证金融,5199.4208984375,sz,index_cn
399620,399620,100.0,2.0,深证信息,3951.1025390625,sz,index_cn
399621,399621,100.0,2.0,深证电信,3546.8110351562,sz,index_cn
399622,399622,100.0,2.0,深证公用,1414.4953613281,sz,index_cn
399623,399623,100.0,2.0,中小基础,7118.228515625,sz,index_cn
399624,399624,100.0,2.0,中创400,1775.2067871094,sz,index_cn
399625,399625,100.0,2.0,中创500,1733.3420410156,sz,index_cn
399626,399626,100.0,2.0,中创成长,1570.2264404297,sz,index_cn
399627,399627,100.0,2.0,中创价值,1758.2618408203,sz,index_cn
399628,399628,100.0,2.0,700成长,1666.3415527344,sz,index_cn
399629,399629,100.0,2.0,700价值,1992.4431152344,sz,index_cn
399630,399630,100.0,2.0,1000成长,1419.2015380859,sz,index_cn
399631,399631,100.0,2.0,1000价值,1824.9206542969,sz,index_cn
399632,399632,100.0,2.0,深100EW,4590.1704101562,sz,index_cn
399633,399633,100.0,2.0,深300EW,4991.4389648438,sz,index_cn
399634,399634,100.0,2.0,中小板EW,3577.2600097656,sz,index_cn
399635,399635,100.0,2.0,创业板EW,1886.5661621094,sz,index_cn
399636,399636,100.0,2.0,深证装备,3379.1118164062,sz,index_cn
399637,399637,100.0,2.0,深证地产,4000.6223144531,sz,index_cn
399638,399638,100.0,2.0,深证环保,3003.6044921875,sz,index_cn
399639,399639,100.0,2.0,深证大宗,1962.3450927734,sz,index_cn
399640,399640,100.0,2.0,创业基础,1815.7917480469,sz,index_cn
399641,399641,100.0,2.0,深证新兴,1940.4024658203,sz,index_cn
399642,399642,100.0,2.0,中小新兴,1619.9171142578,sz,index_cn
399643,399643,100.0,2.0,创业新兴,2312.0200195312,sz,index_cn
399644,399644,100.0,2.0,深证时钟,3321.1826171875,sz,index_cn
399645,399645,100.0,2.0,100低波,7931.4702148438,sz,index_cn
399646,399646,100.0,2.0,深消费50,7989.2602539062,sz,index_cn
399647,399647,100.0,2.0,深医药50,12777.431640625,sz,index_cn
399648,399648,100.0,2.0,深证GDP,8174.7021484375,sz,index_cn
399649,399649,100.0,2.0,中小红利,2812.3063964844,sz,index_cn
399650,399650,100.0,2.0,中小治理,2379.5336914062,sz,index_cn
399651,399651,100.0,2.0,中小责任,1681.58203125,sz,index_cn
399652,399652,100.0,2.0,中创高新,2857.5720214844,sz,index_cn
399653,399653,100.0,2.0,深证龙头,2382.7836914062,sz,index_cn
399654,399654,100.0,2.0,深证文化,2643.7800292969,sz,index_cn
399655,399655,100.0,2.0,深证绩效,9185.767578125,sz,index_cn
399656,399656,100.0,2.0,100绩效,5999.6782226562,sz,index_cn
399657,399657,100.0,2.0,300绩效,6149.3525390625,sz,index_cn
399658,399658,100.0,2.0,中小绩效,4382.70703125,sz,index_cn
399659,399659,100.0,2.0,深成指EW,3556.4084472656,sz,index_cn
399660,399660,100.0,2.0,中创EW,2401.3337402344,sz,index_cn
399661,399661,100.0,2.0,深证低波,4467.0107421875,sz,index_cn
399662,399662,100.0,2.0,深证高贝,1797.291015625,sz,index_cn
399663,399663,100.0,2.0,中小低波,1317.3295898438,sz,index_cn
399664,399664,100.0,2.0,中小高贝,984.2354736328,sz,index_cn
399665,399665,100.0,2.0,中创低波,1511.9321289062,sz,index_cn
399666,399666,100.0,2.0,中创高贝,1370.9079589844,sz,index_cn
399667,399667,100.0,2.0,创业板G,2946.4973144531,sz,index_cn
399668,399668,100.0,2.0,创业板V,2534.0686035156,sz,index_cn
399669,399669,100.0,2.0,深证农业,10220.263671875,sz,index_cn
399670,399670,100.0,2.0,深周期50,2820.1857910156,sz,index_cn
399671,399671,100.0,2.0,深防御50,8259.4365234375,sz,index_cn
399672,399672,100.0,2.0,深红利50,3724.8249511719,sz,index_cn
399673,399673,100.0,2.0,创业板50,1752.9068603516,sz,index_cn
399674,399674,100.0,2.0,深A医药,2496.8513183594,sz,index_cn
399675,399675,100.0,2.0,深互联网,3214.736328125,sz,index_cn
399676,399676,100.0,2.0,深医药EW,2933.5666503906,sz,index_cn
399677,399677,100.0,2.0,深互联EW,3712.791015625,sz,index_cn
399678,399678,100.0,2.0,深次新股,1033.0072021484,sz,index_cn
399679,399679,100.0,2.0,深证200R,4598.2954101562,sz,index_cn
399680,399680,100.0,2.0,深成能源,487.1607971191,sz,index_cn
399681,399681,100.0,2.0,深成材料,784.0797729492,sz,index_cn
399682,399682,100.0,2.0,深成工业,1033.7806396484,sz,index_cn
399683,399683,100.0,2.0,深成可选,1564.0356445312,sz,index_cn
399684,399684,100.0,2.0,深成消费,2531.3566894531,sz,index_cn
399685,399685,100.0,2.0,深成医药,2589.1667480469,sz,index_cn
399686,399686,100.0,2.0,深成金融,1610.9265136719,sz,index_cn
399687,399687,100.0,2.0,深成信息,2620.439453125,sz,index_cn
399688,399688,100.0,2.0,深成电信,1851.9836425781,sz,index_cn
399689,399689,100.0,2.0,深成公用,749.1654052734,sz,index_cn
399690,399690,100.0,2.0,中小专利,1821.5985107422,sz,index_cn
399691,399691,100.0,2.0,创业专利,2322.7202148438,sz,index_cn
399692,399692,100.0,2.0,创业低波,2539.3681640625,sz,index_cn
399693,399693,100.0,2.0,安防产业,3704.9592285156,sz,index_cn
399694,399694,100.0,2.0,创业高贝,2567.2468261719,sz,index_cn
399695,399695,100.0,2.0,深证节能,1984.5209960938,sz,index_cn
399696,399696,100.0,2.0,深证创投,2298.3784179688,sz,index_cn
399697,399697,100.0,2.0,中关村60,4176.0913085938,sz,index_cn
399698,399698,100.0,2.0,优势成长,17860.505859375,sz,index_cn
399699,399699,100.0,2.0,金融科技,3500.6782226562,sz,index_cn
399701,399701,100.0,2.0,深证F60,7573.9326171875,sz,index_cn
399702,399702,100.0,2.0,深证F120,6793.2250976562,sz,index_cn
399703,399703,100.0,2.0,深证F200,6503.3247070312,sz,index_cn
399704,399704,100.0,2.0,深证上游,3004.2060546875,sz,index_cn
399705,399705,100.0,2.0,深证中游,2404.4829101562,sz,index_cn
399706,399706,100.0,2.0,深证下游,6604.2622070312,sz,index_cn
399707,399707,100.0,2.0,CSSW证券,5687.0590820312,sz,index_cn
399802,399802,100.0,2.0,500深市,4876.861328125,sz,index_cn
399803,399803,100.0,2.0,工业4.0,3031.7800292969,sz,index_cn
399804,399804,100.0,2.0,中证体育,1844.8979492188,sz,index_cn
399805,399805,100.0,2.0,互联金融,2609.6550292969,sz,index_cn
399806,399806,100.0,2.0,环境治理,1366.4610595703,sz,index_cn
399807,399807,100.0,2.0,高铁产业,1316.9814453125,sz,index_cn
399808,399808,100.0,2.0,中证新能,1527.9788818359,sz,index_cn
399809,399809,100.0,2.0,保险主题,2067.5275878906,sz,index_cn
399810,399810,100.0,2.0,CSSW传媒,2865.7478027344,sz,index_cn
399811,399811,100.0,2.0,CSSW电子,3092.8562011719,sz,index_cn
399812,399812,100.0,2.0,养老产业,7746.4321289062,sz,index_cn
399813,399813,100.0,2.0,中证国安,5243.3955078125,sz,index_cn
399814,399814,100.0,2.0,大农业,1425.5632324219,sz,index_cn
399817,399817,100.0,2.0,生态100,996.0853881836,sz,index_cn
399901,399901,100.0,2.0,小康指数,4569.9755859375,sz,index_cn
399903,399903,100.0,2.0,中证100,3988.4145507812,sz,index_cn
399904,399904,100.0,2.0,中证 200,4050.3295898438,sz,index_cn
399905,399905,100.0,2.0,中证 500,5226.8115234375,sz,index_cn
399913,399913,100.0,2.0,300 医药,12029.7294921875,sz,index_cn
399914,399914,100.0,2.0,300 金融,6075.2041015625,sz,index_cn
399918,399918,100.0,2.0,300 成长,4978.3374023438,sz,index_cn
399928,399928,100.0,2.0,中证能源,1414.7469482422,sz,index_cn
399932,399932,100.0,2.0,中证消费,17530.51953125,sz,index_cn
399933,399933,100.0,2.0,中证医药,11488.5751953125,sz,index_cn
399934,399934,100.0,2.0,中证金融,5786.50390625,sz,index_cn
399935,399935,100.0,2.0,中证信息,4882.9575195312,sz,index_cn
399944,399944,100.0,2.0,内地资源,1890.9545898438,sz,index_cn
399958,399958,100.0,2.0,创业成长,1232.0487060547,sz,index_cn
399959,399959,100.0,2.0,军工指数,1065.9405517578,sz,index_cn
399965,399965,100.0,2.0,800地产,6093.5756835938,sz,index_cn
399966,399966,100.0,2.0,800非银,5603.99609375,sz,index_cn
399967,399967,100.0,2.0,中证军工,8095.4833984375,sz,index_cn
399970,399970,100.0,2.0,移动互联,2885.005859375,sz,index_cn
399971,399971,100.0,2.0,中证传媒,1337.1375732422,sz,index_cn
399972,399972,100.0,2.0,300深市,4898.0668945312,sz,index_cn
399973,399973,100.0,2.0,中证国防,1237.111328125,sz,index_cn
399974,399974,100.0,2.0,国企改革,1488.7625732422,sz,index_cn
399975,399975,100.0,2.0,证券公司,700.7711791992,sz,index_cn
399976,399976,100.0,2.0,CS新能车,1978.3123779297,sz,index_cn
399982,399982,100.0,2.0,500等权,6025.16796875,sz,index_cn
399983,399983,100.0,2.0,地产等权,6738.8725585938,sz,index_cn
399986,399986,100.0,2.0,中证银行,6035.5688476562,sz,index_cn
399987,399987,100.0,2.0,中证酒,4531.3466796875,sz,index_cn
399989,399989,100.0,2.0,中证医疗,11424.5947265625,sz,index_cn
399990,399990,100.0,2.0,煤炭等权,1332.9204101562,sz,index_cn
399991,399991,100.0,2.0,一带一路,1386.9072265625,sz,index_cn
399992,399992,100.0,2.0,CSWD并购,1475.2320556641,sz,index_cn
399993,399993,100.0,2.0,CSWD生科,3975.5283203125,sz,index_cn
399994,399994,100.0,2.0,信息安全,1875.8551025391,sz,index_cn
399995,399995,100.0,2.0,基建工程,3524.5822753906,sz,index_cn
399996,399996,100.0,2.0,智能家居,2795.546875,sz,index_cn
399997,399997,100.0,2.0,中证白酒,8074.5600585938,sz,index_cn
399998,399998,100.0,2.0,中证煤炭,1024.4274902344,sz,index_cn
880001,880001,100.0,2.0,总市值,5829.419921875,sh,index_cn
880002,880002,100.0,2.0,流通市值,4730.3500976562,sh,index_cn
880003,880003,100.0,2.0,平均股价,17.0200004578,sh,index_cn
880004,880004,100.0,2.0,成交均价,728.0174999237,sh,index_cn
880005,880005,100.0,2.0,涨跌家数,1912.0,sh,index_cn
880006,880006,100.0,2.0,停板家数,448.0,sh,index_cn
880007,880007,100.0,2.0,活筹市值,2402.1201171875,sh,index_cn
880011,880011,100.0,2.0,Ａ主总值,4012.8500976562,sh,index_cn
880012,880012,100.0,2.0,Ａ主流通,3476.3798828125,sh,index_cn
880013,880013,100.0,2.0,Ａ主平均,1576.0249996185,sh,index_cn
880014,880014,100.0,2.0,Ａ主均价,552.0550003052,sh,index_cn
880015,880015,100.0,2.0,Ａ主涨跌,983.0,sh,index_cn
880016,880016,100.0,2.0,Ａ主停板,96.0,sh,index_cn
880017,880017,100.0,2.0,Ａ主活筹,1606.7099609375,sh,index_cn
880021,880021,100.0,2.0,中小总值,1013.3300170898,sh,index_cn
880022,880022,100.0,2.0,中小流通,780.2600097656,sh,index_cn
880023,880023,100.0,2.0,中小平均,1400.0024995804,sh,index_cn
880024,880024,100.0,2.0,中小均价,504.0124998093,sh,index_cn
880025,880025,100.0,2.0,中小涨跌,477.0,sh,index_cn
880026,880026,100.0,2.0,中小停板,1032.0,sh,index_cn
880027,880027,100.0,2.0,中小活筹,453.7399902344,sh,index_cn
880031,880031,100.0,2.0,创业总值,672.799987793,sh,index_cn
880032,880032,100.0,2.0,创业流通,453.5700073242,sh,index_cn
880033,880033,100.0,2.0,创业平均,22.4099998474,sh,index_cn
880034,880034,100.0,2.0,创业均价,1448.0550003052,sh,index_cn
880035,880035,100.0,2.0,创业涨跌,402.0,sh,index_cn
880036,880036,100.0,2.0,创业停板,520.0,sh,index_cn
880037,880037,100.0,2.0,创业活筹,321.5199890137,sh,index_cn
880201,880201,100.0,2.0,黑龙江,711.1799926758,sh,index_cn
880202,880202,100.0,2.0,新疆板块,660.7299804688,sh,index_cn
880203,880203,100.0,2.0,吉林板块,958.700012207,sh,index_cn
880204,880204,100.0,2.0,甘肃板块,976.0,sh,index_cn
880205,880205,100.0,2.0,辽宁板块,710.7800292969,sh,index_cn
880206,880206,100.0,2.0,青海板块,299.5599975586,sh,index_cn
880207,880207,100.0,2.0,北京板块,1180.9699707031,sh,index_cn
880208,880208,100.0,2.0,陕西板块,922.1099853516,sh,index_cn
880209,880209,100.0,2.0,天津板块,784.7299804688,sh,index_cn
880210,880210,100.0,2.0,广西板块,706.4299926758,sh,index_cn
880211,880211,100.0,2.0,河北板块,746.7700195312,sh,index_cn
880212,880212,100.0,2.0,广东板块,2002.4000244141,sh,index_cn
880213,880213,100.0,2.0,河南板块,1037.4599609375,sh,index_cn
880214,880214,100.0,2.0,宁夏板块,401.0700073242,sh,index_cn
880215,880215,100.0,2.0,山东板块,1193.8299560547,sh,index_cn
880216,880216,100.0,2.0,上海板块,1251.6600341797,sh,index_cn
880217,880217,100.0,2.0,山西板块,586.1400146484,sh,index_cn
880218,880218,100.0,2.0,深圳板块,2142.2900390625,sh,index_cn
880219,880219,100.0,2.0,湖北板块,1223.5100097656,sh,index_cn
880220,880220,100.0,2.0,福建板块,1604.0899658203,sh,index_cn
880221,880221,100.0,2.0,湖南板块,1024.1199951172,sh,index_cn
880222,880222,100.0,2.0,江西板块,939.8400268555,sh,index_cn
880223,880223,100.0,2.0,四川板块,1578.9899902344,sh,index_cn
880224,880224,100.0,2.0,安徽板块,1196.6999511719,sh,index_cn
880225,880225,100.0,2.0,重庆板块,1165.9699707031,sh,index_cn
880226,880226,100.0,2.0,江苏板块,1441.0799560547,sh,index_cn
880227,880227,100.0,2.0,云南板块,923.8699951172,sh,index_cn
880228,880228,100.0,2.0,浙江板块,1529.8399658203,sh,index_cn
880229,880229,100.0,2.0,贵州板块,5816.2700195312,sh,index_cn
880230,880230,100.0,2.0,海南板块,624.049987793,sh,index_cn
880231,880231,100.0,2.0,西藏板块,514.299987793,sh,index_cn
880232,880232,100.0,2.0,内蒙板块,1098.4399414062,sh,index_cn
880301,880301,100.0,2.0,煤炭,478.0199890137,sh,index_cn
880302,880302,100.0,2.0,煤炭开采,486.799987793,sh,index_cn
880303,880303,100.0,2.0,焦炭加工,389.9899902344,sh,index_cn
880305,880305,100.0,2.0,电力,1156.6199951172,sh,index_cn
880306,880306,100.0,2.0,水力发电,1668.7900390625,sh,index_cn
880307,880307,100.0,2.0,火力发电,877.9699707031,sh,index_cn
880308,880308,100.0,2.0,新型电力,585.9899902344,sh,index_cn
880310,880310,100.0,2.0,石油,577.9799804688,sh,index_cn
880311,880311,100.0,2.0,石油开采,459.75,sh,index_cn
880312,880312,100.0,2.0,石油加工,928.1699829102,sh,index_cn
880313,880313,100.0,2.0,石油贸易,1114.9100341797,sh,index_cn
880318,880318,100.0,2.0,钢铁,631.4799804688,sh,index_cn
880319,880319,100.0,2.0,普钢,555.8599853516,sh,index_cn
880320,880320,100.0,2.0,特种钢,1098.0100097656,sh,index_cn
880321,880321,100.0,2.0,钢加工,731.1500244141,sh,index_cn
880324,880324,100.0,2.0,有色,472.950012207,sh,index_cn
880325,880325,100.0,2.0,铜,401.4700012207,sh,index_cn
880326,880326,100.0,2.0,铝,415.8500061035,sh,index_cn
880327,880327,100.0,2.0,铅锌,367.1600036621,sh,index_cn
880328,880328,100.0,2.0,黄金,686.7100219727,sh,index_cn
880329,880329,100.0,2.0,小金属,500.299987793,sh,index_cn
880330,880330,100.0,2.0,化纤,1483.5999755859,sh,index_cn
880335,880335,100.0,2.0,化工,995.2299804688,sh,index_cn
880336,880336,100.0,2.0,化工原料,1047.9300537109,sh,index_cn
880337,880337,100.0,2.0,农药化肥,755.8400268555,sh,index_cn
880338,880338,100.0,2.0,塑料,1071.9499511719,sh,index_cn
880339,880339,100.0,2.0,橡胶,753.2899780273,sh,index_cn
880340,880340,100.0,2.0,染料涂料,1951.6899414062,sh,index_cn
880344,880344,100.0,2.0,建材,1425.9799804688,sh,index_cn
880345,880345,100.0,2.0,陶瓷,2074.919921875,sh,index_cn
880346,880346,100.0,2.0,水泥,1538.1099853516,sh,index_cn
880347,880347,100.0,2.0,玻璃,982.799987793,sh,index_cn
880348,880348,100.0,2.0,其他建材,1794.8900146484,sh,index_cn
880350,880350,100.0,2.0,造纸,1056.2700195312,sh,index_cn
880351,880351,100.0,2.0,矿物制品,899.2399902344,sh,index_cn
880355,880355,100.0,2.0,日用化工,1326.7399902344,sh,index_cn
880360,880360,100.0,2.0,农林牧渔,1954.1099853516,sh,index_cn
880361,880361,100.0,2.0,种植业,1150.1700439453,sh,index_cn
880362,880362,100.0,2.0,渔业,392.3999938965,sh,index_cn
880363,880363,100.0,2.0,林业,787.8800048828,sh,index_cn
880364,880364,100.0,2.0,饲料,3501.2600097656,sh,index_cn
880366,880366,100.0,2.0,农业综合,1984.2199707031,sh,index_cn
880367,880367,100.0,2.0,纺织服饰,830.3800048828,sh,index_cn
880368,880368,100.0,2.0,纺织,806.8599853516,sh,index_cn
880369,880369,100.0,2.0,服饰,834.3499755859,sh,index_cn
880372,880372,100.0,2.0,食品饮料,2637.330078125,sh,index_cn
880373,880373,100.0,2.0,乳制品,3454.080078125,sh,index_cn
880374,880374,100.0,2.0,软饮料,868.3499755859,sh,index_cn
880375,880375,100.0,2.0,食品,2468.8200683594,sh,index_cn
880380,880380,100.0,2.0,酿酒,4510.6401367188,sh,index_cn
880381,880381,100.0,2.0,白酒,5843.1899414062,sh,index_cn
880382,880382,100.0,2.0,啤酒,927.1900024414,sh,index_cn
880383,880383,100.0,2.0,红黄酒,548.2100219727,sh,index_cn
880387,880387,100.0,2.0,家用电器,3113.580078125,sh,index_cn
880390,880390,100.0,2.0,汽车类,1193.1300048828,sh,index_cn
880391,880391,100.0,2.0,汽车整车,1225.9200439453,sh,index_cn
880392,880392,100.0,2.0,汽车配件,1275.6099853516,sh,index_cn
880393,880393,100.0,2.0,汽车服务,544.0700073242,sh,index_cn
880394,880394,100.0,2.0,摩托车,598.6300048828,sh,index_cn
880398,880398,100.0,2.0,医疗保健,3891.3500976562,sh,index_cn
880399,880399,100.0,2.0,家居用品,2104.4099121094,sh,index_cn
880400,880400,100.0,2.0,医药,2085.7199707031,sh,index_cn
880401,880401,100.0,2.0,化学制药,2222.1298828125,sh,index_cn
880402,880402,100.0,2.0,生物制药,3326.1101074219,sh,index_cn
880403,880403,100.0,2.0,中成药,1323.0500488281,sh,index_cn
880406,880406,100.0,2.0,商业连锁,894.9199829102,sh,index_cn
880407,880407,100.0,2.0,百货,708.0399780273,sh,index_cn
880408,880408,100.0,2.0,超市连锁,1306.9499511719,sh,index_cn
880409,880409,100.0,2.0,电器连锁,647.5100097656,sh,index_cn
880410,880410,100.0,2.0,医药商业,1648.1700439453,sh,index_cn
880411,880411,100.0,2.0,其他商业,536.1900024414,sh,index_cn
880412,880412,100.0,2.0,商品城,405.2399902344,sh,index_cn
880413,880413,100.0,2.0,批发业,775.3400268555,sh,index_cn
880414,880414,100.0,2.0,商贸代理,749.0800170898,sh,index_cn
880418,880418,100.0,2.0,传媒娱乐,926.4099731445,sh,index_cn
880419,880419,100.0,2.0,出版业,927.6400146484,sh,index_cn
880420,880420,100.0,2.0,影视音像,958.9099731445,sh,index_cn
880421,880421,100.0,2.0,广告包装,1213.4599609375,sh,index_cn
880422,880422,100.0,2.0,文教休闲,1899.9300537109,sh,index_cn
880423,880423,100.0,2.0,酒店餐饮,917.5100097656,sh,index_cn
880424,880424,100.0,2.0,旅游,2121.0900878906,sh,index_cn
880425,880425,100.0,2.0,旅游服务,3373.4499511719,sh,index_cn
880426,880426,100.0,2.0,旅游景点,1170.9599609375,sh,index_cn
880430,880430,100.0,2.0,航空,1215.9300537109,sh,index_cn
880431,880431,100.0,2.0,船舶,539.1400146484,sh,index_cn
880432,880432,100.0,2.0,运输设备,1202.5,sh,index_cn
880437,880437,100.0,2.0,通用机械,845.6099853516,sh,index_cn
880438,880438,100.0,2.0,机床制造,477.5199890137,sh,index_cn
880439,880439,100.0,2.0,机械基件,922.8800048828,sh,index_cn
880440,880440,100.0,2.0,工业机械,1219.3000488281,sh,index_cn
880441,880441,100.0,2.0,化工机械,813.4799804688,sh,index_cn
880442,880442,100.0,2.0,轻工机械,653.1799926758,sh,index_cn
880443,880443,100.0,2.0,纺织机械,588.0,sh,index_cn
880444,880444,100.0,2.0,农用机械,696.8099975586,sh,index_cn
880445,880445,100.0,2.0,专用机械,1737.6500244141,sh,index_cn
880446,880446,100.0,2.0,电气设备,926.0599975586,sh,index_cn
880447,880447,100.0,2.0,工程机械,838.3300170898,sh,index_cn
880448,880448,100.0,2.0,电器仪表,2650.7600097656,sh,index_cn
880452,880452,100.0,2.0,电信运营,1175.1500244141,sh,index_cn
880453,880453,100.0,2.0,公共交通,638.9600219727,sh,index_cn
880454,880454,100.0,2.0,水务,998.9899902344,sh,index_cn
880455,880455,100.0,2.0,供气供热,706.9099731445,sh,index_cn
880456,880456,100.0,2.0,环境保护,1101.9599609375,sh,index_cn
880459,880459,100.0,2.0,运输服务,746.0900268555,sh,index_cn
880460,880460,100.0,2.0,铁路,1143.6600341797,sh,index_cn
880461,880461,100.0,2.0,水运,589.3900146484,sh,index_cn
880462,880462,100.0,2.0,空运,643.5300292969,sh,index_cn
880463,880463,100.0,2.0,公路,750.6500244141,sh,index_cn
880464,880464,100.0,2.0,仓储物流,1688.5,sh,index_cn
880465,880465,100.0,2.0,交通设施,1379.4300537109,sh,index_cn
880466,880466,100.0,2.0,路桥,1338.2700195312,sh,index_cn
880467,880467,100.0,2.0,机场,3340.3701171875,sh,index_cn
880468,880468,100.0,2.0,港口,1111.0,sh,index_cn
880471,880471,100.0,2.0,银行,1806.9899902344,sh,index_cn
880472,880472,100.0,2.0,证券,1289.0200195312,sh,index_cn
880473,880473,100.0,2.0,保险,1937.5500488281,sh,index_cn
880474,880474,100.0,2.0,多元金融,1189.3000488281,sh,index_cn
880476,880476,100.0,2.0,建筑,1083.8199462891,sh,index_cn
880477,880477,100.0,2.0,建筑工程,1115.2600097656,sh,index_cn
880478,880478,100.0,2.0,装修装饰,927.6900024414,sh,index_cn
880482,880482,100.0,2.0,房地产,1419.3000488281,sh,index_cn
880483,880483,100.0,2.0,全国地产,1812.8199462891,sh,index_cn
880484,880484,100.0,2.0,区域地产,1075.0600585938,sh,index_cn
880485,880485,100.0,2.0,园区开发,1239.9300537109,sh,index_cn
880486,880486,100.0,2.0,房产服务,1296.5,sh,index_cn
880489,880489,100.0,2.0,IT设备,1490.7900390625,sh,index_cn
880490,880490,100.0,2.0,通信设备,1602.9100341797,sh,index_cn
880491,880491,100.0,2.0,半导体,1730.1500244141,sh,index_cn
880492,880492,100.0,2.0,元器件,1917.3299560547,sh,index_cn
880493,880493,100.0,2.0,软件服务,2567.919921875,sh,index_cn
880494,880494,100.0,2.0,互联网,2608.2700195312,sh,index_cn
880497,880497,100.0,2.0,综合类,611.0900268555,sh,index_cn
880501,880501,100.0,2.0,含H股,1249.5899658203,sh,index_cn
880502,880502,100.0,2.0,含B股,1033.4499511719,sh,index_cn
880503,880503,100.0,2.0,皖江区域,1092.7399902344,sh,index_cn
880504,880504,100.0,2.0,长株潭,977.9199829102,sh,index_cn
880505,880505,100.0,2.0,稀缺资源,339.5299987793,sh,index_cn
880506,880506,100.0,2.0,5G概念,1707.8499755859,sh,index_cn
880507,880507,100.0,2.0,国防军工,1125.9399414062,sh,index_cn
880511,880511,100.0,2.0,承诺注资,834.3499755859,sh,index_cn
880513,880513,100.0,2.0,海峡西岸,1155.8900146484,sh,index_cn
880515,880515,100.0,2.0,通达信88,1988.1500244141,sh,index_cn
880516,880516,100.0,2.0,ST板块,755.5200195312,sh,index_cn
880519,880519,100.0,2.0,低碳经济,785.700012207,sh,index_cn
880520,880520,100.0,2.0,智能电网,1203.8599853516,sh,index_cn
880521,880521,100.0,2.0,黄金概念,578.299987793,sh,index_cn
880522,880522,100.0,2.0,成渝特区,1400.9100341797,sh,index_cn
880523,880523,100.0,2.0,黄河三角,1128.3399658203,sh,index_cn
880524,880524,100.0,2.0,含可转债,1261.6500244141,sh,index_cn
880525,880525,100.0,2.0,铁路基建,1098.4300537109,sh,index_cn
880526,880526,100.0,2.0,长三角,1289.8599853516,sh,index_cn
880527,880527,100.0,2.0,泛珠三角,3027.1599121094,sh,index_cn
880528,880528,100.0,2.0,环渤海,1144.0200195312,sh,index_cn
880529,880529,100.0,2.0,次新股,2528.7900390625,sh,index_cn
880530,880530,100.0,2.0,三网融合,985.1900024414,sh,index_cn
880531,880531,100.0,2.0,武汉规划,1057.5,sh,index_cn
880532,880532,100.0,2.0,整体上市,1258.5600585938,sh,index_cn
880533,880533,100.0,2.0,物联网,1289.5300292969,sh,index_cn
880534,880534,100.0,2.0,锂电池,1121.0699462891,sh,index_cn
880535,880535,100.0,2.0,稀土永磁,429.5799865723,sh,index_cn
880536,880536,100.0,2.0,多晶硅,1031.6099853516,sh,index_cn
880537,880537,100.0,2.0,核电核能,655.1699829102,sh,index_cn
880538,880538,100.0,2.0,参股金融,1163.3699951172,sh,index_cn
880539,880539,100.0,2.0,股权激励,2032.5999755859,sh,index_cn
880540,880540,100.0,2.0,创投概念,1263.4200439453,sh,index_cn
880542,880542,100.0,2.0,水利建设,951.7800292969,sh,index_cn
880543,880543,100.0,2.0,外资背景,2020.4000244141,sh,index_cn
880544,880544,100.0,2.0,光伏概念,1515.2299804688,sh,index_cn
880545,880545,100.0,2.0,云计算,2462.669921875,sh,index_cn
880546,880546,100.0,2.0,卫星导航,1821.4699707031,sh,index_cn
880547,880547,100.0,2.0,电子支付,1917.0899658203,sh,index_cn
880549,880549,100.0,2.0,可燃冰,879.799987793,sh,index_cn
880550,880550,100.0,2.0,保障房,2321.2900390625,sh,index_cn
880551,880551,100.0,2.0,涉矿概念,1122.1300048828,sh,index_cn
880552,880552,100.0,2.0,金融改革,1328.5799560547,sh,index_cn
880553,880553,100.0,2.0,页岩气,968.6099853516,sh,index_cn
880554,880554,100.0,2.0,东亚自贸,1386.1800537109,sh,index_cn
880556,880556,100.0,2.0,IP变现,1123.9799804688,sh,index_cn
880557,880557,100.0,2.0,生物疫苗,3304.8200683594,sh,index_cn
880558,880558,100.0,2.0,节能,1421.6600341797,sh,index_cn
880559,880559,100.0,2.0,要约收购,1209.1400146484,sh,index_cn
880560,880560,100.0,2.0,高端装备,1120.6700439453,sh,index_cn
880562,880562,100.0,2.0,高校背景,1928.8299560547,sh,index_cn
880563,880563,100.0,2.0,食品安全,2335.6999511719,sh,index_cn
880564,880564,100.0,2.0,奢侈品,5533.7299804688,sh,index_cn
880565,880565,100.0,2.0,送转潜力,6128.7099609375,sh,index_cn
880567,880567,100.0,2.0,海南自贸,1634.3499755859,sh,index_cn
880568,880568,100.0,2.0,生物质能,1114.6099853516,sh,index_cn
880569,880569,100.0,2.0,3D打印,2010.4899902344,sh,index_cn
880570,880570,100.0,2.0,海水淡化,1210.6300048828,sh,index_cn
880571,880571,100.0,2.0,碳纤维,1258.3699951172,sh,index_cn
880572,880572,100.0,2.0,新零售,1114.2600097656,sh,index_cn
