,代码,名称,最新价,涨跌额,涨跌幅,昨收,今开,最高,最低,成交量,成交额
321,sz399337,深证民营,6140.131,170.432,2.855,5969.699,6007.151,6149.089,6005.865,1743941073,64048817274
322,sz399339,深证科技,8406.813,264.961,3.254,8141.852,8195.782,8417.837,8195.782,2004976333,56777745709
323,sz399341,深证责任,2411.063,56.394,2.395,2354.669,2372.521,2414.803,2370.882,1851680361,47566715512
324,sz399344,深证300R,7328.822,175.484,2.453,7153.338,7195.777,7340.225,7195.777,6649716589,138932028533
325,sz399346,深证成长,5129.81,146.717,2.944,4983.093,5025.397,5139.47,5017.907,1572605521,54817703019
326,sz399348,深证价值,7786.543,107.462,1.399,7679.081,7723.533,7799.805,7714.645,3342069507,37075887963
327,sz399350,皖江30,2293.761,46.66,2.076,2247.101,2256.085,2300.759,2253.759,480118390,10068989791
328,sz399351,创新示范,10367.374,189.874,1.866,10177.5,10224.862,10380.726,10224.862,1972196298,37686741168
329,sz399352,深企综指,9362.265,143.374,1.555,9218.891,9258.01,9374.471,9258.01,3295909545,49814072798
330,sz399353,国证物流,2495.351,39.458,1.607,2455.893,2465.229,2505.196,2465.229,927215527,8755680734
331,sz399354,分析师指数,9396.252,191.481,2.08,9204.771,9254.469,9406.648,9254.469,3859952434,115851193240
332,sz399355,长三角,4064.92,76.082,1.907,3988.838,4010.274,4067.974,4007.608,1103070658,24030961504
333,sz399356,珠三角,12494.979,191.756,1.559,12303.223,12387.063,12513.887,12367.402,1247023365,34771346783
334,sz399357,环渤海,3300.318,46.923,1.442,3253.395,3265.686,3305.218,3261.945,2312972069,24173615252
335,sz399358,国证环保,4943.334,179.932,3.777,4763.402,4795.264,4951.953,4795.264,2333143719,38914736920
336,sz399359,国证基建,2554.82,24.791,0.98,2530.029,2533.874,2559.863,2533.874,1668286468,12130252837
337,sz399360,新硬件,4339.125,63.774,1.492,4275.351,4279.72,4343.053,4277.79,1253591291,20630851403
338,sz399361,在线消费,4337.887,50.022,1.167,4287.865,4297.475,4349.001,4284.184,677940627,8451364174
339,sz399362,民企100,8993.7,274.614,3.15,8719.086,8779.854,9007.285,8778.847,2108982144,84195566350
340,sz399363,云科技,4812.7,113.599,2.417,4699.101,4723.787,4816.541,4718.439,564279546,16690989136
341,sz399364,消费100,12045.936,327.176,2.792,11718.76,11800.879,12067.747,11800.879,2555268015,83191452107
342,sz399365,国证农业,18930.439,403.984,2.181,18526.455,18624.785,19038.16,18511.141,542269999,30710865023
343,sz399366,国证大宗,2387.825,37.703,1.604,2350.122,2358.135,2391.779,2354.295,4029131188,37239194964
344,sz399367,1000地产,5011.142,23.737,0.476,4987.405,4995.819,5028.87,4995.819,547614602,4275768543
345,sz399368,国证军工,7185.708,84.629,1.192,7101.079,7093.301,7197.495,7090.88,396974813,7729773694
346,sz399369,国证责任,1980.326,42.444,2.19,1937.882,1953.28,1983.333,1950.956,1734941205,34480864169
347,sz399370,国证成长,5827.144,153.809,2.711,5673.335,5712.203,5838.549,5705.841,6315587698,136073833234
348,sz399371,国证价值,6734.897,72.376,1.086,6662.521,6687.828,6744.604,6687.828,9135083959,77781137728
349,sz399372,大盘成长,6356.435,183.136,2.967,6173.299,6225.814,6372.555,6206.745,2222941614,77866772686
350,sz399373,大盘价值,8199.603,72.797,0.896,8126.806,8164.376,8218.499,8160.215,2884537133,30695452508
351,sz399374,中盘成长,5379.192,110.073,2.089,5269.119,5288.742,5385.386,5288.742,1327789682,28862770407
352,sz399375,中盘价值,5568.199,89.598,1.635,5478.601,5497.082,5576.785,5497.082,2995008596,25809022502
353,sz399376,小盘成长,5722.254,130.609,2.336,5591.645,5609.426,5727.142,5609.426,2764856402,29344290141
354,sz399377,小盘价值,6376.881,78.374,1.244,6298.507,6302.541,6388.191,6302.541,3255538230,21276662718
355,sz399378,ESG 300,3098.735,68.147,2.249,3030.588,3049.831,3103.58,3049.831,6227330015,145934055250
356,sz399379,国证基金,8275.509,129.141,1.585,8146.368,8165.438,8281.688,8165.438,14595396646,23260866880
357,sz399380,国证ETF,1642.344,25.819,1.597,1616.525,1620.348,1643.684,1620.348,14011968523,22498258670
358,sz399381,1000能源,1849.974,5.291,0.287,1844.683,1841.122,1852.906,1836.334,612619386,3798292335
359,sz399382,1000材料,3056.574,63.228,2.112,2993.346,3005.832,3061.515,3002.452,4606091081,48666229884
360,sz399383,1000工业,2865.022,75.787,2.717,2789.235,2804.124,2869.33,2804.124,3312403002,46758041901
361,sz399384,1000可选,4604.864,101.741,2.259,4503.123,4533.893,4610.886,4526.088,1990759410,29602851646
362,sz399385,1000消费,15994.064,352.169,2.251,15641.895,15711.405,16067.695,15646.548,705969369,35099270265
363,sz399386,1000医药,10304.646,268.222,2.672,10036.424,10091.97,10326.6,10087.914,717217305,35052472187
364,sz399387,1000金融,5408.963,35.789,0.666,5373.174,5394.697,5424.259,5384.297,2770158603,32328134589
365,sz399388,1000信息,4891.623,120.3,2.521,4771.323,4795.667,4894.32,4795.462,2780604135,51647878628
366,sz399389,国证通信,3291.81,46.583,1.435,3245.227,3257.208,3294.347,3256.194,386064471,5927255956
367,sz399390,1000公用,2262.04,55.252,2.504,2206.788,2205.838,2272.294,2205.838,2074797439,13042770762
368,sz399391,投资时钟,4059.696,76.319,1.916,3983.377,4009.223,4073.602,3997.897,2124373168,48379611683
369,sz399392,国证新兴,2920.238,73.483,2.581,2846.755,2860.692,2923.313,2860.692,3338226722,87543310451
370,sz399393,国证地产,5404.766,28.69,0.534,5376.076,5385.709,5421.188,5385.709,564328210,4598573557
371,sz399394,国证医药,15948.109,424.433,2.734,15523.676,15607.716,15985.595,15598.541,542186754,32218910162
372,sz399395,国证有色,5014.87,121.897,2.491,4892.973,4903.984,5025.335,4897.22,1976352966,22914205678
373,sz399396,国证食品,31179.826,857.484,2.828,30322.342,30455.494,31330.299,30427.533,321784267,26797054016
374,sz399397,国证文化,2446.458,51.317,2.143,2395.141,2405.84,2448.604,2405.84,1047852970,21065018653
375,sz399398,绩效指数,12681.345,325.699,2.636,12355.646,12419.857,12699.001,12417.273,1076548698,44852588525
376,sz399399,中经GDP,8879.588,167.853,1.927,8711.735,8758.328,8895.66,8758.328,7927133989,130160325626
377,sz399400,大中盘,4339.253,84.627,1.989,4254.626,4276.627,4345.07,4276.627,12744861940,229906287446
378,sz399401,中小盘,4299.066,71.26,1.686,4227.806,4237.123,4303.102,4237.123,12757951112,147981457861
379,sz399402,周期100,3619.29,78.865,2.228,3540.425,3558.995,3623.358,3558.995,4284856648,63211125409
380,sz399403,防御100,11363.454,282.435,2.549,11081.019,11140.568,11394.276,11126.328,1231618934,55776160049
381,sz399404,大盘低波,5008.49,35.152,0.707,4973.338,4984.341,5020.19,4982.27,2991722447,30300638962
382,sz399405,大盘高贝,2749.957,62.14,2.312,2687.817,2701.2,2752.415,2701.148,2181494413,56914469135
383,sz399406,中盘低波,11973.216,152.134,1.287,11821.082,11849.23,11990.434,11849.23,2511370669,20426747449
384,sz399407,中盘高贝,2734.084,35.028,1.298,2699.056,2703.258,2736.319,2699.267,1426660813,26262954531
385,sz399408,小盘低波,11825.772,122.605,1.048,11703.167,11709.551,11848.621,11709.551,2305659902,13983452267
386,sz399409,小盘高贝,4057.887,64.315,1.61,3993.572,3995.636,4059.732,3995.636,2117911923,30100858000
387,sz399410,苏州率先,2140.581,44.163,2.107,2096.418,2099.356,2142.739,2099.356,325843345,4286862941
388,sz399411,红利100,3475.109,39.786,1.158,3435.323,3445.322,3477.859,3443.664,2913777882,34462267673
389,sz399412,国证新能,2705.797,125.598,4.868,2580.199,2602.43,2711.008,2602.43,1916347992,50076940642
390,sz399413,国证转债,135.867,0.748,0.554,135.119,135.245,135.902,135.245,142076002,19926331484
391,sz399415,I100,7450.4,192.223,2.648,7258.177,7295.436,7461.487,7295.436,1969233540,101256020293
392,sz399416,I300,4339.403,95.414,2.248,4243.989,4270.418,4346.211,4270.418,6166206249,166038149789
393,sz399417,新能源车,3146.273,121.665,4.023,3024.608,3037.283,3149.875,3037.283,1484731883,33498122898
394,sz399418,国证国安,3494.663,51.925,1.508,3442.738,3446.932,3496.12,3446.696,1688105182,32673301715
395,sz399419,国证高铁,1634.681,24.044,1.493,1610.637,1612.323,1637.106,1612.323,750659433,6313804551
396,sz399420,国证保证,1394.313,13.608,0.986,1380.705,1384.192,1396.531,1383.028,749835251,15631633973
397,sz399422,中关村A,3271.563,64.041,1.997,3207.522,3216.24,3273.294,3216.24,3225652717,35043167813
398,sz399423,中关村50,3135.532,72.111,2.354,3063.421,3077.763,3138.189,3077.0,1195133455,16128812305
399,sz399427,专利领先,3042.237,90.283,3.058,2951.954,2959.085,3046.198,2959.085,2358553367,40991069574
400,sz399428,国证定增,2817.909,44.392,1.601,2773.517,2781.692,2819.791,2781.692,1976989230,23593372638
401,sz399429,新丝路,1404.094,26.746,1.942,1377.348,1379.717,1405.343,1379.717,1704147954,20114041411
402,sz399431,国证银行,7309.399,33.939,0.466,7275.46,7314.883,7360.436,7276.2,1377731565,11665206645
403,sz399432,智能汽车,4965.157,220.101,4.639,4745.056,4780.427,4972.055,4780.427,258304208,21489001563
404,sz399433,国证交运,1831.694,32.293,1.795,1799.401,1806.636,1838.931,1806.636,1006509149,9264142176
405,sz399434,国证传媒,1978.371,21.494,1.098,1956.877,1961.908,1996.224,1961.654,579738875,4535521907
406,sz399435,国证农牧,5311.346,25.382,0.48,5285.964,5301.832,5335.624,5247.563,629968979,9796476290
407,sz399436,国证煤炭,2603.438,0.977,0.038,2602.461,2598.717,2612.646,2585.524,435242214,3113819533
408,sz399437,证券龙头,6157.93,46.847,0.767,6111.083,6121.034,6167.394,6097.075,729457742,12163978181
409,sz399438,国证电力,2017.931,36.971,1.866,1980.96,1975.396,2030.988,1975.396,2676361829,16869213880
410,sz399439,国证油气,1130.004,6.577,0.585,1123.427,1121.805,1131.349,1120.813,256594880,1085696684
411,sz399440,国证钢铁,1379.58,16.515,1.212,1363.065,1366.033,1387.984,1364.017,1534871692,5555493886
412,sz399441,生物医药,5265.598,142.519,2.782,5123.079,5146.884,5279.908,5145.582,214631224,15117756150
413,sz399481,企债指数,127.445,0.002,0.002,127.443,127.443,127.446,127.439,7213780,703721019
414,sz399550,央视50,8751.847,147.874,1.719,8603.973,8648.398,8763.608,8647.969,1161186139,37067136716
415,sz399551,央视创新,9295.652,297.862,3.31,8997.79,9043.594,9304.901,9043.594,981707305,20643209504
416,sz399552,央视成长,10518.834,188.301,1.823,10330.533,10396.181,10536.523,10382.314,1485461047,40234719847
417,sz399553,央视回报,9336.83,202.068,2.212,9134.762,9179.608,9357.808,9162.621,587809045,30891046194
418,sz399554,央视治理,8975.942,145.851,1.652,8830.091,8885.742,8991.076,8884.785,1514003716,33085535539
419,sz399555,央视责任,5788.96,112.261,1.978,5676.699,5711.189,5796.024,5707.518,1683006428,29520819696
420,sz399556,央视生态,2726.567,101.532,3.868,2625.035,2645.84,2731.547,2645.84,1882010034,37615909974
421,sz399557,央视文化,2109.286,47.456,2.302,2061.83,2071.551,2111.968,2071.551,1082775699,21155641709
422,sz399602,中小成长,1477.956,37.921,2.633,1440.035,1447.697,1480.071,1446.872,2024045087,34608364183
423,sz399604,中小价值,2033.903,40.982,2.056,1992.921,2001.658,2036.522,2001.658,1427369771,19896563826
424,sz399606,创业板R,2907.149,87.749,3.112,2819.4,2837.35,2912.151,2837.35,1110773787,45585584557
425,sz399608,科技100,3533.647,105.489,3.077,3428.158,3447.529,3536.766,3447.529,1321219818,42070358865
426,sz399610,TMT50,6873.769,207.286,3.109,6666.483,6718.51,6877.255,6715.87,1698056151,31013419157
427,sz399611,中创100R,3037.299,91.778,3.116,2945.521,2965.342,3041.806,2964.416,1955777802,68290021429
428,sz399612,中创100,2728.76,82.454,3.116,2646.306,2664.114,2732.809,2663.281,1955777802,68290021429
429,sz399613,深证能源,2618.74,12.172,0.467,2606.568,2602.212,2627.147,2592.644,118586234,900201838
430,sz399614,深证材料,3377.125,79.22,2.402,3297.905,3304.096,3382.023,3304.096,1935785232,26459820834
431,sz399615,深证工业,3659.207,112.886,3.183,3546.321,3567.508,3668.471,3567.508,1508906759,28475971184
432,sz399616,深证可选,6924.316,122.528,1.801,6801.788,6853.905,6932.706,6832.972,743428972,15052269310
433,sz399617,深证消费,17491.188,302.92,1.762,17188.268,17276.139,17582.104,17126.869,166454875,12440541108
434,sz399618,深证医药,17096.971,423.5,2.54,16673.471,16773.883,17135.713,16747.07,364181890,20116600294
435,sz399619,深证金融,6936.771,72.15,1.051,6864.621,6883.631,6950.505,6875.607,456261323,8788979144
436,sz399620,深证信息,4519.632,119.263,2.71,4400.369,4423.617,4521.381,4421.667,2182791462,37549010690
437,sz399621,深证电信,2879.202,54.177,1.918,2825.025,2843.042,2884.753,2843.042,118280224,2978316861
438,sz399622,深证公用,1922.373,76.798,4.161,1845.575,1849.188,1929.832,1849.188,1249857861,8711650942
439,sz399623,中小基础,8801.372,182.407,2.116,8618.965,8650.405,8812.237,8650.405,5649143273,78186221598
440,sz399624,中创400,2060.008,31.876,1.572,2028.132,2031.999,2062.242,2031.999,4727083994,58453741403
441,sz399625,中创500,2203.69,53.286,2.478,2150.404,2160.588,2206.187,2160.588,6682861796,126743762832
442,sz399626,中创成长,2023.489,63.67,3.249,1959.819,1973.729,2026.229,1973.075,2408298754,54778755108
443,sz399627,中创价值,2294.075,51.451,2.294,2242.624,2252.45,2296.78,2252.45,3033258050,37905234633
444,sz399628,700成长,1897.543,38.023,2.045,1859.52,1864.847,1898.644,1864.847,2036422282,22380497439
445,sz399629,700价值,2367.56,34.859,1.494,2332.701,2334.624,2369.188,2334.583,2947711885,23387996550
446,sz399630,1000成长,1877.821,50.97,2.79,1826.851,1839.822,1880.784,1839.822,4335943988,89954741938
447,sz399631,1000价值,2403.056,35.681,1.507,2367.375,2378.395,2406.046,2378.395,6404601482,64321241537
448,sz399632,深100EW,6150.73,153.13,2.553,5997.6,6033.51,6157.667,6033.51,3109244650,90498574919
449,sz399633,深300EW,6231.922,105.103,1.715,6126.819,6147.293,6240.932,6147.293,6649716589,138932028533
450,sz399634,中小板EW,4300.875,80.168,1.899,4220.707,4234.02,4305.528,4234.02,2321538063,48897865044
451,sz399635,创业板EW,2242.284,43.43,1.975,2198.854,2205.152,2246.304,2205.152,1110773787,45585584557
452,sz399636,深证装备,4527.885,133.28,3.033,4394.605,4422.759,4533.021,4422.759,1436875555,25377087881
453,sz399637,深证地产,3620.064,16.204,0.45,3603.86,3604.922,3628.059,3604.519,257210528,2275822033
454,sz399638,深证环保,5662.586,257.503,4.764,5405.083,5447.407,5671.971,5447.407,1974694837,32768331070
455,sz399639,深证大宗,2262.145,27.791,1.244,2234.354,2236.6,2268.619,2229.906,1249067985,13942169626
456,sz399640,创业基础,2297.196,59.327,2.651,2237.869,2249.162,2300.407,2249.162,3093612555,64647682587
457,sz399641,深证新兴,2629.917,71.56,2.797,2558.357,2575.064,2633.333,2575.064,4527817436,95476419305
458,sz399642,中小新兴,2132.414,62.471,3.018,2069.943,2080.113,2134.335,2080.113,2351045626,42354902248
459,sz399643,创业新兴,3186.558,100.654,3.262,3085.904,3106.012,3191.653,3105.727,1016876152,38444026588
460,sz399644,深证时钟,4808.695,104.628,2.224,4704.067,4734.935,4821.698,4728.284,2099736872,33012400933
461,sz399645,100低波,11537.973,242.525,2.147,11295.448,11361.021,11554.409,11359.177,1177909036,38086839908
462,sz399646,深消费50,11071.199,195.505,1.798,10875.694,10952.432,11106.795,10891.902,811447265,26914178206
463,sz399647,深医药50,16631.461,403.581,2.487,16227.88,16325.548,16670.299,16297.574,380245184,20306099283
464,sz399648,深证GDP,10378.355,150.867,1.475,10227.488,10252.837,10400.461,10246.356,3309543825,61744831350
465,sz399649,中小红利,3754.236,62.083,1.681,3692.153,3714.689,3765.819,3708.171,888651535,14625468609
466,sz399650,中小治理,3114.371,102.002,3.386,3012.369,3033.021,3119.719,3031.396,638759027,15749054026
467,sz399651,中小责任,2372.896,63.9,2.767,2308.996,2324.204,2377.418,2321.812,815377446,18540071923
468,sz399652,中创高新,3186.907,54.098,1.727,3132.809,3132.76,3194.905,3132.201,334999438,8870850061
469,sz399653,深证龙头,3423.823,88.219,2.645,3335.604,3364.029,3431.09,3361.058,1817506888,53150702044
470,sz399654,深证文化,2770.244,37.351,1.367,2732.893,2742.162,2772.76,2740.929,1298418621,16948740158
471,sz399655,深证绩效,12717.448,267.439,2.148,12450.009,12521.618,12731.327,12518.262,888072245,33391296858
472,sz399656,100绩效,8257.1,196.684,2.44,8060.416,8115.7,8266.566,8106.155,3109244650,90498574919
473,sz399657,300绩效,8013.296,136.936,1.739,7876.36,7912.043,8026.717,7905.659,6649716589,138932028533
474,sz399658,中小绩效,5416.755,84.625,1.587,5332.13,5352.728,5424.955,5347.716,2321538063,48897865044
475,sz399659,深成指EW,4283.383,66.672,1.581,4216.711,4227.159,4288.04,4227.159,8864493716,163447562838
476,sz399660,中创EW,3021.583,73.908,2.507,2947.675,2962.86,3024.761,2962.812,1955777802,68290021429
477,sz399661,深证低波,6106.896,86.226,1.432,6020.67,6044.084,6117.294,6044.084,2386184119,39517873683
478,sz399662,深证高贝,2138.151,46.539,2.225,2091.612,2097.876,2140.08,2097.876,3019264325,66223773115
479,sz399663,中小低波,1685.985,21.687,1.303,1664.298,1668.927,1687.911,1668.552,1202068819,16935091180
480,sz399664,中小高贝,1107.429,20.142,1.853,1087.287,1088.426,1107.959,1088.426,1910227969,36281692459
481,sz399665,中创低波,1927.296,27.288,1.436,1900.008,1904.918,1929.647,1904.918,2773670253,45054853039
482,sz399666,中创高贝,1486.294,27.752,1.903,1458.542,1460.907,1487.065,1460.907,2587394570,66184410399
483,sz399667,创业板G,4166.757,153.57,3.827,4013.187,4049.321,4174.954,4049.321,651082504,27156956766
484,sz399668,创业板V,3042.821,64.495,2.165,2978.326,2988.295,3047.311,2988.295,1278973349,19815296643
485,sz399669,深证农业,13582.971,200.094,1.495,13382.877,13441.396,13636.34,13330.512,391147082,16316382491
486,sz399670,深周期50,4102.481,130.403,3.283,3972.078,3997.781,4108.165,3997.781,1593430542,34670942290
487,sz399671,深防御50,10916.875,228.563,2.138,10688.312,10756.023,10944.816,10724.269,703849282,27473012715
488,sz399672,深红利50,4659.636,74.893,1.634,4584.743,4598.061,4665.516,4597.018,659361574,14637149672
489,sz399673,创业板50,2641.265,88.793,3.479,2552.472,2571.884,2646.526,2571.084,845555672,35996215218
490,sz399674,深A医药,3106.86,71.006,2.339,3035.854,3053.717,3112.289,3050.344,902343459,25952408664
491,sz399675,深互联网,2924.524,37.536,1.3,2886.988,2890.071,2928.594,2886.308,1389921709,16378236096
492,sz399676,深医药EW,3263.288,46.096,1.433,3217.192,3227.802,3265.877,3227.802,902343459,25952408664
493,sz399677,深互联EW,3397.574,17.41,0.515,3380.164,3375.921,3398.778,3364.305,1389921709,16378236096
494,sz399678,深次新股,1028.765,19.765,1.959,1009.0,1009.411,1029.535,1009.411,362965766,13485150150
495,sz399679,深证200R,5461.183,82.188,1.528,5378.995,5390.935,5470.725,5390.935,3540471939,48433453615
496,sz399680,深成能源,618.106,3.234,0.526,614.872,614.319,620.404,611.601,96087772,785262823
497,sz399681,深成材料,1217.784,28.817,2.424,1188.967,1191.309,1219.729,1191.309,1756600661,23722294902
498,sz399682,深成工业,1666.701,55.242,3.428,1611.459,1622.213,1671.473,1622.213,1290949084,26111598611
499,sz399683,深成可选,2098.542,32.27,1.562,2066.272,2083.312,2102.99,2069.246,826745183,15599532621
500,sz399684,深成消费,3578.59,75.292,2.149,3503.298,3522.543,3594.532,3493.768,316689799,15831814528
501,sz399685,深成医药,3342.908,83.719,2.569,3259.189,3280.228,3349.673,3276.521,446172931,21744739620
502,sz399686,深成金融,2140.105,26.403,1.249,2113.702,2120.461,2144.8,2118.088,570651200,9705161515
503,sz399687,深成信息,2990.203,77.667,2.667,2912.536,2927.575,2991.342,2926.085,2297787677,38475412558
504,sz399688,深成电信,1467.106,31.737,2.211,1435.369,1446.612,1469.813,1446.612,100940183,2753258141
505,sz399689,深成公用,1065.797,43.293,4.234,1022.504,1025.583,1070.394,1025.583,926305702,6666236037
506,sz399690,中小专利,2098.957,51.826,2.532,2047.131,2054.116,2101.315,2051.281,1295981734,18866430496
507,sz399691,创业专利,2489.537,62.971,2.595,2426.566,2438.453,2490.362,2438.453,311586437,5108903483
508,sz399692,创业低波,3088.718,46.055,1.514,3042.663,3052.675,3092.807,3052.307,585736382,14600272860
509,sz399693,安防产业,3538.429,23.961,0.682,3514.468,3508.375,3539.762,3498.475,462755020,7760714616
510,sz399694,创业高贝,2585.313,37.283,1.463,2548.03,2547.797,2587.216,2545.719,1032445251,27149220992
511,sz399695,深证节能,2573.857,66.807,2.665,2507.05,2510.608,2575.958,2510.608,2431457241,31812418780
512,sz399696,深证创投,2874.725,78.165,2.795,2796.56,2811.497,2878.329,2810.708,1893898454,26177307015
513,sz399697,中关村60,4227.973,84.78,2.046,4143.193,4152.847,4239.318,4149.369,743485519,9969480614
514,sz399698,优势成长,23321.332,501.371,2.197,22819.961,22831.629,23350.213,22831.629,1065509778,7896782924
515,sz399699,金融科技,3599.012,40.764,1.146,3558.248,3557.432,3602.886,3554.318,1303627436,20007715949
516,sz399701,深证F60,10513.469,195.186,1.892,10318.283,10383.632,10528.304,10383.632,2840415375,53847138329
517,sz399702,深证F120,9185.084,160.479,1.778,9024.605,9073.907,9197.445,9073.907,3739127913,67729416247
518,sz399703,深证F200,8668.479,150.427,1.766,8518.052,8560.556,8680.378,8560.556,5233699926,91587742882
519,sz399704,深证上游,4159.038,69.227,1.693,4089.811,4087.426,4165.987,4083.698,787375028,9359993673
520,sz399705,深证中游,3303.109,107.448,3.362,3195.661,3215.691,3306.094,3215.691,3294778388,61915452875
521,sz399706,深证下游,8848.828,184.773,2.133,8664.055,8720.378,8873.953,8687.832,1415802842,52248468333
522,sz399707,CSSW证券,6093.214,35.69,0.589,6057.524,6063.974,6102.999,6037.456,1143809266,16224906227
523,sz399802,500深市,5688.293,66.677,1.186,5621.616,5629.72,5699.412,5629.72,4739607629,49732173507
524,sz399803,工业4.0,4116.04,117.258,2.932,3998.782,4021.851,4118.224,4021.797,1040760511,31329165779
525,sz399804,中证体育,1782.188,10.843,0.612,1771.345,1773.298,1783.572,1762.013,272667205,3872095761
526,sz399805,互联金融,2708.773,17.285,0.642,2691.488,2686.349,2710.275,2684.519,1823497049,24609498949
527,sz399806,环境治理,1490.764,26.478,1.808,1464.286,1464.798,1494.197,1462.506,1345634824,10483140728
528,sz399807,高铁产业,1274.275,11.943,0.946,1262.332,1263.963,1277.145,1263.963,390620267,2436560334
529,sz399808,中证新能,2830.638,127.349,4.711,2703.289,2723.712,2835.714,2723.712,3078880072,52394615653
530,sz399809,保险主题,2366.994,34.796,1.492,2332.198,2344.344,2372.769,2344.344,411842186,7935844098
531,sz399810,CSSW传媒,2884.063,16.65,0.581,2867.413,2868.808,2887.007,2859.536,648289929,9312704773
532,sz399811,CSSW电子,3781.464,92.903,2.519,3688.561,3707.672,3782.538,3704.053,1699243266,29778223477
533,sz399812,养老产业,9151.689,151.084,1.679,9000.605,9018.069,9164.43,9018.069,981393775,37494844424
534,sz399813,中证国安,5518.253,49.554,0.906,5468.699,5463.489,5519.832,5462.428,911107739,18446496822
535,sz399814,大农业,1693.06,17.514,1.045,1675.546,1677.879,1695.944,1667.472,560813200,12885520181
536,sz399817,生态100,1153.63,29.364,2.612,1124.266,1125.608,1155.775,1125.608,1939282650,14334380087
537,sz399901,小康指数,5609.596,77.088,1.393,5532.508,5552.43,5616.262,5551.04,4095631800,51329307430
538,sz399903,中证100,5196.893,91.757,1.797,5105.136,5135.064,5206.687,5132.095,3999406100,98397153235
539,sz399904,中证 200,5603.228,-36.841,-0.653,5640.069,5683.982,5698.875,5520.506,9827388200,184602927888
540,sz399905,中证 500,6240.011,82.604,1.342,6157.407,6164.824,6249.538,6164.824,8882301400,88233521821
541,sz399913,300 医药,16117.085,530.933,3.406,15586.152,15679.551,16153.175,15679.551,315214500,22329245406
542,sz399914,300 金融,6889.262,46.198,0.675,6843.064,6871.437,6911.547,6859.073,2487204200,31730869416
543,sz399918,300 成长,7607.066,-30.736,-0.402,7637.802,7690.03,7740.043,7510.399,4004240800,170896066280
544,sz399928,中证能源,1625.669,3.888,0.24,1621.781,1617.603,1630.528,1613.225,420362800,2626401151
545,sz399932,中证消费,25309.357,523.787,2.113,24785.57,24890.193,25442.102,24805.141,532795000,30862497782
546,sz399933,中证医药,14508.76,373.962,2.646,14134.798,14203.117,14536.029,14203.117,589971500,28209959970
547,sz399934,中证金融,6504.383,41.312,0.639,6463.071,6487.598,6524.5,6477.03,3119978500,36355972619
548,sz399935,中证信息,5049.976,109.802,2.223,4940.174,4958.829,5051.506,4954.076,1820767800,31180856738
549,sz399944,内地资源,2761.497,-44.676,-1.592,2806.173,2843.209,2848.804,2708.386,3488369000,42261756487
550,sz399958,创业成长,1834.089,-22.742,-1.225,1856.831,1877.196,1888.809,1808.365,1012250000,45866176376
551,sz399959,军工指数,1444.891,18.568,1.302,1426.323,1425.767,1447.668,1425.753,211154948,5118790355
552,sz399965,800地产,5789.441,22.003,0.382,5767.438,5783.396,5815.196,5779.303,493439812,4076071378
553,sz399966,800非银,6260.067,52.696,0.849,6207.371,6220.172,6270.332,6213.188,1197583283,20394094263
554,sz399967,中证军工,10565.808,134.423,1.289,10431.385,10430.685,10577.128,10430.288,284160029,7035230846
555,sz399970,移动互联,3395.288,88.214,2.667,3307.074,3325.917,3397.752,3324.979,2162417998,49503926546
556,sz399971,中证传媒,1268.693,7.702,0.611,1260.991,1263.231,1273.941,1261.885,701736218,7642096398
557,sz399972,300深市,6755.802,171.123,2.599,6584.679,6630.043,6766.466,6630.043,3340656759,85388344872
558,sz399973,中证国防,1758.465,27.742,1.603,1730.723,1730.428,1760.308,1729.956,180138502,6155652577
559,sz399974,国企改革,1937.688,36.485,1.919,1901.203,1909.419,1940.353,1909.419,2390409366,51381268400
560,sz399975,证券公司,796.355,4.68,0.591,791.675,792.522,797.614,789.098,1133286851,16086373397
561,sz399976,CS新能车,3605.274,139.037,4.011,3466.237,3479.039,3609.431,3479.039,862772194,27079702783
562,sz399982,500等权,7267.246,88.419,1.232,7178.827,7187.25,7278.516,7187.25,8882301400,88233521821
563,sz399983,地产等权,6279.315,25.44,0.407,6253.875,6279.544,6304.402,6264.618,263129251,2757070163
564,sz399986,中证银行,7091.465,32.655,0.463,7058.81,7094.241,7140.889,7062.781,1443030445,11958119209
565,sz399987,中证酒,8794.679,276.033,3.24,8518.646,8569.067,8858.35,8539.094,261565847,23215613400
566,sz399989,中证医疗,15504.696,420.684,2.789,15084.012,15198.088,15537.771,15110.031,316330363,17464518649
567,sz399990,煤炭等权,1853.35,-3.323,-0.179,1856.673,1855.842,1864.135,1838.733,541875596,3457293804
568,sz399991,一带一路,1855.135,44.022,2.431,1811.113,1821.718,1857.696,1821.718,3532448834,31996228640
569,sz399992,CSWD并购,1694.772,28.486,1.71,1666.286,1666.724,1695.921,1666.54,851129606,7754485657
570,sz399993,CSWD生科,5250.865,132.435,2.587,5118.43,5142.747,5264.184,5135.609,197240562,14154326433
571,sz399994,信息安全,1702.57,16.293,0.966,1686.277,1686.454,1703.45,1681.372,886574072,13716026964
572,sz399995,基建工程,3633.45,20.981,0.581,3612.469,3616.724,3640.578,3606.958,1102163851,5869371681
573,sz399996,智能家居,2910.858,39.026,1.359,2871.832,2877.856,2912.425,2875.724,1652775438,28270813326
574,sz399997,中证白酒,16021.567,541.814,3.5,15479.753,15576.678,16153.526,15539.194,217182771,21884625965
