,datetime,id,open,high,low,close,volume,open_oi,close_oi,symbol,duration,ma0,ma1,ma2,ma3,ma4,cToMa1,cToMa2,std_cToMa1,std_cToMa2,cdlBody,cdlHl,std_cdl_b,std_cdl_f,ma_body,ma_cToMa1,ma_cToMa2,ma_min1_3,ma_max1_3,ma_band1_3,kl_base_ref,kl1_3_thresh,ma_kl1_3,ma_min1_4,ma_max1_4,ma_band1_4,kl1_4_thresh,ma_kl1_4,df_12,df_23,df_34,mv1,mv2,bodyU,bodyD,bdr,upperShadow,lowerShadow,stdCdlB,stdCdlF,maBody,zdStrengh,longUShadow,longLShadow,rng3D,rng5D,rng7D,rng9D,bRng,yby,ctpj,ybyD,wygd,tp3D,tp5D,tp7D,s001,time
0,1.6167657e+18,14470.0,4935.0,4937.0,4920.0,4922.0,33937.0,1051825.0,1049569.0,SHFE.rb2105,300,4922.0,4922.0,4922.0,4922.0,4922.0,0.0,0.0,,,-13.0,17.0,,,,,,4922.0,4922.0,0.0,0.4922,0.59064,True,4922.0,4922.0,0.0,0.59064,True,0.0,0.0,0.0,,,4935.0,4922.0,13.0,2.0,2.0,,,,,,,,,,,13.0,False,False,False,False,False,False,False,False,2021-03-26 21:35
1,1.616766e+18,14471.0,4922.0,4931.0,4922.0,4929.0,20473.0,1049569.0,1047050.0,SHFE.rb2105,300,4923.555555555556,4922.666666666667,4922.341463414634,4922.229508196721,4922.115702479339,6.33333333333303,6.658536585366164,,,7.0,9.0,,,,,,4922.229508196721,4922.666666666667,0.43715846994564345,0.4922341463414634,0.5906809756097561,True,4922.115702479339,4922.666666666667,0.550964187327736,0.5906809756097561,True,0.32520325203313405,0.1119552179125094,0.11380571738209255,,,4929.0,4922.0,7.0,2.0,0.0,,,,,,,,,,,7.0,False,False,False,False,False,False,False,False,2021-03-26 21:40
2,1.6167663e+18,14472.0,4929.0,4931.0,4922.0,4923.0,18263.0,1047050.0,1046486.0,SHFE.rb2105,300,4923.432098765432,4922.698412698413,4922.373587150505,4922.254770223058,4922.130318967284,0.3015873015865509,0.6264128494949546,,,-6.0,9.0,,,,,,4922.254770223058,4922.698412698413,0.44364247535577306,0.49223735871505053,0.5906848304580606,True,4922.130318967284,4922.698412698413,0.5680937311290108,0.5906848304580606,True,0.3248255479084037,0.11881692744736938,0.12445125577323779,,,4929.0,4923.0,6.0,2.0,1.0,,,,,,,7.0,,,,6.0,False,False,False,False,False,False,False,False,2021-03-26 21:45
3,1.6167666e+18,14473.0,4923.0,4929.0,4921.0,4922.0,15452.0,1046486.0,1045070.0,SHFE.rb2105,300,4923.113854595336,4922.631897203326,4922.355363387065,4922.24641710099,4922.128164934768,-0.6318972033259342,-0.3553633870651538,,,-1.0,8.0,,,,,,4922.24641710099,4922.631897203326,0.38548010233625973,0.49223553633870654,0.5906826436064478,True,4922.128164934768,4922.631897203326,0.5037322685575418,0.5906826436064478,True,0.27653381626078044,0.10894628607547929,0.1182521662212821,,,4923.0,4922.0,1.0,6.0,1.0,,,,,,,7.0,,,,1.0,False,False,False,False,False,False,False,False,2021-03-26 21:50
4,1.6167669e+18,14474.0,4922.0,4938.0,4922.0,4937.0,33543.0,1045070.0,1044861.0,SHFE.rb2105,300,4926.199664685261,4924.000287945866,4923.069735904769,4922.730141130465,4922.373980390392,12.999712054133852,13.930264095230996,,,15.0,16.0,,,,,,4922.730141130465,4924.000287945866,1.270146815400949,0.4923069735904769,0.5907683683085724,False,4922.373980390392,4924.000287945866,1.626307555474341,0.5907683683085724,False,0.930552041097144,0.339594774303805,0.35616074007339193,,,4937.0,4922.0,15.0,1.0,0.0,,,,,,,15.0,15.0,,,15.0,False,False,False,False,False,False,False,False,2021-03-26 21:55
5,1.6167672e+18,14475.0,4937.0,4950.0,4933.0,4943.0,50114.0,1044861.0,1049572.0,SHFE.rb2105,300,4929.933072532981,4925.809784331974,4924.041943909414,4923.394726667171,4922.714906334352,17.190215668026212,18.95805609058607,,,6.0,17.0,,,,,,4923.394726667171,4925.809784331974,2.415057664802589,0.4924041943909414,0.5908850332691297,False,4922.714906334352,4925.809784331974,3.094877997621552,0.5908850332691297,False,1.767840422559857,0.647217242242732,0.6798203328189629,,,4943.0,4937.0,6.0,7.0,4.0,,,,,,,21.0,21.0,,,6.0,False,False,False,False,False,False,False,False,2021-03-26 22:00
6,1.6167675e+18,14476.0,4943.0,4955.0,4942.0,4950.0,31216.0,1049572.0,1053671.0,SHFE.rb2105,300,4934.392389747874,4928.1136143955955,4925.3081905479785,4924.26703071087,4923.165899618082,21.886385604404495,24.691809452021516,,,7.0,13.0,,,,,,4924.26703071087,4928.1136143955955,3.846583684725374,0.4925308190547979,0.5910369828657575,False,4923.165899618082,4928.1136143955955,4.9477147775132835,0.5910369828657575,False,2.8054238476170212,1.0411598371083528,1.1011310927879094,,,4950.0,4943.0,7.0,5.0,1.0,,,,,,,13.0,28.0,28.0,,7.0,False,False,False,False,False,False,False,False,2021-03-26 22:05
7,1.6167678e+18,14477.0,4950.0,4960.0,4949.0,4960.0,45439.0,1053671.0,1054228.0,SHFE.rb2105,300,4940.082969803902,4931.150413024587,4927.000473935882,4925.4386034744475,4923.7747277235685,28.84958697541333,32.99952606411807,,,10.0,11.0,,,,,,4925.4386034744475,4931.150413024587,5.711809550139151,0.4927000473935882,0.5912400568723057,False,4923.7747277235685,4931.150413024587,7.375685301018166,0.5912400568723057,False,4.149939088704741,1.5618704614344097,1.663875750879015,31054.625,,4960.0,4950.0,10.0,0.0,1.0,,,,,,,17.0,38.0,38.0,,10.0,False,False,False,False,False,False,False,False,2021-03-26 22:10
8,1.6167681e+18,14478.0,4960.0,4960.0,4943.0,4951.0,40781.0,1054228.0,1054045.0,SHFE.rb2105,300,4942.5089765141465,4933.040849879388,4928.171182524376,4926.276682049055,4924.2247322240055,17.95915012061232,22.82881747562442,,,-9.0,17.0,,,,,,4926.276682049055,4933.040849879388,6.764167830332553,0.49281711825243757,0.591380541902925,False,4924.2247322240055,4933.040849879388,8.816117655382186,0.591380541902925,False,4.869667355012098,1.8945004753204557,2.0519498250496326,31910.125,,4960.0,4951.0,9.0,0.0,8.0,,,,,,,10.0,23.0,38.0,38.0,9.0,False,False,False,False,False,False,False,False,2021-03-26 22:15
9,1.6167684e+18,14479.0,4951.0,4964.0,4950.0,4961.0,33722.0,1054045.0,1053656.0,SHFE.rb2105,300,4946.6180928443355,4935.703626081351,4929.772588254894,4927.41515149007,4924.832587889725,25.296373918648897,31.22741174510611,,,10.0,14.0,,,,,,4927.41515149007,4935.703626081351,8.288474591281556,0.49297725882548943,0.5915727105905872,False,4924.832587889725,4935.703626081351,10.871038191626212,0.5915727105905872,False,5.931037826457214,2.3574367648243424,2.582563600344656,33566.25,,4961.0,4951.0,10.0,3.0,1.0,,,,,,,10.0,18.0,39.0,39.0,10.0,False,False,False,False,False,False,False,False,2021-03-26 22:20
10,1.6167687e+18,14480.0,4961.0,4974.0,4954.0,4971.0,41972.0,1053656.0,1058412.0,SHFE.rb2105,300,4952.036294434483,4939.065185502175,4931.783681510753,4928.844162916625,4925.595685610557,31.934814497824846,39.21631848924699,,,10.0,20.0,,,,,,4928.844162916625,4939.065185502175,10.2210225855506,0.49317836815107535,0.5918140417812905,False,4925.595685610557,4939.065185502175,13.469499891618398,0.5918140417812905,False,7.2815039914221416,2.939518594128458,3.248477306067798,36529.875,,4971.0,4961.0,10.0,3.0,7.0,,,,,,,20.0,21.0,34.0,49.0,10.0,False,False,False,False,False,False,False,False,2021-03-26 22:25
