,datetime,id,open,high,low,close,volume,open_oi,close_oi,symbol,duration,ma0,ma1,ma2,ma3,ma4,cToMa1,cToMa2,std_cToMa1,std_cToMa2,cdlBody,cdlHl,std_cdl_b,std_cdl_f,ma_body,ma_cToMa1,ma_cToMa2,ma_min1_3,ma_max1_3,ma_band1_3,kl_base_ref,kl1_3_thresh,ma_kl1_3,ma_min1_4,ma_max1_4,ma_band1_4,kl1_4_thresh,ma_kl1_4,df_12,df_23,df_34,mv1,mv2,bodyU,bodyD,bdr,upperShadow,lowerShadow,stdCdlB,stdCdlF,maBody,zdStrengh,longUShadow,longLShadow,rng3D,rng5D,rng7D,rng9D,bRng,yby,ctpj,ybyD,wygd,tp3D,tp5D,tp7D,s001,time
0,1.6142601e+18,13021.0,4688.0,4694.0,4683.0,4687.0,21121.0,1278217.0,1279778.0,SHFE.rb2105,300,4687.0,4687.0,4687.0,4687.0,4687.0,0.0,0.0,,,-1.0,11.0,,,,,,4687.0,4687.0,0.0,0.4687,0.5624399999999999,True,4687.0,4687.0,0.0,0.5624399999999999,True,0.0,0.0,0.0,,,4688.0,4687.0,1.0,6.0,4.0,,,,,,,,,,,1.0,False,False,False,False,False,False,False,False,2021-02-25 21:35
1,1.6142604e+18,13022.0,4687.0,4687.0,4678.0,4685.0,14165.0,1279778.0,1280989.0,SHFE.rb2105,300,4686.555555555556,4686.809523809524,4686.90243902439,4686.934426229508,4686.966942148761,-1.8095238095238528,-1.9024390243903326,,,-2.0,9.0,,,,,,4686.809523809524,4686.934426229508,0.1249024199842097,0.4686902439024391,0.5624282926829268,True,4686.809523809524,4686.966942148761,0.15741833923675586,0.5624282926829268,True,-0.0929152148664798,-0.0319872051177299,-0.032515919252546155,,,4687.0,4685.0,2.0,0.0,7.0,,,,,,,,,,,2.0,False,False,False,False,False,False,False,False,2021-02-25 21:40
2,1.6142607e+18,13023.0,4685.0,4693.0,4683.0,4690.0,13801.0,1280989.0,1281242.0,SHFE.rb2105,300,4687.320987654321,4687.113378684808,4687.053539559786,4687.034936844934,4687.017075336385,2.886621315192315,2.946460440213741,,,5.0,10.0,,,,,,4687.034936844934,4687.113378684808,0.07844183987344877,0.4687053539559786,0.5624464247471743,True,4687.017075336385,4687.113378684808,0.0963033484231346,0.5624464247471743,True,0.0598391250214263,0.018602714852022473,0.017861508549685823,,,4690.0,4685.0,5.0,3.0,2.0,,,,,,,5.0,,,,5.0,False,False,False,False,False,False,False,False,2021-02-25 21:45
3,1.614261e+18,13024.0,4690.0,4693.0,4671.0,4671.0,19639.0,1281242.0,1282156.0,SHFE.rb2105,300,4683.694101508916,4685.578771191017,4686.2704400690645,4686.509201210674,4686.752330289502,-14.57877119101704,-15.270440069064534,,,-19.0,22.0,,,,,,4685.578771191017,4686.509201210674,0.9304300196572513,0.46862704400690647,0.5623524528082877,False,4685.578771191017,4686.752330289502,1.1735590984853843,0.5623524528082877,False,-0.6916688780474942,-0.23876114160975703,-0.24312907882813306,,,4690.0,4671.0,19.0,3.0,0.0,,,,,,,19.0,,,,19.0,False,False,False,False,False,False,False,False,2021-02-25 21:50
4,1.6142613e+18,13025.0,4671.0,4678.0,4665.0,4667.0,38772.0,1282156.0,1279155.0,SHFE.rb2105,300,4679.984301173601,4683.80936441092,4685.330418602281,4685.869555269341,4686.425845491329,-16.809364410920352,-18.330418602280588,,,-4.0,13.0,,,,,,4683.80936441092,4685.869555269341,2.0601908584203557,0.4685330418602281,0.5622396502322737,False,4683.80936441092,4686.425845491329,2.616481080408448,0.5622396502322737,False,-1.5210541913602356,-0.5391366670601201,-0.5562902219880925,,,4671.0,4667.0,4.0,7.0,2.0,,,,,,,23.0,23.0,,,4.0,False,False,False,False,False,False,False,False,2021-02-25 21:55
5,1.6142616e+18,13026.0,4667.0,4678.0,4663.0,4669.0,22857.0,1279155.0,1281392.0,SHFE.rb2105,300,4677.543345357245,4682.398948752738,4684.533812816803,4685.316455096575,4686.13781498734,-13.398948752737851,-15.53381281680322,,,2.0,15.0,,,,,,4682.398948752738,4685.316455096575,2.917506343836976,0.46845338128168035,0.5621440575380164,False,4682.398948752738,4686.13781498734,3.7388662346020283,0.5621440575380164,False,-2.1348640640653684,-0.7826422797716077,-0.8213598907650521,,,4669.0,4667.0,2.0,9.0,4.0,,,,,,,4.0,23.0,,,2.0,False,False,False,False,False,False,False,False,2021-02-25 22:00
6,1.6142619e+18,13027.0,4669.0,4678.0,4667.0,4668.0,19712.0,1281392.0,1281286.0,SHFE.rb2105,300,4675.422601944524,4681.027620300096,4683.727285362325,4684.748702470458,4685.8380163925085,-13.027620300095805,-15.727285362325347,,,-1.0,11.0,,,,,,4681.027620300096,4684.748702470458,3.721082170362024,0.4683727285362326,0.562047274243479,False,4681.027620300096,4685.8380163925085,4.810396092412702,0.562047274243479,False,-2.699665062229542,-1.021417108132482,-1.0893139220506782,,,4669.0,4668.0,1.0,9.0,1.0,,,,,,,2.0,23.0,23.0,,1.0,False,False,False,False,False,False,False,False,2021-02-25 22:05
7,1.6142622e+18,13028.0,4668.0,4674.0,4660.0,4663.0,31591.0,1281286.0,1278046.0,SHFE.rb2105,300,4672.66202373463,4679.310704081039,4682.71619827148,4684.035630258312,4685.460528518252,-16.310704081039148,-19.716198271479698,,,-5.0,14.0,,,,,,4679.310704081039,4684.035630258312,4.724926177273119,0.468271619827148,0.5619259437925777,False,4679.310704081039,4685.460528518252,6.149824437213283,0.5619259437925777,False,-3.4054941904405496,-1.3194319868325692,-1.4248982599401643,22707.25,,4668.0,4663.0,5.0,6.0,3.0,,,,,,,6.0,8.0,27.0,,5.0,False,False,False,False,False,False,False,False,2021-02-25 22:10
8,1.6142625e+18,13029.0,4663.0,4678.0,4662.0,4677.0,26700.0,1278046.0,1277249.0,SHFE.rb2105,300,4673.626018460268,4679.090637025703,4682.437359331408,4683.8049538564,4685.320685071671,-2.090637025702563,-5.437359331407606,,,14.0,16.0,,,,,,4679.090637025703,4683.8049538564,4.7143168306974985,0.4682437359331408,0.5618924831197689,False,4679.090637025703,4685.320685071671,6.230048045968033,0.5618924831197689,False,-3.3467223057050433,-1.3675945249924553,-1.5157312152705344,23404.625,,4677.0,4663.0,14.0,1.0,1.0,,,,,,,14.0,14.0,27.0,27.0,14.0,False,False,False,False,False,False,False,False,2021-02-25 22:15
9,1.6142628e+18,13030.0,4677.0,4686.0,4674.0,4684.0,23620.0,1277249.0,1277589.0,SHFE.rb2105,300,4675.931347691319,4679.558195404206,4682.513585705485,4683.811348811927,4685.298855566354,4.441804595793656,1.4864142945152707,,,7.0,12.0,,,,,,4679.558195404206,4683.811348811927,4.253153407720674,0.4682513585705485,0.5619016302846582,False,4679.558195404206,4685.298855566354,5.740660162147833,0.5619016302846582,False,-2.955390301278385,-1.2977631064422894,-1.4875067544271587,24586.5,,4684.0,4677.0,7.0,2.0,3.0,,,,,,,21.0,21.0,21.0,27.0,7.0,False,False,False,False,False,False,False,False,2021-02-25 22:20
