,datetime,id,open,high,low,close,volume,open_oi,close_oi,symbol,duration,ma0,ma1,ma2,ma3,ma4,cToMa1,cToMa2,std_cToMa1,std_cToMa2,cdlBody,cdlHl,std_cdl_b,std_cdl_f,ma_body,ma_cToMa1,ma_cToMa2,ma_min1_3,ma_max1_3,ma_band1_3,kl_base_ref,kl1_3_thresh,ma_kl1_3,ma_min1_4,ma_max1_4,ma_band1_4,kl1_4_thresh,ma_kl1_4,df_12,df_23,df_34,mv1,mv2,bodyU,bodyD,bdr,upperShadow,lowerShadow,stdCdlB,stdCdlF,maBody,zdStrengh,longUShadow,longLShadow,rng3D,rng5D,rng7D,rng9D,bRng,yby,ctpj,ybyD,wygd,tp3D,tp5D,tp7D,s001,time
0,1.6165929e+18,14332.0,4817.0,4817.0,4809.0,4811.0,17180.0,1008550.0,1009292.0,SHFE.rb2105,300,4811.0,4811.0,4811.0,4811.0,4811.0,0.0,0.0,,,-6.0,8.0,,,,,,4811.0,4811.0,0.0,0.4811,0.57732,True,4811.0,4811.0,0.0,0.57732,True,0.0,0.0,0.0,,,4817.0,4811.0,6.0,0.0,2.0,,,,,,,,,,,6.0,False,False,False,False,False,False,False,False,2021-03-24 21:35
1,1.6165932e+18,14333.0,4811.0,4814.0,4806.0,4814.0,20598.0,1009292.0,1009921.0,SHFE.rb2105,300,4811.666666666667,4811.285714285715,4811.1463414634145,4811.098360655737,4811.0495867768595,2.7142857142853245,2.853658536585499,,,3.0,8.0,,,,,,4811.098360655737,4811.285714285715,0.18735362997722405,0.4811146341463415,0.5773375609756097,True,4811.0495867768595,4811.285714285715,0.23612750885513378,0.5773375609756097,True,0.13937282230017445,0.0479808076770496,0.04877387887790974,,,4814.0,4811.0,3.0,0.0,5.0,,,,,,,,,,,3.0,False,False,False,False,False,False,False,False,2021-03-24 21:40
2,1.6165935e+18,14334.0,4814.0,4818.0,4811.0,4815.0,13522.0,1009921.0,1010415.0,SHFE.rb2105,300,4812.407407407408,4811.639455782313,4811.334324806662,4811.226283257188,4811.114882863193,3.3605442176867655,3.6656751933378473,,,1.0,7.0,,,,,,4811.226283257188,4811.639455782313,0.41317252512544655,0.48113343248066626,0.5773601189767995,True,4811.114882863193,4811.639455782313,0.5245729191201463,0.5773601189767995,True,0.3051309756510818,0.10804154947436473,0.1114003939946997,,,4815.0,4814.0,1.0,3.0,3.0,,,,,,,4.0,,,,1.0,False,False,False,False,False,False,False,False,2021-03-24 21:45
3,1.6165938e+18,14335.0,4815.0,4817.0,4806.0,4807.0,20798.0,1010415.0,1009087.0,SHFE.rb2105,300,4811.205761316873,4811.197602850664,4811.122894328288,4811.087716593018,4811.046868270413,-4.197602850664225,-4.122894328287657,,,-8.0,11.0,,,,,,4811.087716593018,4811.197602850664,0.10988625764639437,0.4811122894328288,0.5773347473193946,True,4811.046868270413,4811.197602850664,0.15073458025108266,0.5773347473193946,True,0.074708522376568,0.03517773526982637,0.04084832260468829,,,4815.0,4807.0,8.0,2.0,1.0,,,,,,,8.0,,,,8.0,False,False,False,False,False,False,False,False,2021-03-24 21:50
4,1.6165941e+18,14336.0,4807.0,4809.0,4803.0,4808.0,17470.0,1009087.0,1008696.0,SHFE.rb2105,300,4810.493369913123,4810.893069245839,4810.9705580195905,4810.98647998341,4810.996506811398,-2.8930692458388876,-2.9705580195904986,,,1.0,6.0,,,,,,4810.893069245839,4810.98647998341,0.09341073757150298,0.48109705580195905,0.5773164669623508,True,4810.893069245839,4810.996506811398,0.10343756555903383,0.5773164669623508,True,-0.077488773751611,-0.01592196381989197,-0.01002682798753085,,,4808.0,4807.0,1.0,1.0,4.0,,,,,,,8.0,8.0,,,1.0,False,False,False,False,False,False,False,False,2021-03-24 21:55
5,1.6165944e+18,14337.0,4808.0,4810.0,4804.0,4804.0,22383.0,1008696.0,1008523.0,SHFE.rb2105,300,4809.050398821318,4810.236586460521,4810.630530799122,4810.757415065922,4810.880862070713,-6.236586460520812,-6.630530799122425,,,-4.0,6.0,,,,,,4810.236586460521,4810.757415065922,0.5208286054012206,0.48106305307991226,0.5772756636958947,True,4810.236586460521,4810.880862070713,0.6442756101923806,0.5772756636958947,False,-0.3939443386016137,-0.12688426679960685,-0.12344700479116,,,4808.0,4804.0,4.0,2.0,0.0,,,,,,,4.0,11.0,,,4.0,False,False,False,False,False,False,False,False,2021-03-24 22:00
6,1.6165947e+18,14338.0,4804.0,4813.0,4804.0,4810.0,12477.0,1008523.0,1007875.0,SHFE.rb2105,300,4809.261421305469,4810.214054416661,4810.599773199166,4810.7325817850715,4810.866302367065,-0.21405441666138358,-0.599773199165611,,,6.0,9.0,,,,,,4810.214054416661,4810.7325817850715,0.5185273684101048,0.48105997731991657,0.5772719727838999,True,4810.214054416661,4810.866302367065,0.6522479504037619,0.5772719727838999,False,-0.3857187825042274,-0.1328085859058774,-0.1337205819936571,,,4810.0,4804.0,6.0,3.0,0.0,,,,,,,6.0,11.0,11.0,,6.0,False,False,False,False,False,False,False,False,2021-03-24 22:05
7,1.616595e+18,14339.0,4810.0,4817.0,4809.0,4814.0,16112.0,1007875.0,1008759.0,SHFE.rb2105,300,4810.3144387931425,4810.574620662694,4810.765637921158,4810.839710251134,4810.918099022155,3.4253793373063672,3.234362078842423,,,4.0,8.0,,,,,,4810.574620662694,4810.839710251134,0.26508958844078734,0.4810765637921158,0.5772918765505389,True,4810.574620662694,4810.918099022155,0.3434783594611872,0.5772918765505389,True,-0.19101725846394402,-0.07407232997684332,-0.07838877102039987,17567.5,,4814.0,4810.0,4.0,3.0,1.0,,,,,,,10.0,10.0,11.0,,4.0,False,False,False,False,False,False,False,False,2021-03-24 22:10
8,1.6165953e+18,14340.0,4814.0,4816.0,4810.0,4814.0,10880.0,1008759.0,1009352.0,SHFE.rb2105,300,4811.133452394666,4810.900847266247,4810.923411681101,4810.943326308474,4810.969039534186,3.099152733752817,3.0765883188987573,,,0.0,6.0,,,,,,4810.900847266247,4810.943326308474,0.04247904222665966,0.48109234116811017,0.5773108094017323,True,4810.900847266247,4810.969039534186,0.06819226793868438,0.5773108094017323,True,-0.022564414854059578,-0.01991462737260008,-0.025713225712024723,16780.0,,4814.0,4814.0,0.0,2.0,4.0,,,,,,,4.0,10.0,11.0,11.0,0.0,False,False,False,False,False,False,False,False,2021-03-24 22:15
9,1.6165956e+18,14341.0,4814.0,4827.0,4812.0,4814.0,37516.0,1009352.0,1008869.0,SHFE.rb2105,300,4811.770462973629,4811.196004669462,4811.073489160072,4811.043545118032,4811.019138054282,2.803995330537873,2.926510839927687,,,0.0,15.0,,,,,,4811.043545118032,4811.196004669462,0.15245955143018364,0.48110734891600726,0.5773288186992087,True,4811.019138054282,4811.196004669462,0.1768666151801881,0.5773288186992087,True,0.12251550938981381,0.029944042040369823,0.024407063750004454,18894.75,,4814.0,4814.0,0.0,13.0,2.0,,,,,,,0.0,10.0,10.0,11.0,0.0,False,False,False,False,False,False,False,False,2021-03-24 22:20
