time,holding_values,cash,total,orders
2022/07/06-14:35,-15211040,16227508.0,1016468.0,0
2022/07/06-14:40,-15225808,16227508.0,1001700.0,0
2022/07/06-14:45,-15270112,16227508.0,957396.0,0
2022/07/06-14:50,-15332876,16227508.0,894632.0,0
2022/07/06-14:55,-15369796,16227508.0,857712.0,0
2022/07/06-15:00,-15421484,16227508.0,806024.0,0
2022/07/07-21:05,-15375360,16244148.0,868788.0,-1
2022/07/07-21:10,-15369800,16260764.0,890964.0,-1
2022/07/07-21:15,-15412344,16277408.0,865064.0,-1
2022/07/07-21:20,-15399324,16294020.0,894696.0,-1
2022/07/07-21:25,-15423360,16310640.0,887280.0,-1
2022/07/07-21:30,-15443696,16327264.0,883568.0,-1
2022/07/07-21:35,-15482640,16343912.0,861272.0,-1
2022/07/07-21:40,-15514184,16360576.0,846392.0,-1
2022/07/07-21:45,-15538304,16377248.0,838944.0,-1
2022/07/07-21:50,-15545760,16377248.0,831488.0,0
2022/07/07-21:55,-15551244,16393916.0,842672.0,-1
2022/07/07-22:00,-15558708,16393916.0,835208.0,0
2022/07/07-22:05,-15571648,16410588.0,838940.0,-1
2022/07/07-22:10,-15623952,16410588.0,786636.0,0
2022/07/07-22:15,-15605272,16410588.0,805316.0,0
2022/07/07-22:20,-15577100,16427248.0,850148.0,-1
2022/07/07-22:25,-15582856,16410564.0,827708.0,1
2022/07/07-22:30,-15597800,16410564.0,812764.0,0
2022/07/07-22:35,-15575384,16410564.0,835180.0,0
2022/07/07-22:40,-15579120,16410564.0,831444.0,0
2022/07/07-22:45,-15567912,16410564.0,842652.0,0
2022/07/07-22:50,-15582856,16410564.0,827708.0,0
2022/07/07-22:55,-15565880,16427212.0,861332.0,-1
2022/07/07-23:00,-15577100,16427212.0,850112.0,0
2022/07/07-09:05,-15579120,16410532.0,831412.0,1
2022/07/07-09:10,-15556704,16410532.0,853828.0,0
2022/07/07-09:15,-15550920,16427164.0,876244.0,-1
2022/07/07-09:20,-15571296,16443800.0,872504.0,-1
2022/07/07-09:25,-15554200,16460400.0,906200.0,-1
2022/07/07-09:30,-15540784,16476968.0,936184.0,-1
2022/07/07-09:35,-15587400,16493568.0,906168.0,-1
2022/07/07-09:40,-15562640,16510124.0,947484.0,-1
2022/07/07-09:45,-15579196,16526680.0,947484.0,-1
2022/07/07-09:50,-15550536,16543188.0,992652.0,-1
2022/07/07-09:55,-15574588,16559704.0,985116.0,-1
2022/07/07-10:00,-15606208,16576236.0,970028.0,-1
2022/07/07-10:05,-15642484,16559648.0,917164.0,1
2022/07/07-10:10,-15613760,16576188.0,962428.0,-1
2022/07/07-10:15,-15618960,16592716.0,973756.0,-1
2022/07/07-10:35,-15651520,16576136.0,924616.0,1
2022/07/07-10:40,-15626520,16592672.0,966152.0,-1
2022/07/07-10:45,-15715712,16576024.0,860312.0,1
2022/07/07-10:50,-15715712,16576024.0,860312.0,0
2022/07/07-10:55,-15727040,16576024.0,848984.0,0
2022/07/07-11:00,-15734592,16576024.0,841432.0,0
2022/07/07-11:05,-15742144,16576024.0,833880.0,0
2022/07/07-11:10,-15791232,16576024.0,784792.0,0
2022/07/07-11:15,-15855424,16576024.0,720600.0,0
2022/07/07-11:20,-15851648,16576024.0,724376.0,0
2022/07/07-11:25,-15832768,16576024.0,743256.0,0
2022/07/07-11:30,-15819300,16592764.0,773464.0,-1
2022/07/07-13:35,-15832256,16609500.0,777244.0,-1
2022/07/07-13:40,-15845204,16626232.0,781028.0,-1
2022/07/07-13:45,-15827808,16642928.0,815120.0,-1
2022/07/07-13:50,-15852096,16659632.0,807536.0,-1
2022/07/07-13:55,-15830800,16676296.0,845496.0,-1
2022/07/07-14:00,-15824640,16692936.0,868296.0,-1
2022/07/07-14:05,-15833664,16709568.0,875904.0,-1
2022/07/07-14:10,-15880792,16726232.0,845440.0,-1
2022/07/07-14:15,-15901272,16742900.0,841628.0,-1
2022/07/07-14:20,-15879740,16759528.0,879788.0,-1
2022/07/07-14:25,-15911664,16776172.0,864508.0,-1
2022/07/07-14:30,-15921760,16759500.0,837740.0,1
2022/07/07-14:35,-15940860,16759500.0,818640.0,0
2022/07/07-14:40,-15933220,16759500.0,826280.0,0
2022/07/07-14:45,-15896368,16776128.0,879760.0,-1
2022/07/07-14:50,-15886200,16792728.0,906528.0,-1
2022/07/07-14:55,-15872144,16809296.0,937152.0,-1
2022/07/07-15:00,-15907892,16825884.0,917992.0,-1
2022/07/08-21:05,-16002432,16809180.0,806748.0,1
2022/07/08-21:10,-16040752,16809180.0,768428.0,0
2022/07/08-21:15,-16052248,16809180.0,756932.0,0
2022/07/08-21:20,-16025424,16809180.0,783756.0,0
2022/07/08-21:25,-16025424,16809180.0,783756.0,0
2022/07/08-21:30,-16040752,16809180.0,768428.0,0
2022/07/08-21:35,-16056080,16809180.0,753100.0,0
2022/07/08-21:40,-16052248,16809180.0,756932.0,0
2022/07/08-21:45,-16056080,16809180.0,753100.0,0
2022/07/08-21:50,-16121224,16809180.0,687956.0,0
2022/07/08-21:55,-16105896,16809180.0,703284.0,0
2022/07/08-22:00,-16095856,16825964.0,730108.0,-1
2022/07/08-22:05,-16097280,16842732.0,745452.0,-1
2022/07/08-22:10,-16106360,16859492.0,753132.0,-1
2022/07/08-22:15,-16115424,16876244.0,760820.0,-1
2022/07/08-22:20,-16120620,16892984.0,772364.0,-1
2022/07/08-22:25,-16141216,16909728.0,768512.0,-1
2022/07/08-22:30,-16157960,16926472.0,768512.0,-1
2022/07/08-22:35,-16174704,16943216.0,768512.0,-1
2022/07/08-22:40,-16191448,16959960.0,768512.0,-1
2022/07/08-22:45,-16165600,16976660.0,811060.0,-1
2022/07/08-22:50,-16201680,16993380.0,791700.0,-1
2022/07/08-22:55,-16202880,17010084.0,807204.0,-1
2022/07/08-23:00,-16231236,17026800.0,795564.0,-1
2022/07/08-09:05,-16251840,17043520.0,791680.0,-1
2022/07/08-09:10,-16245208,17060216.0,815008.0,-1
2022/07/08-09:15,-16265800,17076916.0,811116.0,-1
2022/07/08-09:20,-16231800,17093564.0,861764.0,-1
2022/07/08-09:25,-16232832,17110196.0,877364.0,-1
2022/07/08-09:30,-16237740,17126816.0,889076.0,-1
2022/07/08-09:35,-16234800,17143416.0,908616.0,-1
2022/07/08-09:40,-16255316,17160020.0,904704.0,-1
2022/07/08-09:45,-16244480,17176596.0,932116.0,-1
2022/07/08-09:50,-16217892,17193128.0,975236.0,-1
2022/07/08-09:55,-16257992,17209684.0,951692.0,-1
2022/07/08-10:00,-16282412,17226248.0,943836.0,-1
2022/07/08-10:05,-16267488,17242780.0,975292.0,-1
2022/07/08-10:10,-16280080,17259308.0,979228.0,-1
2022/07/08-10:15,-16324216,17275864.0,951648.0,-1
2022/07/08-10:35,-16340772,17292420.0,951648.0,-1
2022/07/08-10:40,-16371544,17275816.0,904272.0,1
2022/07/08-10:45,-16359712,17275816.0,916104.0,0
2022/07/08-10:50,-16359712,17275816.0,916104.0,0
2022/07/08-10:55,-16395208,17275816.0,880608.0,0
2022/07/08-11:00,-16356564,17292388.0,935824.0,-1
2022/07/08-11:05,-16377088,17308964.0,931876.0,-1
2022/07/08-11:10,-16389708,17325536.0,935828.0,-1
2022/07/08-11:15,-16400800,17308936.0,908136.0,1
2022/07/08-11:20,-16404752,17308936.0,904184.0,0
2022/07/08-11:25,-16350148,17325468.0,975320.0,-1
2022/07/08-11:30,-16374600,17342008.0,967408.0,-1
2022/07/08-13:35,-16331680,17358488.0,1026808.0,-1
2022/07/08-13:40,-16379904,17375000.0,995096.0,-1
2022/07/08-13:45,-16368612,17391484.0,1022872.0,-1
2022/07/08-13:50,-16381120,17407964.0,1026844.0,-1
2022/07/08-13:55,-16397600,17424444.0,1026844.0,-1
2022/07/08-14:00,-16390176,17440900.0,1050724.0,-1
2022/07/08-14:05,-16398656,17457348.0,1058692.0,-1
2022/07/08-14:10,-16423088,17473804.0,1050716.0,-1
2022/07/08-14:15,-16435548,17490256.0,1054708.0,-1
2022/07/08-14:20,-16463008,17473760.0,1010752.0,1
2022/07/08-14:25,-16455024,17473760.0,1018736.0,0
2022/07/08-14:30,-16478976,17473760.0,994784.0,0
2022/07/08-14:35,-16518896,17473760.0,954864.0,0
2022/07/08-14:40,-16526880,17473760.0,946880.0,0
2022/07/08-14:45,-16498936,17473760.0,974824.0,0
2022/07/08-14:50,-16506920,17473760.0,966840.0,0
2022/07/08-14:55,-16506920,17473760.0,966840.0,0
2022/07/08-15:00,-16506920,17473760.0,966840.0,0
2022/07/11-21:05,-16550832,17473760.0,922928.0,0
2022/07/11-21:10,-16638656,17473760.0,835104.0,0
2022/07/11-21:15,-16654624,17473760.0,819136.0,0
2022/07/11-21:20,-16650632,17473760.0,823128.0,0
2022/07/11-21:25,-16646640,17473760.0,827120.0,0
2022/07/11-21:30,-16623360,17490400.0,867040.0,-1
2022/07/11-21:35,-16648000,17507048.0,859048.0,-1
2022/07/11-21:40,-16616600,17523648.0,907048.0,-1
2022/07/11-21:45,-16641216,17540256.0,899040.0,-1
2022/07/11-21:50,-16653812,17556860.0,903048.0,-1
2022/07/11-21:55,-16646320,17573440.0,927120.0,-1
2022/07/11-22:00,-16646820,17590004.0,943184.0,-1
2022/07/11-22:05,-16675456,17606580.0,931124.0,-1
2022/07/11-22:10,-16643696,17623108.0,979412.0,-1
2022/07/11-22:15,-16652160,17639628.0,987468.0,-1
2022/07/11-22:20,-16656572,17656136.0,999564.0,-1
2022/07/11-22:25,-16673080,17672644.0,999564.0,-1
2022/07/11-22:30,-16580400,17689044.0,1108644.0,-1
2022/07/11-22:35,-16604896,17705452.0,1100556.0,-1
2022/07/11-22:40,-16580784,17721820.0,1141036.0,-1
2022/07/11-22:45,-16621488,17738212.0,1116724.0,-1
2022/07/11-22:50,-16637880,17754604.0,1116724.0,-1
2022/07/11-22:55,-16552672,17770896.0,1218224.0,-1
2022/07/11-23:00,-16398108,17787020.0,1388912.0,-1
2022/07/11-09:05,-16308360,17803040.0,1494680.0,-1
2022/07/11-09:10,-16263240,17819000.0,1555760.0,-1
2022/07/11-09:15,-16295520,17834976.0,1539456.0,-1
2022/07/11-09:20,-16262488,17850904.0,1588416.0,-1
2022/07/11-09:25,-16286592,17866840.0,1580248.0,-1
2022/07/11-09:30,-16282068,17882756.0,1600688.0,-1
2022/07/11-09:35,-16277504,17898652.0,1621148.0,-1
2022/07/11-09:40,-16272900,17914528.0,1641628.0,-1
2022/07/11-09:45,-16370856,17930484.0,1559628.0,-1
2022/07/11-09:50,-16399136,17946452.0,1547316.0,-1
2022/07/11-09:55,-16378096,17962384.0,1584288.0,-1
2022/07/11-10:00,-16361100,17978284.0,1617184.0,-1
2022/07/11-10:05,-16435664,17962296.0,1526632.0,1
2022/07/11-10:10,-16431552,17962296.0,1530744.0,0
2022/07/11-10:15,-16443888,17962296.0,1518408.0,0
2022/07/11-10:35,-16435664,17962296.0,1526632.0,0
2022/07/11-10:40,-16415104,17962296.0,1547192.0,0
2022/07/11-10:45,-16410992,17962296.0,1551304.0,0
2022/07/11-10:50,-16418724,17978252.0,1559528.0,-1
2022/07/11-10:55,-16409960,17994184.0,1584224.0,-1
2022/07/11-11:00,-16401148,18010092.0,1608944.0,-1
2022/07/11-11:05,-16408800,18025992.0,1617192.0,-1
2022/07/11-11:10,-16424700,18041892.0,1617192.0,-1
2022/07/11-11:15,-16436464,18057788.0,1621324.0,-1
2022/07/11-11:20,-16435800,18073668.0,1637868.0,-1
2022/07/11-11:25,-16443392,18089540.0,1646148.0,-1
2022/07/11-11:30,-16438524,18105392.0,1666868.0,-1
2022/07/11-13:35,-16446072,18121236.0,1675164.0,-1
2022/07/11-13:40,-16461916,18137080.0,1675164.0,-1
2022/07/11-13:45,-16423680,18152872.0,1729192.0,-1
2022/07/11-13:50,-16443636,18168668.0,1725032.0,-1
2022/07/11-13:55,-16417752,18184424.0,1766672.0,-1
2022/07/11-14:00,-16404304,18200152.0,1795848.0,-1
2022/07/11-14:05,-16478496,18215936.0,1737440.0,-1
2022/07/11-14:10,-16498460,18231724.0,1733264.0,-1
2022/07/11-14:15,-16514248,18247512.0,1733264.0,-1
2022/07/11-14:20,-16548620,18231676.0,1683056.0,1
2022/07/11-14:25,-16556980,18231676.0,1674696.0,0
2022/07/11-14:30,-16674020,18231676.0,1557656.0,0
2022/07/11-14:35,-16682380,18231676.0,1549296.0,0
2022/07/11-14:40,-16669840,18231676.0,1561836.0,0
2022/07/11-14:45,-16669840,18231676.0,1561836.0,0
2022/07/11-14:50,-16657300,18231676.0,1574376.0,0
2022/07/11-14:55,-16674020,18231676.0,1557656.0,0
2022/07/11-15:00,-16703280,18231676.0,1528396.0,0
2022/07/12-21:05,-16752736,18247692.0,1494956.0,-1
2022/07/12-21:10,-16782024,18247692.0,1465668.0,0
2022/07/12-21:15,-16735248,18263676.0,1528428.0,-1
2022/07/12-21:20,-16755424,18279664.0,1524240.0,-1
2022/07/12-21:25,-16737844,18295620.0,1557776.0,-1
2022/07/12-21:30,-16766400,18311588.0,1545188.0,-1
2022/07/12-21:35,-16773960,18327548.0,1553588.0,-1
2022/07/12-21:40,-16747840,18343468.0,1595628.0,-1
2022/07/12-21:45,-16742700,18359368.0,1616668.0,-1
2022/07/12-21:50,-16729088,18375240.0,1646152.0,-1
2022/07/12-21:55,-16766060,18391132.0,1625072.0,-1
2022/07/12-22:00,-16792328,18375200.0,1582872.0,1
2022/07/12-22:05,-16766060,18391092.0,1625032.0,-1
2022/07/12-22:10,-16792328,18375160.0,1582832.0,1
2022/07/12-22:15,-16766060,18391052.0,1624992.0,-1
2022/07/12-22:20,-16773504,18406936.0,1633432.0,-1
2022/07/12-22:25,-16806300,18422836.0,1616536.0,-1
2022/07/12-22:30,-16784112,18438700.0,1654588.0,-1
2022/07/12-22:35,-16812684,18454576.0,1641892.0,-1
2022/07/12-22:40,-16826432,18438672.0,1612240.0,1
2022/07/12-22:45,-16809504,18438672.0,1629168.0,0
2022/07/12-22:50,-16805272,18438672.0,1633400.0,0
2022/07/12-22:55,-16826432,18438672.0,1612240.0,0
2022/07/12-23:00,-16834896,18438672.0,1603776.0,0
2022/07/12-09:05,-16791504,18454528.0,1663024.0,-1
2022/07/12-09:10,-16813736,18438636.0,1624900.0,1
2022/07/12-09:15,-16774560,18454476.0,1679916.0,-1
2022/07/12-09:20,-16748000,18470276.0,1722276.0,-1
2022/07/12-09:25,-16725604,18486040.0,1760436.0,-1
2022/07/12-09:30,-16707384,18501772.0,1794388.0,-1
2022/07/12-09:35,-16812408,18517588.0,1705180.0,-1
2022/07/12-09:40,-16822080,18501748.0,1679668.0,1
2022/07/12-09:45,-16860312,18501748.0,1641436.0,0
2022/07/12-09:50,-16843320,18501748.0,1658428.0,0
2022/07/12-09:55,-16860312,18501748.0,1641436.0,0
2022/07/12-10:00,-16881552,18501748.0,1620196.0,0
2022/07/12-10:05,-16851816,18501748.0,1649932.0,0
2022/07/12-10:10,-16795400,18517548.0,1722148.0,-1
2022/07/12-10:15,-16802688,18533340.0,1730652.0,-1
2022/07/12-10:35,-16822740,18549136.0,1726396.0,-1
2022/07/12-10:40,-16795896,18564892.0,1768996.0,-1
2022/07/12-10:45,-16815920,18580652.0,1764732.0,-1
2022/07/12-10:50,-16801776,18596384.0,1794608.0,-1
2022/07/12-10:55,-16813232,18612112.0,1798880.0,-1
2022/07/12-11:00,-16841800,18627852.0,1786052.0,-1
2022/07/12-11:05,-16878960,18643612.0,1764652.0,-1
2022/07/12-11:10,-16906000,18627812.0,1721812.0,1
2022/07/12-11:15,-16910280,18627812.0,1717532.0,0
2022/07/12-11:20,-16914560,18627812.0,1713252.0,0
2022/07/12-11:25,-16870392,18643564.0,1773172.0,-1
2022/07/12-11:30,-16868992,18659300.0,1790308.0,-1
2022/07/12-13:35,-16867560,18675020.0,1807460.0,-1
2022/07/12-13:40,-16874688,18690732.0,1816044.0,-1
2022/07/12-13:45,-16903300,18706456.0,1803156.0,-1
2022/07/12-13:50,-16832944,18722100.0,1889156.0,-1
2022/07/12-13:55,-16874436,18737768.0,1863332.0,-1
2022/07/12-14:00,-16864232,18753412.0,1889180.0,-1
2022/07/12-14:05,-16901456,18769076.0,1867620.0,-1
2022/07/12-14:10,-16904160,18784728.0,1880568.0,-1
2022/07/12-14:15,-16911164,18800372.0,1889208.0,-1
2022/07/12-14:20,-16896512,18815988.0,1919476.0,-1
2022/07/12-14:25,-16929456,18831620.0,1902164.0,-1
2022/07/12-14:30,-16932080,18847240.0,1915160.0,-1
2022/07/12-14:35,-16926000,18862840.0,1936840.0,-1
2022/07/12-14:40,-16906848,18878408.0,1971560.0,-1
2022/07/12-14:45,-16909372,18893964.0,1984592.0,-1
2022/07/12-14:50,-16911872,18909508.0,1997636.0,-1
2022/07/12-14:55,-16862076,18924992.0,2062916.0,-1
2022/07/12-15:00,-16833960,18940436.0,2106476.0,-1
2022/07/13-21:05,-16722848,18955764.0,2232916.0,-1
2022/07/13-21:10,-16690128,18971048.0,2280920.0,-1
2022/07/13-21:15,-16784108,18986404.0,2202296.0,-1
2022/07/13-21:20,-16746952,19001712.0,2254760.0,-1
2022/07/13-21:25,-16797300,19017052.0,2219752.0,-1
2022/07/13-21:30,-16830176,19032408.0,2202232.0,-1
2022/07/13-21:35,-16867472,19047784.0,2180312.0,-1
2022/07/13-21:40,-16917856,19032348.0,2114492.0,1
2022/07/13-21:45,-16887168,19032348.0,2145180.0,0
2022/07/13-21:50,-16832368,19047692.0,2215324.0,-1
2022/07/13-21:55,-16860888,19063048.0,2202160.0,-1
2022/07/13-22:00,-16854264,19078384.0,2224120.0,-1
2022/07/13-22:05,-16882800,19093732.0,2210932.0,-1
2022/07/13-22:10,-16889340,19109072.0,2219732.0,-1
2022/07/13-22:15,-16913496,19124420.0,2210924.0,-1
2022/07/13-22:20,-16928844,19139768.0,2210924.0,-1
2022/07/13-22:25,-16926720,19124408.0,2197688.0,1
2022/07/13-22:30,-16917904,19124408.0,2206504.0,0
2022/07/13-22:35,-16900272,19124408.0,2224136.0,0
2022/07/13-22:40,-16922312,19124408.0,2202096.0,0
2022/07/13-22:45,-16897960,19139728.0,2241768.0,-1
2022/07/13-22:50,-16816128,19154960.0,2338832.0,-1
2022/07/13-22:55,-16924180,19170276.0,2246096.0,-1
2022/07/13-23:00,-16921800,19185576.0,2263776.0,-1
2022/07/13-09:05,-16994900,19170196.0,2175296.0,1
2022/07/13-09:10,-16994900,19170196.0,2175296.0,0
2022/07/13-09:15,-17008160,19170196.0,2162036.0,0
2022/07/13-09:20,-17056780,19170196.0,2113416.0,0
2022/07/13-09:25,-17065620,19170196.0,2104576.0,0
2022/07/13-09:30,-17052360,19170196.0,2117836.0,0
2022/07/13-09:35,-17027976,19185592.0,2157616.0,-1
2022/07/13-09:40,-17072216,19185592.0,2113376.0,0
2022/07/13-09:45,-17052228,19200996.0,2148768.0,-1
2022/07/13-09:50,-17074368,19200996.0,2126628.0,0
2022/07/13-09:55,-17076496,19216408.0,2139912.0,-1
2022/07/13-10:00,-17098656,19216408.0,2117752.0,0
2022/07/13-10:05,-17094224,19216408.0,2122184.0,0
2022/07/13-10:10,-17080928,19216408.0,2135480.0,0
2022/07/13-10:15,-17120816,19216408.0,2095592.0,0
2022/07/13-10:35,-17129680,19216408.0,2086728.0,0
2022/07/13-10:40,-17100780,19231828.0,2131048.0,-1
2022/07/13-10:45,-17125080,19247256.0,2122176.0,-1
2022/07/13-10:50,-17118524,19231820.0,2113296.0,1
2022/07/13-10:55,-17085120,19247212.0,2162092.0,-1
2022/07/13-11:00,-17064960,19262572.0,2197612.0,-1
2022/07/13-11:05,-17080320,19277932.0,2197612.0,-1
2022/07/13-11:10,-17064516,19293264.0,2228748.0,-1
2022/07/13-11:15,-17053112,19308572.0,2255460.0,-1
2022/07/13-11:20,-17072880,19323884.0,2251004.0,-1
2022/07/13-11:25,-17074800,19339184.0,2264384.0,-1
2022/07/13-11:30,-17081164,19354476.0,2273312.0,-1
2022/07/13-13:35,-17127760,19369796.0,2242036.0,-1
2022/07/13-13:40,-17161588,19354432.0,2192844.0,1
2022/07/13-13:45,-17157120,19354432.0,2197312.0,0
2022/07/13-13:50,-17091984,19369720.0,2277736.0,-1
2022/07/13-13:55,-17053560,19384960.0,2331400.0,-1
2022/07/13-14:00,-17006080,19400144.0,2394064.0,-1
2022/07/13-14:05,-17052652,19415356.0,2362704.0,-1
2022/07/13-14:10,-17063376,19430564.0,2367188.0,-1
2022/07/13-14:15,-17069600,19445764.0,2376164.0,-1
2022/07/13-14:20,-17089296,19460968.0,2371672.0,-1
2022/07/13-14:25,-17127000,19476192.0,2349192.0,-1
2022/07/13-14:30,-17255648,19460840.0,2205192.0,1
2022/07/13-14:35,-17233168,19460840.0,2227672.0,0
2022/07/13-14:40,-17287120,19460840.0,2173720.0,0
2022/07/13-14:45,-17264640,19460840.0,2196200.0,0
2022/07/13-14:50,-17305104,19460840.0,2155736.0,0
2022/07/13-14:55,-17305104,19460840.0,2155736.0,0
2022/07/13-15:00,-17273632,19460840.0,2187208.0,0
2022/07/14-21:05,-17253000,19476176.0,2223176.0,-1
2022/07/14-21:10,-17250320,19491496.0,2241176.0,-1
2022/07/14-21:15,-17189004,19506748.0,2317744.0,-1
2022/07/14-21:20,-17213280,19522008.0,2308728.0,-1
2022/07/14-21:25,-17169832,19537216.0,2367384.0,-1
2022/07/14-21:30,-17148880,19552392.0,2403512.0,-1
2022/07/14-21:35,-17150484,19567556.0,2417072.0,-1
2022/07/14-21:40,-17179232,19582732.0,2403500.0,-1
2022/07/14-21:45,-17248792,19597956.0,2349164.0,-1
2022/07/14-21:50,-17245872,19613164.0,2367292.0,-1
2022/07/14-21:55,-17279240,19628388.0,2349148.0,-1
2022/07/14-22:00,-17289920,19643608.0,2353688.0,-1
2022/07/14-22:05,-17268756,19658796.0,2390040.0,-1
2022/07/14-22:10,-17252080,19673956.0,2421876.0,-1
2022/07/14-22:15,-17244460,19689096.0,2444636.0,-1
2022/07/14-22:20,-17227680,19704208.0,2476528.0,-1
2022/07/14-22:25,-17219972,19719300.0,2499328.0,-1
2022/07/14-22:30,-17175680,19734340.0,2558660.0,-1
2022/07/14-22:35,-17334072,19719148.0,2385076.0,1
2022/07/14-22:40,-17303584,19734300.0,2430716.0,-1
2022/07/14-22:45,-17273016,19749412.0,2476396.0,-1
2022/07/14-22:50,-17362968,19734208.0,2371240.0,1
2022/07/14-22:55,-17362968,19734208.0,2371240.0,0
2022/07/14-23:00,-17440624,19734208.0,2293584.0,0
2022/07/14-09:05,-17408648,19734208.0,2325560.0,0
2022/07/14-09:10,-17369028,19749404.0,2380376.0,-1
2022/07/14-09:15,-17329312,19764552.0,2435240.0,-1
2022/07/14-09:20,-17371940,19779724.0,2407784.0,-1
2022/07/14-09:25,-17425408,19764492.0,2339084.0,1
2022/07/14-09:30,-17411680,19764492.0,2352812.0,0
2022/07/14-09:35,-17407104,19764492.0,2357388.0,0
2022/07/14-09:40,-17394840,19779684.0,2384844.0,-1
2022/07/14-09:45,-17407104,19764468.0,2357364.0,1
2022/07/14-09:50,-17439136,19764468.0,2325332.0,0
2022/07/14-09:55,-17385680,19779652.0,2393972.0,-1
2022/07/14-10:00,-17396280,19794832.0,2398552.0,-1
2022/07/14-10:05,-17417740,19779620.0,2361880.0,1
2022/07/14-10:10,-17454380,19779620.0,2325240.0,0
2022/07/14-10:15,-17422320,19779620.0,2357300.0,0
2022/07/14-10:35,-17428368,19794828.0,2366460.0,-1
2022/07/14-10:40,-17495600,19779548.0,2283948.0,1
2022/07/14-10:45,-17532240,19779548.0,2247308.0,0
2022/07/14-10:50,-17492544,19794812.0,2302268.0,-1
2022/07/14-10:55,-17471104,19810044.0,2338940.0,-1
2022/07/14-11:00,-17497128,19794776.0,2297648.0,1
2022/07/14-11:05,-17506296,19794776.0,2288480.0,0
2022/07/14-11:10,-17510880,19794776.0,2283896.0,0
2022/07/14-11:15,-17515464,19794776.0,2279312.0,0
2022/07/14-11:20,-17475692,19810012.0,2334320.0,-1
2022/07/14-11:25,-17520048,19794724.0,2274676.0,1
2022/07/14-11:30,-17524632,19794724.0,2270092.0,0
2022/07/14-13:35,-17443576,19809932.0,2366356.0,-1
2022/07/14-13:40,-17435824,19825120.0,2389296.0,-1
2022/07/14-13:45,-17414244,19840276.0,2426032.0,-1
2022/07/14-13:50,-17401800,19855408.0,2453608.0,-1
2022/07/14-13:55,-17430744,19870552.0,2439808.0,-1
2022/07/14-14:00,-17395200,19885652.0,2490452.0,-1
2022/07/14-14:05,-17456420,19900792.0,2444372.0,-1
2022/07/14-14:10,-17448480,19915912.0,2467432.0,-1
2022/07/14-14:15,-17426640,19931000.0,2504360.0,-1
2022/07/14-14:20,-17460224,19946104.0,2485880.0,-1
2022/07/14-14:25,-17433676,19961172.0,2527496.0,-1
2022/07/14-14:30,-17420952,19976216.0,2555264.0,-1
2022/07/14-14:35,-17445268,19991268.0,2546000.0,-1
2022/07/14-14:40,-17441760,20006304.0,2564544.0,-1
2022/07/14-14:45,-17507880,20021384.0,2513504.0,-1
2022/07/14-14:50,-17504368,20036448.0,2532080.0,-1
2022/07/14-14:55,-17486868,20051484.0,2564616.0,-1
2022/07/14-15:00,-17413440,20066444.0,2653004.0,-1
2022/07/15-21:05,-17195400,20081204.0,2885804.0,-1
2022/07/15-21:10,-17140200,20095904.0,2955704.0,-1
2022/07/15-21:15,-17168904,20110616.0,2941712.0,-1
2022/07/15-21:20,-17150912,20125300.0,2974388.0,-1
2022/07/15-21:25,-17062724,20139896.0,3077172.0,-1
2022/07/15-21:30,-17100720,20154512.0,3053792.0,-1
2022/07/15-21:35,-17091916,20169108.0,3077192.0,-1
2022/07/15-21:40,-17008064,20183620.0,3175556.0,-1
2022/07/15-21:45,-16999116,20198112.0,3198996.0,-1
2022/07/15-21:50,-17051176,20212636.0,3161460.0,-1
2022/07/15-21:55,-17136200,20227220.0,3091020.0,-1
2022/07/15-22:00,-17080224,20241744.0,3161520.0,-1
2022/07/15-22:05,-17047668,20256228.0,3208560.0,-1
2022/07/15-22:10,-17095136,20270740.0,3175604.0,-1
2022/07/15-22:15,-17109648,20285252.0,3175604.0,-1
2022/07/15-22:20,-17194088,20270656.0,3076568.0,1
2022/07/15-22:25,-17147376,20285200.0,3137824.0,-1
2022/07/15-22:30,-17176080,20299756.0,3123676.0,-1
2022/07/15-22:35,-17039468,20314184.0,3274716.0,-1
2022/07/15-22:40,-17068080,20328624.0,3260544.0,-1
2022/07/15-22:45,-17082520,20343064.0,3260544.0,-1
2022/07/15-22:50,-17139584,20357540.0,3217956.0,-1
2022/07/15-22:55,-17173020,20372032.0,3199012.0,-1
2022/07/15-23:00,-17140072,20386484.0,3246412.0,-1
2022/07/15-09:05,-17225160,20371948.0,3146788.0,1
2022/07/15-09:10,-17206200,20371948.0,3165748.0,0
2022/07/15-09:15,-17168536,20386424.0,3217888.0,-1
2022/07/15-09:20,-17135532,20400860.0,3265328.0,-1
2022/07/15-09:25,-17178480,20415320.0,3236840.0,-1
2022/07/15-09:30,-17154892,20429748.0,3274856.0,-1
2022/07/15-09:35,-17197880,20444200.0,3246320.0,-1
2022/07/15-09:40,-17193276,20458636.0,3265360.0,-1
2022/07/15-09:45,-17183872,20473052.0,3289180.0,-1
2022/07/15-09:50,-17164884,20487440.0,3322556.0,-1
2022/07/15-09:55,-17231808,20501872.0,3270064.0,-1
2022/07/15-10:00,-17250780,20487412.0,3236632.0,1
2022/07/15-10:05,-17241236,20487412.0,3246176.0,0
2022/07/15-10:10,-17317588,20487412.0,3169824.0,0
2022/07/15-10:15,-17250912,20501860.0,3250948.0,-1
2022/07/15-10:35,-17250780,20487400.0,3236620.0,1
