,zig,p_pos,v_pos,peak,valley,,,
0,1,0,-1,4647,,,,
1,0,1,-1,4647,,,,
2,0,2,-1,4647,,,,
3,0,3,-1,4647,,,,
4,0,4,-1,4647,,,,
5,0,5,-1,4647,,,,
6,0,6,-1,4647,,,,
7,0,7,-1,4647,,,,
8,-1,8,0,4647,4631,-8,8,up
9,0,9,1,4647,4631,-8,8,up
10,0,10,2,4647,4631,-8,8,up
11,0,11,3,4647,4631,-8,8,up
12,0,12,4,4647,4631,-8,8,up
13,0,13,5,4647,4631,-8,8,up
14,0,14,6,4647,4631,-8,8,up
15,0,15,7,4647,4631,-8,8,up
16,0,16,8,4647,4631,-8,8,up
17,0,17,9,4647,4631,-8,8,up
18,0,18,10,4647,4631,-8,8,up
19,0,19,11,4647,4631,-8,8,up
20,0,20,12,4647,4631,-8,8,up
21,0,21,13,4647,4631,-8,8,up
22,0,22,14,4647,4631,-8,8,up
23,0,23,15,4647,4631,-8,8,up
24,0,24,16,4647,4631,-8,8,up
25,0,25,17,4647,4631,-8,8,up
26,0,26,18,4647,4631,-8,8,up
27,0,27,19,4647,4631,-8,8,up
28,0,28,20,4647,4631,-8,8,up
29,0,29,21,4647,4631,-8,8,up
30,0,30,22,4647,4631,-8,8,up
31,0,31,23,4647,4631,-8,8,up
32,0,32,24,4647,4631,-8,8,up
33,0,33,25,4647,4631,-8,8,up
34,0,34,26,4647,4631,-8,8,up
35,0,35,27,4647,4631,-8,8,up
36,0,36,28,4647,4631,-8,8,up
37,0,37,29,4647,4631,-8,8,up
38,0,38,30,4647,4631,-8,8,up
39,0,39,31,4647,4631,-8,8,up
40,0,40,32,4647,4631,-8,8,up
41,0,41,33,4647,4631,-8,8,up
42,0,42,34,4647,4631,-8,8,up
43,0,43,35,4647,4631,-8,8,up
44,0,44,36,4647,4631,-8,8,up
45,1,0,37,4710,4631,37,-37,dw
46,0,1,38,4710,4631,37,-37,dw
47,0,2,39,4710,4631,37,-37,dw
48,0,3,40,4710,4631,37,-37,dw
49,0,4,41,4710,4631,37,-37,dw
50,0,5,42,4710,4631,37,-37,dw
51,-1,6,0,4710,4680,-6,6,up
52,0,7,1,4710,4680,-6,6,up
53,0,8,2,4710,4680,-6,6,up
54,1,0,3,4716,4680,3,-3,dw
55,-1,1,0,4716,4685,-1,1,up
56,0,2,1,4716,4685,-1,1,up
57,0,3,2,4716,4685,-1,1,up
58,0,4,3,4716,4685,-1,1,up
59,0,5,4,4716,4685,-1,1,up
60,0,6,5,4716,4685,-1,1,up
61,0,7,6,4716,4685,-1,1,up
62,0,8,7,4716,4685,-1,1,up
63,0,9,8,4716,4685,-1,1,up
64,0,10,9,4716,4685,-1,1,up
65,0,11,10,4716,4685,-1,1,up
66,0,12,11,4716,4685,-1,1,up
67,0,13,12,4716,4685,-1,1,up
68,0,14,13,4716,4685,-1,1,up
69,0,15,14,4716,4685,-1,1,up
70,0,16,15,4716,4685,-1,1,up
71,0,17,16,4716,4685,-1,1,up
72,0,18,17,4716,4685,-1,1,up
73,0,19,18,4716,4685,-1,1,up
74,0,20,19,4716,4685,-1,1,up
75,0,21,20,4716,4685,-1,1,up
76,0,22,21,4716,4685,-1,1,up
77,0,23,22,4716,4685,-1,1,up
78,0,24,23,4716,4685,-1,1,up
79,1,0,24,4754,4685,24,-24,dw
80,0,1,25,4754,4685,24,-24,dw
81,0,2,26,4754,4685,24,-24,dw
82,0,3,27,4754,4685,24,-24,dw
83,0,4,28,4754,4685,24,-24,dw
84,0,5,29,4754,4685,24,-24,dw
85,0,6,30,4754,4685,24,-24,dw
86,0,7,31,4754,4685,24,-24,dw
87,0,8,32,4754,4685,24,-24,dw
88,0,9,33,4754,4685,24,-24,dw
89,0,10,34,4754,4685,24,-24,dw
90,0,11,35,4754,4685,24,-24,dw
91,0,12,36,4754,4685,24,-24,dw
92,0,13,37,4754,4685,24,-24,dw
93,0,14,38,4754,4685,24,-24,dw
94,0,15,39,4754,4685,24,-24,dw
95,0,16,40,4754,4685,24,-24,dw
96,0,17,41,4754,4685,24,-24,dw
97,0,18,42,4754,4685,24,-24,dw
98,0,19,43,4754,4685,24,-24,dw
99,0,20,44,4754,4685,24,-24,dw
100,0,21,45,4754,4685,24,-24,dw
101,0,22,46,4754,4685,24,-24,dw
102,0,23,47,4754,4685,24,-24,dw
103,0,24,48,4754,4685,24,-24,dw
104,0,25,49,4754,4685,24,-24,dw
105,0,26,50,4754,4685,24,-24,dw
106,0,27,51,4754,4685,24,-24,dw
107,0,28,52,4754,4685,24,-24,dw
108,0,29,53,4754,4685,24,-24,dw
109,0,30,54,4754,4685,24,-24,dw
110,0,31,55,4754,4685,24,-24,dw
111,0,32,56,4754,4685,24,-24,dw
112,0,33,57,4754,4685,24,-24,dw
113,0,34,58,4754,4685,24,-24,dw
114,0,35,59,4754,4685,24,-24,dw
115,0,36,60,4754,4685,24,-24,dw
116,0,37,61,4754,4685,24,-24,dw
117,0,38,62,4754,4685,24,-24,dw
118,0,39,63,4754,4685,24,-24,dw
119,0,40,64,4754,4685,24,-24,dw
120,0,41,65,4754,4685,24,-24,dw
121,0,42,66,4754,4685,24,-24,dw
122,0,43,67,4754,4685,24,-24,dw
123,0,44,68,4754,4685,24,-24,dw
124,0,45,69,4754,4685,24,-24,dw
125,-1,46,0,4754,4695,-46,46,up
126,0,47,1,4754,4695,-46,46,up
127,0,48,2,4754,4695,-46,46,up
128,0,49,3,4754,4695,-46,46,up
129,0,50,4,4754,4695,-46,46,up
130,0,51,5,4754,4695,-46,46,up
131,0,52,6,4754,4695,-46,46,up
132,0,53,7,4754,4695,-46,46,up
133,0,54,8,4754,4695,-46,46,up
134,0,55,9,4754,4695,-46,46,up
135,0,56,10,4754,4695,-46,46,up
136,0,57,11,4754,4695,-46,46,up
137,0,58,12,4754,4695,-46,46,up
138,0,59,13,4754,4695,-46,46,up
139,0,60,14,4754,4695,-46,46,up
140,0,61,15,4754,4695,-46,46,up
141,0,62,16,4754,4695,-46,46,up
142,0,63,17,4754,4695,-46,46,up
143,0,64,18,4754,4695,-46,46,up
144,0,65,19,4754,4695,-46,46,up
145,0,66,20,4754,4695,-46,46,up
146,0,67,21,4754,4695,-46,46,up
147,0,68,22,4754,4695,-46,46,up
148,0,69,23,4754,4695,-46,46,up
149,1,0,24,4727,4695,24,-24,dw
150,0,1,25,4727,4695,24,-24,dw
151,0,2,26,4727,4695,24,-24,dw
152,0,3,27,4727,4695,24,-24,dw
153,0,4,28,4727,4695,24,-24,dw
154,0,5,29,4727,4695,24,-24,dw
155,0,6,30,4727,4695,24,-24,dw
156,0,7,31,4727,4695,24,-24,dw
157,0,8,32,4727,4695,24,-24,dw
158,0,9,33,4727,4695,24,-24,dw
159,0,10,34,4727,4695,24,-24,dw
160,0,11,35,4727,4695,24,-24,dw
161,0,12,36,4727,4695,24,-24,dw
162,0,13,37,4727,4695,24,-24,dw
163,0,14,38,4727,4695,24,-24,dw
164,0,15,39,4727,4695,24,-24,dw
165,0,16,40,4727,4695,24,-24,dw
166,0,17,41,4727,4695,24,-24,dw
167,0,18,42,4727,4695,24,-24,dw
168,0,19,43,4727,4695,24,-24,dw
169,0,20,44,4727,4695,24,-24,dw
170,0,21,45,4727,4695,24,-24,dw
171,0,22,46,4727,4695,24,-24,dw
172,-1,23,0,4727,4672,-23,23,up
173,0,24,1,4727,4672,-23,23,up
174,0,25,2,4727,4672,-23,23,up
175,0,26,3,4727,4672,-23,23,up
176,0,27,4,4727,4672,-23,23,up
177,0,28,5,4727,4672,-23,23,up
178,0,29,6,4727,4672,-23,23,up
179,0,30,7,4727,4672,-23,23,up
180,0,31,8,4727,4672,-23,23,up
181,0,32,9,4727,4672,-23,23,up
182,0,33,10,4727,4672,-23,23,up
183,0,34,11,4727,4672,-23,23,up
184,0,35,12,4727,4672,-23,23,up
185,0,36,13,4727,4672,-23,23,up
186,0,37,14,4727,4672,-23,23,up
187,0,38,15,4727,4672,-23,23,up
188,0,39,16,4727,4672,-23,23,up
189,0,40,17,4727,4672,-23,23,up
190,1,0,18,4727,4672,18,-18,dw
191,0,1,19,4727,4672,18,-18,dw
192,0,2,20,4727,4672,18,-18,dw
193,0,3,21,4727,4672,18,-18,dw
194,0,4,22,4727,4672,18,-18,dw
195,0,5,23,4727,4672,18,-18,dw
196,0,6,24,4727,4672,18,-18,dw
197,0,7,25,4727,4672,18,-18,dw
198,-1,8,0,4727,4672,-8,8,up
199,0,9,1,4727,4672,-8,8,up
200,0,10,2,4727,4672,-8,8,up
201,0,11,3,4727,4672,-8,8,up
202,0,12,4,4727,4672,-8,8,up
203,0,13,5,4727,4672,-8,8,up
204,0,14,6,4727,4672,-8,8,up
205,0,15,7,4727,4672,-8,8,up
206,0,16,8,4727,4672,-8,8,up
207,0,17,9,4727,4672,-8,8,up
208,1,0,10,4756,4672,10,-10,dw
209,0,1,11,4756,4672,10,-10,dw
210,0,2,12,4756,4672,10,-10,dw
211,0,3,13,4756,4672,10,-10,dw
212,0,4,14,4756,4672,10,-10,dw
213,0,5,15,4756,4672,10,-10,dw
214,0,6,16,4756,4672,10,-10,dw
215,0,7,17,4756,4672,10,-10,dw
216,0,8,18,4756,4672,10,-10,dw
217,0,9,19,4756,4672,10,-10,dw
218,0,10,20,4756,4672,10,-10,dw
219,0,11,21,4756,4672,10,-10,dw
220,0,12,22,4756,4672,10,-10,dw
221,0,13,23,4756,4672,10,-10,dw
222,0,14,24,4756,4672,10,-10,dw
223,0,15,25,4756,4672,10,-10,dw
224,0,16,26,4756,4672,10,-10,dw
225,0,17,27,4756,4672,10,-10,dw
226,0,18,28,4756,4672,10,-10,dw
227,0,19,29,4756,4672,10,-10,dw
228,0,20,30,4756,4672,10,-10,dw
229,0,21,31,4756,4672,10,-10,dw
230,0,22,32,4756,4672,10,-10,dw
231,0,23,33,4756,4672,10,-10,dw
232,0,24,34,4756,4672,10,-10,dw
233,0,25,35,4756,4672,10,-10,dw
234,0,26,36,4756,4672,10,-10,dw
235,0,27,37,4756,4672,10,-10,dw
236,0,28,38,4756,4672,10,-10,dw
237,0,29,39,4756,4672,10,-10,dw
238,-1,30,0,4756,4672,-30,30,up
239,0,31,1,4756,4672,-30,30,up
240,0,32,2,4756,4672,-30,30,up
241,0,33,3,4756,4672,-30,30,up
242,0,34,4,4756,4672,-30,30,up
243,0,35,5,4756,4672,-30,30,up
244,0,36,6,4756,4672,-30,30,up
245,0,37,7,4756,4672,-30,30,up
246,1,0,8,4756,4672,8,-8,dw
247,0,1,9,4756,4672,8,-8,dw
248,0,2,10,4756,4672,8,-8,dw
249,0,3,11,4756,4672,8,-8,dw
250,0,4,12,4756,4672,8,-8,dw
251,0,5,13,4756,4672,8,-8,dw
252,0,6,14,4756,4672,8,-8,dw
253,0,7,15,4756,4672,8,-8,dw
254,0,8,16,4756,4672,8,-8,dw
255,0,9,17,4756,4672,8,-8,dw
256,0,10,18,4756,4672,8,-8,dw
257,0,11,19,4756,4672,8,-8,dw
258,0,12,20,4756,4672,8,-8,dw
259,0,13,21,4756,4672,8,-8,dw
260,0,14,22,4756,4672,8,-8,dw
261,0,15,23,4756,4672,8,-8,dw
262,0,16,24,4756,4672,8,-8,dw
263,0,17,25,4756,4672,8,-8,dw
264,-1,18,0,4756,4605,-18,18,up
265,0,19,1,4756,4605,-18,18,up
266,0,20,2,4756,4605,-18,18,up
267,0,21,3,4756,4605,-18,18,up
268,0,22,4,4756,4605,-18,18,up
269,0,23,5,4756,4605,-18,18,up
270,0,24,6,4756,4605,-18,18,up
271,0,25,7,4756,4605,-18,18,up
272,0,26,8,4756,4605,-18,18,up
273,0,27,9,4756,4605,-18,18,up
274,0,28,10,4756,4605,-18,18,up
275,0,29,11,4756,4605,-18,18,up
276,0,30,12,4756,4605,-18,18,up
277,0,31,13,4756,4605,-18,18,up
278,0,32,14,4756,4605,-18,18,up
279,0,33,15,4756,4605,-18,18,up
280,0,34,16,4756,4605,-18,18,up
281,0,35,17,4756,4605,-18,18,up
282,0,36,18,4756,4605,-18,18,up
283,0,37,19,4756,4605,-18,18,up
284,0,38,20,4756,4605,-18,18,up
285,0,39,21,4756,4605,-18,18,up
286,0,40,22,4756,4605,-18,18,up
287,0,41,23,4756,4605,-18,18,up
288,0,42,24,4756,4605,-18,18,up
289,0,43,25,4756,4605,-18,18,up
290,0,44,26,4756,4605,-18,18,up
291,0,45,27,4756,4605,-18,18,up
292,1,0,28,4669,4605,28,-28,dw
293,0,1,29,4669,4605,28,-28,dw
294,0,2,30,4669,4605,28,-28,dw
295,0,3,31,4669,4605,28,-28,dw
296,0,4,32,4669,4605,28,-28,dw
297,0,5,33,4669,4605,28,-28,dw
298,0,6,34,4669,4605,28,-28,dw
299,0,7,35,4669,4605,28,-28,dw
300,0,8,36,4669,4605,28,-28,dw
301,0,9,37,4669,4605,28,-28,dw
302,0,10,38,4669,4605,28,-28,dw
303,0,11,39,4669,4605,28,-28,dw
304,0,12,40,4669,4605,28,-28,dw
305,0,13,41,4669,4605,28,-28,dw
306,0,14,42,4669,4605,28,-28,dw
307,0,15,43,4669,4605,28,-28,dw
308,0,16,44,4669,4605,28,-28,dw
309,0,17,45,4669,4605,28,-28,dw
310,0,18,46,4669,4605,28,-28,dw
311,0,19,47,4669,4605,28,-28,dw
312,0,20,48,4669,4605,28,-28,dw
313,0,21,49,4669,4605,28,-28,dw
314,0,22,50,4669,4605,28,-28,dw
315,0,23,51,4669,4605,28,-28,dw
316,0,24,52,4669,4605,28,-28,dw
317,0,25,53,4669,4605,28,-28,dw
318,0,26,54,4669,4605,28,-28,dw
319,0,27,55,4669,4605,28,-28,dw
320,0,28,56,4669,4605,28,-28,dw
321,0,29,57,4669,4605,28,-28,dw
322,0,30,58,4669,4605,28,-28,dw
323,0,31,59,4669,4605,28,-28,dw
324,0,32,60,4669,4605,28,-28,dw
325,0,33,61,4669,4605,28,-28,dw
326,0,34,62,4669,4605,28,-28,dw
327,0,35,63,4669,4605,28,-28,dw
328,0,36,64,4669,4605,28,-28,dw
329,0,37,65,4669,4605,28,-28,dw
330,0,38,66,4669,4605,28,-28,dw
331,0,39,67,4669,4605,28,-28,dw
332,0,40,68,4669,4605,28,-28,dw
333,-1,41,0,4669,4569,-41,41,up
334,0,42,1,4669,4569,-41,41,up
335,0,43,2,4669,4569,-41,41,up
336,0,44,3,4669,4569,-41,41,up
337,0,45,4,4669,4569,-41,41,up
338,0,46,5,4669,4569,-41,41,up
339,0,47,6,4669,4569,-41,41,up
340,0,48,7,4669,4569,-41,41,up
341,0,49,8,4669,4569,-41,41,up
342,0,50,9,4669,4569,-41,41,up
343,0,51,10,4669,4569,-41,41,up
344,0,52,11,4669,4569,-41,41,up
345,0,53,12,4669,4569,-41,41,up
346,0,54,13,4669,4569,-41,41,up
347,1,0,14,4609,4569,14,-14,dw
348,0,1,15,4609,4569,14,-14,dw
349,0,2,16,4609,4569,14,-14,dw
350,0,3,17,4609,4569,14,-14,dw
351,0,4,18,4609,4569,14,-14,dw
352,0,5,19,4609,4569,14,-14,dw
353,0,6,20,4609,4569,14,-14,dw
354,0,7,21,4609,4569,14,-14,dw
355,0,8,22,4609,4569,14,-14,dw
356,0,9,23,4609,4569,14,-14,dw
357,0,10,24,4609,4569,14,-14,dw
358,-1,11,0,4609,4545,-11,11,up
359,0,12,1,4609,4545,-11,11,up
360,0,13,2,4609,4545,-11,11,up
361,0,14,3,4609,4545,-11,11,up
362,0,15,4,4609,4545,-11,11,up
363,0,16,5,4609,4545,-11,11,up
364,0,17,6,4609,4545,-11,11,up
365,0,18,7,4609,4545,-11,11,up
366,0,19,8,4609,4545,-11,11,up
367,0,20,9,4609,4545,-11,11,up
368,0,21,10,4609,4545,-11,11,up
369,0,22,11,4609,4545,-11,11,up
370,0,23,12,4609,4545,-11,11,up
371,0,24,13,4609,4545,-11,11,up
372,0,25,14,4609,4545,-11,11,up
373,0,26,15,4609,4545,-11,11,up
374,0,27,16,4609,4545,-11,11,up
375,0,28,17,4609,4545,-11,11,up
376,0,29,18,4609,4545,-11,11,up
377,0,30,19,4609,4545,-11,11,up
378,0,31,20,4609,4545,-11,11,up
379,0,32,21,4609,4545,-11,11,up
380,0,33,22,4609,4545,-11,11,up
381,0,34,23,4609,4545,-11,11,up
382,0,35,24,4609,4545,-11,11,up
383,0,36,25,4609,4545,-11,11,up
384,0,37,26,4609,4545,-11,11,up
385,0,38,27,4609,4545,-11,11,up
386,0,39,28,4609,4545,-11,11,up
387,0,40,29,4609,4545,-11,11,up
388,0,41,30,4609,4545,-11,11,up
389,0,42,31,4609,4545,-11,11,up
390,0,43,32,4609,4545,-11,11,up
391,0,44,33,4609,4545,-11,11,up
392,1,0,34,4604,4545,34,-34,dw
393,0,1,35,4604,4545,34,-34,dw
394,0,2,36,4604,4545,34,-34,dw
395,0,3,37,4604,4545,34,-34,dw
396,0,4,38,4604,4545,34,-34,dw
397,0,5,39,4604,4545,34,-34,dw
398,0,6,40,4604,4545,34,-34,dw
399,0,7,41,4604,4545,34,-34,dw
400,0,8,42,4604,4545,34,-34,dw
401,0,9,43,4604,4545,34,-34,dw
402,0,10,44,4604,4545,34,-34,dw
403,0,11,45,4604,4545,34,-34,dw
404,0,12,46,4604,4545,34,-34,dw
405,0,13,47,4604,4545,34,-34,dw
406,0,14,48,4604,4545,34,-34,dw
407,0,15,49,4604,4545,34,-34,dw
408,0,16,50,4604,4545,34,-34,dw
409,0,17,51,4604,4545,34,-34,dw
410,0,18,52,4604,4545,34,-34,dw
411,0,19,53,4604,4545,34,-34,dw
412,0,20,54,4604,4545,34,-34,dw
413,0,21,55,4604,4545,34,-34,dw
414,0,22,56,4604,4545,34,-34,dw
415,0,23,57,4604,4545,34,-34,dw
416,-1,24,0,4604,4513,-24,24,up
417,0,25,1,4604,4513,-24,24,up
418,0,26,2,4604,4513,-24,24,up
419,0,27,3,4604,4513,-24,24,up
420,0,28,4,4604,4513,-24,24,up
421,0,29,5,4604,4513,-24,24,up
422,0,30,6,4604,4513,-24,24,up
423,0,31,7,4604,4513,-24,24,up
424,0,32,8,4604,4513,-24,24,up
425,0,33,9,4604,4513,-24,24,up
426,0,34,10,4604,4513,-24,24,up
427,0,35,11,4604,4513,-24,24,up
428,0,36,12,4604,4513,-24,24,up
429,0,37,13,4604,4513,-24,24,up
430,0,38,14,4604,4513,-24,24,up
431,0,39,15,4604,4513,-24,24,up
432,0,40,16,4604,4513,-24,24,up
433,0,41,17,4604,4513,-24,24,up
434,0,42,18,4604,4513,-24,24,up
435,0,43,19,4604,4513,-24,24,up
436,0,44,20,4604,4513,-24,24,up
437,0,45,21,4604,4513,-24,24,up
438,0,46,22,4604,4513,-24,24,up
439,0,47,23,4604,4513,-24,24,up
440,0,48,24,4604,4513,-24,24,up
441,0,49,25,4604,4513,-24,24,up
442,0,50,26,4604,4513,-24,24,up
443,1,0,27,4557,4513,27,-27,dw
444,0,1,28,4557,4513,27,-27,dw
445,0,2,29,4557,4513,27,-27,dw
446,0,3,30,4557,4513,27,-27,dw
447,0,4,31,4557,4513,27,-27,dw
448,0,5,32,4557,4513,27,-27,dw
449,0,6,33,4557,4513,27,-27,dw
450,0,7,34,4557,4513,27,-27,dw
451,0,8,35,4557,4513,27,-27,dw
452,0,9,36,4557,4513,27,-27,dw
453,0,10,37,4557,4513,27,-27,dw
454,0,11,38,4557,4513,27,-27,dw
455,0,12,39,4557,4513,27,-27,dw
456,0,13,40,4557,4513,27,-27,dw
457,0,14,41,4557,4513,27,-27,dw
458,0,15,42,4557,4513,27,-27,dw
459,0,16,43,4557,4513,27,-27,dw
460,0,17,44,4557,4513,27,-27,dw
461,0,18,45,4557,4513,27,-27,dw
462,0,19,46,4557,4513,27,-27,dw
463,0,20,47,4557,4513,27,-27,dw
464,0,21,48,4557,4513,27,-27,dw
465,0,22,49,4557,4513,27,-27,dw
466,0,23,50,4557,4513,27,-27,dw
467,0,24,51,4557,4513,27,-27,dw
468,0,25,52,4557,4513,27,-27,dw
469,0,26,53,4557,4513,27,-27,dw
470,0,27,54,4557,4513,27,-27,dw
471,0,28,55,4557,4513,27,-27,dw
472,0,29,56,4557,4513,27,-27,dw
473,0,30,57,4557,4513,27,-27,dw
474,0,31,58,4557,4513,27,-27,dw
475,0,32,59,4557,4513,27,-27,dw
476,0,33,60,4557,4513,27,-27,dw
477,0,34,61,4557,4513,27,-27,dw
478,0,35,62,4557,4513,27,-27,dw
479,0,36,63,4557,4513,27,-27,dw
480,0,37,64,4557,4513,27,-27,dw
481,0,38,65,4557,4513,27,-27,dw
482,0,39,66,4557,4513,27,-27,dw
483,0,40,67,4557,4513,27,-27,dw
484,0,41,68,4557,4513,27,-27,dw
485,0,42,69,4557,4513,27,-27,dw
486,0,43,70,4557,4513,27,-27,dw
487,0,44,71,4557,4513,27,-27,dw
488,0,45,72,4557,4513,27,-27,dw
489,0,46,73,4557,4513,27,-27,dw
490,0,47,74,4557,4513,27,-27,dw
491,0,48,75,4557,4513,27,-27,dw
492,0,49,76,4557,4513,27,-27,dw
493,0,50,77,4557,4513,27,-27,dw
494,0,51,78,4557,4513,27,-27,dw
495,0,52,79,4557,4513,27,-27,dw
496,0,53,80,4557,4513,27,-27,dw
497,0,54,81,4557,4513,27,-27,dw
498,-1,55,0,4557,4331,-55,55,up
499,0,56,1,4557,4331,-55,55,up
500,0,57,2,4557,4331,-55,55,up
501,0,58,3,4557,4331,-55,55,up
502,0,59,4,4557,4331,-55,55,up
503,0,60,5,4557,4331,-55,55,up
504,0,61,6,4557,4331,-55,55,up
505,0,62,7,4557,4331,-55,55,up
506,0,63,8,4557,4331,-55,55,up
507,0,64,9,4557,4331,-55,55,up
508,0,65,10,4557,4331,-55,55,up
509,0,66,11,4557,4331,-55,55,up
510,0,67,12,4557,4331,-55,55,up
511,0,68,13,4557,4331,-55,55,up
512,0,69,14,4557,4331,-55,55,up
513,0,70,15,4557,4331,-55,55,up
514,0,71,16,4557,4331,-55,55,up
515,0,72,17,4557,4331,-55,55,up
516,0,73,18,4557,4331,-55,55,up
517,0,74,19,4557,4331,-55,55,up
518,1,0,20,4396,4331,20,-20,dw
519,0,1,21,4396,4331,20,-20,dw
520,0,2,22,4396,4331,20,-20,dw
521,0,3,23,4396,4331,20,-20,dw
522,0,4,24,4396,4331,20,-20,dw
523,0,5,25,4396,4331,20,-20,dw
524,0,6,26,4396,4331,20,-20,dw
525,0,7,27,4396,4331,20,-20,dw
526,0,8,28,4396,4331,20,-20,dw
527,0,9,29,4396,4331,20,-20,dw
528,0,10,30,4396,4331,20,-20,dw
529,0,11,31,4396,4331,20,-20,dw
530,0,12,32,4396,4331,20,-20,dw
531,0,13,33,4396,4331,20,-20,dw
532,0,14,34,4396,4331,20,-20,dw
533,0,15,35,4396,4331,20,-20,dw
534,0,16,36,4396,4331,20,-20,dw
535,0,17,37,4396,4331,20,-20,dw
536,0,18,38,4396,4331,20,-20,dw
537,0,19,39,4396,4331,20,-20,dw
538,0,20,40,4396,4331,20,-20,dw
539,-1,21,0,4396,4339,-21,21,up
540,0,22,1,4396,4339,-21,21,up
541,0,23,2,4396,4339,-21,21,up
542,1,0,3,4369,4339,3,-3,dw
543,0,1,4,4369,4339,3,-3,dw
544,0,2,5,4369,4339,3,-3,dw
545,0,3,6,4369,4339,3,-3,dw
546,0,4,7,4369,4339,3,-3,dw
547,0,5,8,4369,4339,3,-3,dw
548,0,6,9,4369,4339,3,-3,dw
549,0,7,10,4369,4339,3,-3,dw
550,0,8,11,4369,4339,3,-3,dw
551,0,9,12,4369,4339,3,-3,dw
552,0,10,13,4369,4339,3,-3,dw
553,0,11,14,4369,4339,3,-3,dw
554,0,12,15,4369,4339,3,-3,dw
555,0,13,16,4369,4339,3,-3,dw
556,0,14,17,4369,4339,3,-3,dw
557,0,15,18,4369,4339,3,-3,dw
558,0,16,19,4369,4339,3,-3,dw
559,-1,17,0,4369,4292,-17,17,up
560,0,18,1,4369,4292,-17,17,up
561,0,19,2,4369,4292,-17,17,up
562,0,20,3,4369,4292,-17,17,up
563,1,0,4,4320,4292,4,-4,dw
564,0,1,5,4320,4292,4,-4,dw
565,0,2,6,4320,4292,4,-4,dw
566,0,3,7,4320,4292,4,-4,dw
567,0,4,8,4320,4292,4,-4,dw
568,0,5,9,4320,4292,4,-4,dw
569,0,6,10,4320,4292,4,-4,dw
570,0,7,11,4320,4292,4,-4,dw
571,0,8,12,4320,4292,4,-4,dw
572,0,9,13,4320,4292,4,-4,dw
573,0,10,14,4320,4292,4,-4,dw
574,0,11,15,4320,4292,4,-4,dw
575,0,12,16,4320,4292,4,-4,dw
576,0,13,17,4320,4292,4,-4,dw
577,0,14,18,4320,4292,4,-4,dw
578,0,15,19,4320,4292,4,-4,dw
579,0,16,20,4320,4292,4,-4,dw
580,0,17,21,4320,4292,4,-4,dw
581,0,18,22,4320,4292,4,-4,dw
582,0,19,23,4320,4292,4,-4,dw
583,0,20,24,4320,4292,4,-4,dw
584,0,21,25,4320,4292,4,-4,dw
585,0,22,26,4320,4292,4,-4,dw
586,0,23,27,4320,4292,4,-4,dw
587,0,24,28,4320,4292,4,-4,dw
588,0,25,29,4320,4292,4,-4,dw
589,0,26,30,4320,4292,4,-4,dw
590,0,27,31,4320,4292,4,-4,dw
591,0,28,32,4320,4292,4,-4,dw
592,0,29,33,4320,4292,4,-4,dw
593,0,30,34,4320,4292,4,-4,dw
594,0,31,35,4320,4292,4,-4,dw
595,-1,32,0,4320,4045,-32,32,up
596,0,33,1,4320,4045,-32,32,up
597,0,34,2,4320,4045,-32,32,up
598,0,35,3,4320,4045,-32,32,up
599,1,0,4,4320,4045,4,-4,dw
600,0,1,5,4320,4045,4,-4,dw
601,0,2,6,4320,4045,4,-4,dw
602,0,3,7,4320,4045,4,-4,dw
603,-1,4,0,4320,4045,-4,4,up
604,0,5,1,4320,4045,-4,4,up
605,0,6,2,4320,4045,-4,4,up
606,0,7,3,4320,4045,-4,4,up
607,0,8,4,4320,4045,-4,4,up
608,0,9,5,4320,4045,-4,4,up
609,0,10,6,4320,4045,-4,4,up
610,0,11,7,4320,4045,-4,4,up
611,0,12,8,4320,4045,-4,4,up
612,1,0,9,4145,4045,9,-9,dw
613,0,1,10,4145,4045,9,-9,dw
614,0,2,11,4145,4045,9,-9,dw
615,0,3,12,4145,4045,9,-9,dw
616,0,4,13,4145,4045,9,-9,dw
617,0,5,14,4145,4045,9,-9,dw
618,0,6,15,4145,4045,9,-9,dw
619,0,7,16,4145,4045,9,-9,dw
620,-1,8,0,4145,4067,-8,8,up
621,0,9,1,4145,4067,-8,8,up
622,0,10,2,4145,4067,-8,8,up
623,0,11,3,4145,4067,-8,8,up
624,0,12,4,4145,4067,-8,8,up
625,1,0,5,4121,4067,5,-5,dw
626,-1,1,0,4121,4094,-1,1,up
627,0,2,1,4121,4094,-1,1,up
628,0,3,2,4121,4094,-1,1,up
629,1,0,3,4122,4094,3,-3,dw
630,0,1,4,4122,4094,3,-3,dw
631,0,2,5,4122,4094,3,-3,dw
632,0,3,6,4122,4094,3,-3,dw
633,0,4,7,4122,4094,3,-3,dw
634,0,5,8,4122,4094,3,-3,dw
635,0,6,9,4122,4094,3,-3,dw
636,0,7,10,4122,4094,3,-3,dw
637,0,8,11,4122,4094,3,-3,dw
638,0,9,12,4122,4094,3,-3,dw
639,0,10,13,4122,4094,3,-3,dw
640,-1,11,0,4122,4068,-11,11,up
641,0,12,1,4122,4068,-11,11,up
642,0,13,2,4122,4068,-11,11,up
643,0,14,3,4122,4068,-11,11,up
644,0,15,4,4122,4068,-11,11,up
645,0,16,5,4122,4068,-11,11,up
646,0,17,6,4122,4068,-11,11,up
647,0,18,7,4122,4068,-11,11,up
648,0,19,8,4122,4068,-11,11,up
