,zig,p_pos,v_pos,peak,valley,,,
3867,0,20,7,3844,3820,-13,13,up
3868,0,21,8,3844,3820,-13,13,up
3869,0,22,9,3844,3820,-13,13,up
3870,0,23,10,3844,3820,-13,13,up
3871,0,24,11,3844,3820,-13,13,up
3872,0,25,12,3844,3820,-13,13,up
3873,0,26,13,3844,3820,-13,13,up
3874,0,27,14,3844,3820,-13,13,up
3875,0,28,15,3844,3820,-13,13,up
3876,0,29,16,3844,3820,-13,13,up
3877,0,30,17,3844,3820,-13,13,up
3878,0,31,18,3844,3820,-13,13,up
3879,0,32,19,3844,3820,-13,13,up
3880,0,33,20,3844,3820,-13,13,up
3881,0,34,21,3844,3820,-13,13,up
3882,0,35,22,3844,3820,-13,13,up
3883,1,0,23,3881,3820,23,-23,dw
3884,0,1,24,3881,3820,23,-23,dw
3885,0,2,25,3881,3820,23,-23,dw
3886,0,3,26,3881,3820,23,-23,dw
3887,0,4,27,3881,3820,23,-23,dw
3888,0,5,28,3881,3820,23,-23,dw
3889,0,6,29,3881,3820,23,-23,dw
3890,0,7,30,3881,3820,23,-23,dw
3891,0,8,31,3881,3820,23,-23,dw
3892,0,9,32,3881,3820,23,-23,dw
3893,0,10,33,3881,3820,23,-23,dw
3894,0,11,34,3881,3820,23,-23,dw
3895,0,12,35,3881,3820,23,-23,dw
3896,0,13,36,3881,3820,23,-23,dw
3897,0,14,37,3881,3820,23,-23,dw
3898,-1,15,0,3881,3848,-15,15,up
3899,0,16,1,3881,3848,-15,15,up
3900,0,17,2,3881,3848,-15,15,up
3901,0,18,3,3881,3848,-15,15,up
3902,0,19,4,3881,3848,-15,15,up
3903,0,20,5,3881,3848,-15,15,up
3904,0,21,6,3881,3848,-15,15,up
3905,0,22,7,3881,3848,-15,15,up
3906,0,23,8,3881,3848,-15,15,up
3907,0,24,9,3881,3848,-15,15,up
3908,0,25,10,3881,3848,-15,15,up
3909,0,26,11,3881,3848,-15,15,up
3910,0,27,12,3881,3848,-15,15,up
3911,0,28,13,3881,3848,-15,15,up
3912,0,29,14,3881,3848,-15,15,up
3913,0,30,15,3881,3848,-15,15,up
3914,0,31,16,3881,3848,-15,15,up
3915,1,0,17,3880,3848,17,-17,dw
3916,0,1,18,3880,3848,17,-17,dw
3917,0,2,19,3880,3848,17,-17,dw
3918,0,3,20,3880,3848,17,-17,dw
3919,0,4,21,3880,3848,17,-17,dw
3920,0,5,22,3880,3848,17,-17,dw
3921,-1,6,0,3880,3833,-6,6,up
3922,0,7,1,3880,3833,-6,6,up
3923,1,0,2,3860,3833,2,-2,dw
3924,0,1,3,3860,3833,2,-2,dw
3925,0,2,4,3860,3833,2,-2,dw
3926,0,3,5,3860,3833,2,-2,dw
3927,0,4,6,3860,3833,2,-2,dw
3928,0,5,7,3860,3833,2,-2,dw
3929,0,6,8,3860,3833,2,-2,dw
3930,0,7,9,3860,3833,2,-2,dw
3931,0,8,10,3860,3833,2,-2,dw
3932,0,9,11,3860,3833,2,-2,dw
3933,0,10,12,3860,3833,2,-2,dw
3934,0,11,13,3860,3833,2,-2,dw
3935,0,12,14,3860,3833,2,-2,dw
3936,0,13,15,3860,3833,2,-2,dw
3937,-1,14,0,3860,3815,-14,14,up
3938,0,15,1,3860,3815,-14,14,up
3939,0,16,2,3860,3815,-14,14,up
3940,0,17,3,3860,3815,-14,14,up
3941,0,18,4,3860,3815,-14,14,up
3942,0,19,5,3860,3815,-14,14,up
3943,0,20,6,3860,3815,-14,14,up
3944,0,21,7,3860,3815,-14,14,up
3945,0,22,8,3860,3815,-14,14,up
3946,0,23,9,3860,3815,-14,14,up
3947,0,24,10,3860,3815,-14,14,up
3948,0,25,11,3860,3815,-14,14,up
3949,0,26,12,3860,3815,-14,14,up
3950,1,0,13,3860,3815,13,-13,dw
3951,0,1,14,3860,3815,13,-13,dw
3952,0,2,15,3860,3815,13,-13,dw
3953,0,3,16,3860,3815,13,-13,dw
3954,0,4,17,3860,3815,13,-13,dw
3955,0,5,18,3860,3815,13,-13,dw
3956,0,6,19,3860,3815,13,-13,dw
3957,0,7,20,3860,3815,13,-13,dw
3958,0,8,21,3860,3815,13,-13,dw
3959,-1,9,0,3860,3815,-9,9,up
3960,0,10,1,3860,3815,-9,9,up
3961,0,11,2,3860,3815,-9,9,up
3962,0,12,3,3860,3815,-9,9,up
3963,0,13,4,3860,3815,-9,9,up
3964,0,14,5,3860,3815,-9,9,up
3965,0,15,6,3860,3815,-9,9,up
3966,0,16,7,3860,3815,-9,9,up
3967,0,17,8,3860,3815,-9,9,up
3968,0,18,9,3860,3815,-9,9,up
3969,0,19,10,3860,3815,-9,9,up
3970,0,20,11,3860,3815,-9,9,up
3971,0,21,12,3860,3815,-9,9,up
3972,0,22,13,3860,3815,-9,9,up
3973,0,23,14,3860,3815,-9,9,up
3974,0,24,15,3860,3815,-9,9,up
3975,0,25,16,3860,3815,-9,9,up
3976,0,26,17,3860,3815,-9,9,up
3977,0,27,18,3860,3815,-9,9,up
3978,0,28,19,3860,3815,-9,9,up
3979,0,29,20,3860,3815,-9,9,up
3980,0,30,21,3860,3815,-9,9,up
3981,1,0,22,3872,3815,22,-22,dw
3982,0,1,23,3872,3815,22,-22,dw
3983,0,2,24,3872,3815,22,-22,dw
3984,0,3,25,3872,3815,22,-22,dw
3985,-1,4,0,3872,3843,-4,4,up
3986,0,5,1,3872,3843,-4,4,up
3987,0,6,2,3872,3843,-4,4,up
3988,0,7,3,3872,3843,-4,4,up
3989,0,8,4,3872,3843,-4,4,up
3990,0,9,5,3872,3843,-4,4,up
3991,0,10,6,3872,3843,-4,4,up
3992,0,11,7,3872,3843,-4,4,up
3993,0,12,8,3872,3843,-4,4,up
3994,0,13,9,3872,3843,-4,4,up
3995,0,14,10,3872,3843,-4,4,up
3996,0,15,11,3872,3843,-4,4,up
3997,0,16,12,3872,3843,-4,4,up
3998,0,17,13,3872,3843,-4,4,up
3999,0,18,14,3872,3843,-4,4,up
4000,0,19,15,3872,3843,-4,4,up
4001,0,20,16,3872,3843,-4,4,up
4002,0,21,17,3872,3843,-4,4,up
4003,0,22,18,3872,3843,-4,4,up
4004,0,23,19,3872,3843,-4,4,up
4005,0,24,20,3872,3843,-4,4,up
4006,0,25,21,3872,3843,-4,4,up
4007,1,0,22,3912,3843,22,-22,dw
4008,0,1,23,3912,3843,22,-22,dw
4009,0,2,24,3912,3843,22,-22,dw
4010,0,3,25,3912,3843,22,-22,dw
4011,0,4,26,3912,3843,22,-22,dw
4012,0,5,27,3912,3843,22,-22,dw
4013,0,6,28,3912,3843,22,-22,dw
4014,0,7,29,3912,3843,22,-22,dw
4015,0,8,30,3912,3843,22,-22,dw
4016,0,9,31,3912,3843,22,-22,dw
4017,0,10,32,3912,3843,22,-22,dw
4018,0,11,33,3912,3843,22,-22,dw
4019,0,12,34,3912,3843,22,-22,dw
4020,0,13,35,3912,3843,22,-22,dw
4021,0,14,36,3912,3843,22,-22,dw
4022,0,15,37,3912,3843,22,-22,dw
4023,0,16,38,3912,3843,22,-22,dw
4024,0,17,39,3912,3843,22,-22,dw
4025,0,18,40,3912,3843,22,-22,dw
4026,0,19,41,3912,3843,22,-22,dw
4027,0,20,42,3912,3843,22,-22,dw
4028,0,21,43,3912,3843,22,-22,dw
4029,0,22,44,3912,3843,22,-22,dw
4030,0,23,45,3912,3843,22,-22,dw
4031,0,24,46,3912,3843,22,-22,dw
4032,0,25,47,3912,3843,22,-22,dw
4033,0,26,48,3912,3843,22,-22,dw
4034,0,27,49,3912,3843,22,-22,dw
4035,0,28,50,3912,3843,22,-22,dw
4036,-1,29,0,3912,3781,-29,29,up
4037,0,30,1,3912,3781,-29,29,up
4038,0,31,2,3912,3781,-29,29,up
4039,0,32,3,3912,3781,-29,29,up
4040,0,33,4,3912,3781,-29,29,up
4041,1,0,5,3811,3781,5,-5,dw
4042,0,1,6,3811,3781,5,-5,dw
4043,0,2,7,3811,3781,5,-5,dw
4044,0,3,8,3811,3781,5,-5,dw
4045,0,4,9,3811,3781,5,-5,dw
4046,0,5,10,3811,3781,5,-5,dw
4047,0,6,11,3811,3781,5,-5,dw
4048,0,7,12,3811,3781,5,-5,dw
4049,0,8,13,3811,3781,5,-5,dw
4050,0,9,14,3811,3781,5,-5,dw
4051,0,10,15,3811,3781,5,-5,dw
4052,0,11,16,3811,3781,5,-5,dw
4053,0,12,17,3811,3781,5,-5,dw
4054,0,13,18,3811,3781,5,-5,dw
4055,0,14,19,3811,3781,5,-5,dw
4056,0,15,20,3811,3781,5,-5,dw
4057,0,16,21,3811,3781,5,-5,dw
4058,0,17,22,3811,3781,5,-5,dw
4059,0,18,23,3811,3781,5,-5,dw
4060,0,19,24,3811,3781,5,-5,dw
4061,0,20,25,3811,3781,5,-5,dw
4062,0,21,26,3811,3781,5,-5,dw
4063,0,22,27,3811,3781,5,-5,dw
4064,0,23,28,3811,3781,5,-5,dw
4065,0,24,29,3811,3781,5,-5,dw
4066,0,25,30,3811,3781,5,-5,dw
4067,0,26,31,3811,3781,5,-5,dw
4068,0,27,32,3811,3781,5,-5,dw
4069,0,28,33,3811,3781,5,-5,dw
4070,0,29,34,3811,3781,5,-5,dw
4071,0,30,35,3811,3781,5,-5,dw
4072,0,31,36,3811,3781,5,-5,dw
4073,0,32,37,3811,3781,5,-5,dw
4074,-1,33,0,3811,3737,-33,33,up
4075,1,0,1,3761,3737,1,-1,dw
4076,0,1,2,3761,3737,1,-1,dw
4077,0,2,3,3761,3737,1,-1,dw
4078,0,3,4,3761,3737,1,-1,dw
4079,0,4,5,3761,3737,1,-1,dw
4080,-1,5,0,3761,3731,-5,5,up
4081,0,6,1,3761,3731,-5,5,up
4082,0,7,2,3761,3731,-5,5,up
4083,0,8,3,3761,3731,-5,5,up
4084,0,9,4,3761,3731,-5,5,up
4085,0,10,5,3761,3731,-5,5,up
4086,0,11,6,3761,3731,-5,5,up
4087,0,12,7,3761,3731,-5,5,up
4088,0,13,8,3761,3731,-5,5,up
4089,1,0,9,3754,3731,9,-9,dw
4090,0,1,10,3754,3731,9,-9,dw
4091,0,2,11,3754,3731,9,-9,dw
4092,0,3,12,3754,3731,9,-9,dw
4093,0,4,13,3754,3731,9,-9,dw
4094,0,5,14,3754,3731,9,-9,dw
4095,0,6,15,3754,3731,9,-9,dw
4096,0,7,16,3754,3731,9,-9,dw
4097,0,8,17,3754,3731,9,-9,dw
4098,0,9,18,3754,3731,9,-9,dw
4099,0,10,19,3754,3731,9,-9,dw
4100,0,11,20,3754,3731,9,-9,dw
4101,0,12,21,3754,3731,9,-9,dw
4102,0,13,22,3754,3731,9,-9,dw
4103,0,14,23,3754,3731,9,-9,dw
4104,0,15,24,3754,3731,9,-9,dw
4105,0,16,25,3754,3731,9,-9,dw
4106,0,17,26,3754,3731,9,-9,dw
4107,0,18,27,3754,3731,9,-9,dw
4108,-1,19,0,3754,3692,-19,19,up
4109,0,20,1,3754,3692,-19,19,up
4110,0,21,2,3754,3692,-19,19,up
4111,0,22,3,3754,3692,-19,19,up
4112,0,23,4,3754,3692,-19,19,up
4113,0,24,5,3754,3692,-19,19,up
4114,1,0,6,3717,3692,6,-6,dw
4115,0,1,7,3717,3692,6,-6,dw
4116,0,2,8,3717,3692,6,-6,dw
4117,0,3,9,3717,3692,6,-6,dw
4118,0,4,10,3717,3692,6,-6,dw
4119,0,5,11,3717,3692,6,-6,dw
4120,0,6,12,3717,3692,6,-6,dw
4121,0,7,13,3717,3692,6,-6,dw
4122,0,8,14,3717,3692,6,-6,dw
4123,0,9,15,3717,3692,6,-6,dw
4124,0,10,16,3717,3692,6,-6,dw
4125,0,11,17,3717,3692,6,-6,dw
4126,0,12,18,3717,3692,6,-6,dw
4127,0,13,19,3717,3692,6,-6,dw
4128,0,14,20,3717,3692,6,-6,dw
4129,0,15,21,3717,3692,6,-6,dw
4130,0,16,22,3717,3692,6,-6,dw
4131,0,17,23,3717,3692,6,-6,dw
4132,0,18,24,3717,3692,6,-6,dw
4133,0,19,25,3717,3692,6,-6,dw
4134,0,20,26,3717,3692,6,-6,dw
4135,0,21,27,3717,3692,6,-6,dw
4136,0,22,28,3717,3692,6,-6,dw
4137,0,23,29,3717,3692,6,-6,dw
4138,0,24,30,3717,3692,6,-6,dw
4139,-1,25,0,3717,3654,-25,25,up
4140,0,26,1,3717,3654,-25,25,up
4141,0,27,2,3717,3654,-25,25,up
4142,1,0,3,3717,3654,3,-3,dw
4143,0,1,4,3717,3654,3,-3,dw
4144,-1,2,0,3717,3654,-2,2,up
4145,0,3,1,3717,3654,-2,2,up
4146,0,4,2,3717,3654,-2,2,up
4147,0,5,3,3717,3654,-2,2,up
4148,0,6,4,3717,3654,-2,2,up
4149,0,7,5,3717,3654,-2,2,up
4150,0,8,6,3717,3654,-2,2,up
4151,0,9,7,3717,3654,-2,2,up
4152,0,10,8,3717,3654,-2,2,up
4153,0,11,9,3717,3654,-2,2,up
4154,0,12,10,3717,3654,-2,2,up
4155,0,13,11,3717,3654,-2,2,up
4156,0,14,12,3717,3654,-2,2,up
4157,0,15,13,3717,3654,-2,2,up
4158,0,16,14,3717,3654,-2,2,up
4159,0,17,15,3717,3654,-2,2,up
4160,0,18,16,3717,3654,-2,2,up
4161,0,19,17,3717,3654,-2,2,up
4162,0,20,18,3717,3654,-2,2,up
4163,0,21,19,3717,3654,-2,2,up
4164,1,0,20,3698,3654,20,-20,dw
4165,0,1,21,3698,3654,20,-20,dw
4166,0,2,22,3698,3654,20,-20,dw
4167,0,3,23,3698,3654,20,-20,dw
4168,0,4,24,3698,3654,20,-20,dw
4169,0,5,25,3698,3654,20,-20,dw
4170,0,6,26,3698,3654,20,-20,dw
4171,0,7,27,3698,3654,20,-20,dw
4172,0,8,28,3698,3654,20,-20,dw
4173,0,9,29,3698,3654,20,-20,dw
4174,-1,10,0,3698,3668,-10,10,up
4175,0,11,1,3698,3668,-10,10,up
4176,0,12,2,3698,3668,-10,10,up
4177,0,13,3,3698,3668,-10,10,up
4178,0,14,4,3698,3668,-10,10,up
4179,0,15,5,3698,3668,-10,10,up
4180,1,0,6,3696,3668,6,-6,dw
4181,0,1,7,3696,3668,6,-6,dw
4182,0,2,8,3696,3668,6,-6,dw
4183,0,3,9,3696,3668,6,-6,dw
4184,0,4,10,3696,3668,6,-6,dw
4185,0,5,11,3696,3668,6,-6,dw
4186,0,6,12,3696,3668,6,-6,dw
4187,0,7,13,3696,3668,6,-6,dw
4188,0,8,14,3696,3668,6,-6,dw
4189,0,9,15,3696,3668,6,-6,dw
4190,0,10,16,3696,3668,6,-6,dw
4191,0,11,17,3696,3668,6,-6,dw
4192,0,12,18,3696,3668,6,-6,dw
4193,0,13,19,3696,3668,6,-6,dw
4194,0,14,20,3696,3668,6,-6,dw
4195,0,15,21,3696,3668,6,-6,dw
4196,0,16,22,3696,3668,6,-6,dw
4197,0,17,23,3696,3668,6,-6,dw
4198,0,18,24,3696,3668,6,-6,dw
4199,-1,19,0,3696,3658,-19,19,up
4200,0,20,1,3696,3658,-19,19,up
4201,0,21,2,3696,3658,-19,19,up
4202,0,22,3,3696,3658,-19,19,up
4203,0,23,4,3696,3658,-19,19,up
4204,0,24,5,3696,3658,-19,19,up
4205,0,25,6,3696,3658,-19,19,up
4206,0,26,7,3696,3658,-19,19,up
4207,0,27,8,3696,3658,-19,19,up
4208,0,28,9,3696,3658,-19,19,up
4209,0,29,10,3696,3658,-19,19,up
4210,0,30,11,3696,3658,-19,19,up
4211,0,31,12,3696,3658,-19,19,up
4212,0,32,13,3696,3658,-19,19,up
4213,0,33,14,3696,3658,-19,19,up
4214,0,34,15,3696,3658,-19,19,up
4215,0,35,16,3696,3658,-19,19,up
4216,0,36,17,3696,3658,-19,19,up
4217,0,37,18,3696,3658,-19,19,up
4218,0,38,19,3696,3658,-19,19,up
4219,1,0,20,3728,3658,20,-20,dw
4220,0,1,21,3728,3658,20,-20,dw
4221,0,2,22,3728,3658,20,-20,dw
4222,0,3,23,3728,3658,20,-20,dw
4223,0,4,24,3728,3658,20,-20,dw
4224,0,5,25,3728,3658,20,-20,dw
4225,0,6,26,3728,3658,20,-20,dw
4226,0,7,27,3728,3658,20,-20,dw
4227,0,8,28,3728,3658,20,-20,dw
4228,0,9,29,3728,3658,20,-20,dw
4229,0,10,30,3728,3658,20,-20,dw
4230,0,11,31,3728,3658,20,-20,dw
4231,0,12,32,3728,3658,20,-20,dw
4232,0,13,33,3728,3658,20,-20,dw
4233,-1,14,0,3728,3658,-14,14,up
4234,0,15,1,3728,3658,-14,14,up
4235,0,16,2,3728,3658,-14,14,up
4236,1,0,3,3728,3658,3,-3,dw
4237,0,1,4,3728,3658,3,-3,dw
4238,0,2,5,3728,3658,3,-3,dw
4239,0,3,6,3728,3658,3,-3,dw
4240,0,4,7,3728,3658,3,-3,dw
4241,0,5,8,3728,3658,3,-3,dw
4242,0,6,9,3728,3658,3,-3,dw
4243,0,7,10,3728,3658,3,-3,dw
4244,0,8,11,3728,3658,3,-3,dw
4245,0,9,12,3728,3658,3,-3,dw
4246,0,10,13,3728,3658,3,-3,dw
4247,0,11,14,3728,3658,3,-3,dw
4248,0,12,15,3728,3658,3,-3,dw
4249,0,13,16,3728,3658,3,-3,dw
4250,0,14,17,3728,3658,3,-3,dw
4251,0,15,18,3728,3658,3,-3,dw
4252,0,16,19,3728,3658,3,-3,dw
4253,0,17,20,3728,3658,3,-3,dw
4254,0,18,21,3728,3658,3,-3,dw
4255,-1,19,0,3728,3678,-19,19,up
4256,0,20,1,3728,3678,-19,19,up
4257,0,21,2,3728,3678,-19,19,up
4258,0,22,3,3728,3678,-19,19,up
4259,0,23,4,3728,3678,-19,19,up
4260,0,24,5,3728,3678,-19,19,up
4261,0,25,6,3728,3678,-19,19,up
4262,1,0,7,3708,3678,7,-7,dw
4263,0,1,8,3708,3678,7,-7,dw
4264,0,2,9,3708,3678,7,-7,dw
4265,0,3,10,3708,3678,7,-7,dw
4266,0,4,11,3708,3678,7,-7,dw
4267,0,5,12,3708,3678,7,-7,dw
4268,0,6,13,3708,3678,7,-7,dw
4269,0,7,14,3708,3678,7,-7,dw
4270,0,8,15,3708,3678,7,-7,dw
4271,0,9,16,3708,3678,7,-7,dw
4272,0,10,17,3708,3678,7,-7,dw
4273,0,11,18,3708,3678,7,-7,dw
4274,0,12,19,3708,3678,7,-7,dw
4275,0,13,20,3708,3678,7,-7,dw
4276,0,14,21,3708,3678,7,-7,dw
4277,0,15,22,3708,3678,7,-7,dw
4278,0,16,23,3708,3678,7,-7,dw
4279,0,17,24,3708,3678,7,-7,dw
4280,0,18,25,3708,3678,7,-7,dw
4281,0,19,26,3708,3678,7,-7,dw
4282,0,20,27,3708,3678,7,-7,dw
4283,-1,21,0,3708,3622,-21,21,up
4284,0,22,1,3708,3622,-21,21,up
4285,0,23,2,3708,3622,-21,21,up
4286,0,24,3,3708,3622,-21,21,up
4287,0,25,4,3708,3622,-21,21,up
4288,0,26,5,3708,3622,-21,21,up
4289,0,27,6,3708,3622,-21,21,up
4290,0,28,7,3708,3622,-21,21,up
4291,1,0,8,3654,3622,8,-8,dw
4292,0,1,9,3654,3622,8,-8,dw
4293,0,2,10,3654,3622,8,-8,dw
4294,0,3,11,3654,3622,8,-8,dw
4295,0,4,12,3654,3622,8,-8,dw
4296,0,5,13,3654,3622,8,-8,dw
4297,0,6,14,3654,3622,8,-8,dw
4298,0,7,15,3654,3622,8,-8,dw
4299,0,8,16,3654,3622,8,-8,dw
4300,0,9,17,3654,3622,8,-8,dw
4301,0,10,18,3654,3622,8,-8,dw
4302,0,11,19,3654,3622,8,-8,dw
4303,0,12,20,3654,3622,8,-8,dw
4304,0,13,21,3654,3622,8,-8,dw
4305,0,14,22,3654,3622,8,-8,dw
4306,0,15,23,3654,3622,8,-8,dw
4307,0,16,24,3654,3622,8,-8,dw
4308,0,17,25,3654,3622,8,-8,dw
4309,0,18,26,3654,3622,8,-8,dw
4310,0,19,27,3654,3622,8,-8,dw
4311,0,20,28,3654,3622,8,-8,dw
4312,0,21,29,3654,3622,8,-8,dw
4313,0,22,30,3654,3622,8,-8,dw
4314,0,23,31,3654,3622,8,-8,dw
4315,0,24,32,3654,3622,8,-8,dw
4316,0,25,33,3654,3622,8,-8,dw
4317,0,26,34,3654,3622,8,-8,dw
4318,0,27,35,3654,3622,8,-8,dw
4319,0,28,36,3654,3622,8,-8,dw
4320,0,29,37,3654,3622,8,-8,dw
4321,-1,30,0,3654,3582,-30,30,up
4322,0,31,1,3654,3582,-30,30,up
4323,0,32,2,3654,3582,-30,30,up
4324,0,33,3,3654,3582,-30,30,up
4325,0,34,4,3654,3582,-30,30,up
4326,0,35,5,3654,3582,-30,30,up
4327,0,36,6,3654,3582,-30,30,up
4328,0,37,7,3654,3582,-30,30,up
4329,0,38,8,3654,3582,-30,30,up
4330,1,0,9,3638,3582,9,-9,dw
4331,0,1,10,3638,3582,9,-9,dw
4332,0,2,11,3638,3582,9,-9,dw
4333,0,3,12,3638,3582,9,-9,dw
4334,0,4,13,3638,3582,9,-9,dw
4335,0,5,14,3638,3582,9,-9,dw
4336,0,6,15,3638,3582,9,-9,dw
4337,0,7,16,3638,3582,9,-9,dw
4338,0,8,17,3638,3582,9,-9,dw
4339,0,9,18,3638,3582,9,-9,dw
4340,0,10,19,3638,3582,9,-9,dw
4341,0,11,20,3638,3582,9,-9,dw
4342,0,12,21,3638,3582,9,-9,dw
4343,0,13,22,3638,3582,9,-9,dw
4344,0,14,23,3638,3582,9,-9,dw
4345,-1,15,0,3638,3616,-15,15,up
4346,0,16,1,3638,3616,-15,15,up
4347,0,17,2,3638,3616,-15,15,up
4348,0,18,3,3638,3616,-15,15,up
4349,0,19,4,3638,3616,-15,15,up
4350,0,20,5,3638,3616,-15,15,up
4351,0,21,6,3638,3616,-15,15,up
4352,1,0,7,3652,3616,7,-7,dw
4353,0,1,8,3652,3616,7,-7,dw
4354,0,2,9,3652,3616,7,-7,dw
4355,0,3,10,3652,3616,7,-7,dw
4356,0,4,11,3652,3616,7,-7,dw
4357,0,5,12,3652,3616,7,-7,dw
4358,0,6,13,3652,3616,7,-7,dw
4359,0,7,14,3652,3616,7,-7,dw
4360,-1,8,0,3652,3627,-8,8,up
4361,0,9,1,3652,3627,-8,8,up
4362,0,10,2,3652,3627,-8,8,up
4363,0,11,3,3652,3627,-8,8,up
4364,0,12,4,3652,3627,-8,8,up
4365,0,13,5,3652,3627,-8,8,up
4366,0,14,6,3652,3627,-8,8,up
4367,0,15,7,3652,3627,-8,8,up
4368,0,16,8,3652,3627,-8,8,up
4369,0,17,9,3652,3627,-8,8,up
4370,0,18,10,3652,3627,-8,8,up
4371,0,19,11,3652,3627,-8,8,up
4372,0,20,12,3652,3627,-8,8,up
4373,0,21,13,3652,3627,-8,8,up
4374,0,22,14,3652,3627,-8,8,up
4375,1,0,15,3683,3627,15,-15,dw
4376,0,1,16,3683,3627,15,-15,dw
4377,0,2,17,3683,3627,15,-15,dw
4378,0,3,18,3683,3627,15,-15,dw
4379,0,4,19,3683,3627,15,-15,dw
4380,0,5,20,3683,3627,15,-15,dw
4381,0,6,21,3683,3627,15,-15,dw
4382,0,7,22,3683,3627,15,-15,dw
4383,0,8,23,3683,3627,15,-15,dw
4384,-1,9,0,3683,3648,-9,9,up
4385,0,10,1,3683,3648,-9,9,up
4386,0,11,2,3683,3648,-9,9,up
4387,0,12,3,3683,3648,-9,9,up
4388,0,13,4,3683,3648,-9,9,up
4389,0,14,5,3683,3648,-9,9,up
4390,0,15,6,3683,3648,-9,9,up
4391,0,16,7,3683,3648,-9,9,up
4392,0,17,8,3683,3648,-9,9,up
4393,0,18,9,3683,3648,-9,9,up
4394,0,19,10,3683,3648,-9,9,up
4395,0,20,11,3683,3648,-9,9,up
4396,0,21,12,3683,3648,-9,9,up
4397,0,22,13,3683,3648,-9,9,up
4398,0,23,14,3683,3648,-9,9,up
4399,0,24,15,3683,3648,-9,9,up
4400,0,25,16,3683,3648,-9,9,up
4401,0,26,17,3683,3648,-9,9,up
4402,0,27,18,3683,3648,-9,9,up
4403,0,28,19,3683,3648,-9,9,up
4404,0,29,20,3683,3648,-9,9,up
4405,0,30,21,3683,3648,-9,9,up
4406,0,31,22,3683,3648,-9,9,up
4407,0,32,23,3683,3648,-9,9,up
4408,0,33,24,3683,3648,-9,9,up
4409,0,34,25,3683,3648,-9,9,up
4410,0,35,26,3683,3648,-9,9,up
4411,0,36,27,3683,3648,-9,9,up
4412,0,37,28,3683,3648,-9,9,up
4413,0,38,29,3683,3648,-9,9,up
4414,1,0,30,3704,3648,30,-30,dw
4415,0,1,31,3704,3648,30,-30,dw
4416,0,2,32,3704,3648,30,-30,dw
4417,0,3,33,3704,3648,30,-30,dw
4418,0,4,34,3704,3648,30,-30,dw
4419,0,5,35,3704,3648,30,-30,dw
4420,0,6,36,3704,3648,30,-30,dw
4421,0,7,37,3704,3648,30,-30,dw
4422,0,8,38,3704,3648,30,-30,dw
4423,0,9,39,3704,3648,30,-30,dw
4424,0,10,40,3704,3648,30,-30,dw
4425,0,11,41,3704,3648,30,-30,dw
4426,-1,12,0,3704,3678,-12,12,up
4427,0,13,1,3704,3678,-12,12,up
4428,0,14,2,3704,3678,-12,12,up
4429,0,15,3,3704,3678,-12,12,up
4430,0,16,4,3704,3678,-12,12,up
4431,0,17,5,3704,3678,-12,12,up
4432,0,18,6,3704,3678,-12,12,up
4433,0,19,7,3704,3678,-12,12,up
4434,0,20,8,3704,3678,-12,12,up
4435,0,21,9,3704,3678,-12,12,up
4436,0,22,10,3704,3678,-12,12,up
4437,0,23,11,3704,3678,-12,12,up
4438,0,24,12,3704,3678,-12,12,up
4439,0,25,13,3704,3678,-12,12,up
4440,0,26,14,3704,3678,-12,12,up
4441,0,27,15,3704,3678,-12,12,up
4442,0,28,16,3704,3678,-12,12,up
4443,0,29,17,3704,3678,-12,12,up
4444,0,30,18,3704,3678,-12,12,up
4445,1,0,19,3705,3678,19,-19,dw
4446,0,1,20,3705,3678,19,-19,dw
4447,0,2,21,3705,3678,19,-19,dw
4448,0,3,22,3705,3678,19,-19,dw
4449,0,4,23,3705,3678,19,-19,dw
4450,0,5,24,3705,3678,19,-19,dw
4451,0,6,25,3705,3678,19,-19,dw
4452,0,7,26,3705,3678,19,-19,dw
4453,0,8,27,3705,3678,19,-19,dw
4454,0,9,28,3705,3678,19,-19,dw
4455,0,10,29,3705,3678,19,-19,dw
4456,0,11,30,3705,3678,19,-19,dw
4457,0,12,31,3705,3678,19,-19,dw
4458,0,13,32,3705,3678,19,-19,dw
4459,-1,14,0,3705,3677,-14,14,up
4460,0,15,1,3705,3677,-14,14,up
4461,0,16,2,3705,3677,-14,14,up
4462,0,17,3,3705,3677,-14,14,up
4463,0,18,4,3705,3677,-14,14,up
4464,0,19,5,3705,3677,-14,14,up
4465,0,20,6,3705,3677,-14,14,up
4466,0,21,7,3705,3677,-14,14,up
4467,0,22,8,3705,3677,-14,14,up
4468,1,0,9,3705,3677,9,-9,dw
4469,0,1,10,3705,3677,9,-9,dw
4470,0,2,11,3705,3677,9,-9,dw
4471,0,3,12,3705,3677,9,-9,dw
4472,0,4,13,3705,3677,9,-9,dw
4473,0,5,14,3705,3677,9,-9,dw
4474,0,6,15,3705,3677,9,-9,dw
4475,-1,7,0,3705,3677,-7,7,up
4476,0,8,1,3705,3677,-7,7,up
4477,0,9,2,3705,3677,-7,7,up
4478,0,10,3,3705,3677,-7,7,up
4479,0,11,4,3705,3677,-7,7,up
4480,0,12,5,3705,3677,-7,7,up
4481,0,13,6,3705,3677,-7,7,up
4482,0,14,7,3705,3677,-7,7,up
4483,0,15,8,3705,3677,-7,7,up
4484,0,16,9,3705,3677,-7,7,up
