time,pro_loss,orders,price,date
2022/11/04-10:55,72.0,-1,-3536.0,2022/11/04
2022/11/04-11:00,136.0,1,7074.0,2022/11/04
2022/11/04-13:35,136.0,-1,-3571.0,2022/11/04
2022/11/07-21:35,-136.0,1,3572.0,2022/11/07
2022/11/07-09:05,-136.0,-1,-3538.0,2022/11/07
2022/11/08-21:50,-16.0,1,3537.0,2022/11/08
2022/11/08-22:40,-16.0,-1,-3533.0,2022/11/08
2022/11/08-10:00,-36.0,1,3526.0,2022/11/08
2022/11/08-10:10,-36.0,-1,-3517.0,2022/11/08
2022/11/08-10:15,-4.0,1,7046.0,2022/11/08
2022/11/08-10:50,-4.0,-1,-3522.0,2022/11/08
2022/11/08-11:05,-28.0,1,3532.0,2022/11/08
2022/11/08-13:35,-28.0,-1,-3525.0,2022/11/08
2022/11/08-14:05,168.0,1,3529.0,2022/11/08
2022/11/08-15:00,168.0,-1,-3571.0,2022/11/08
2022/11/09-09:50,-32.0,1,3581.0,2022/11/09
2022/11/09-10:00,-32.0,-1,-3573.0,2022/11/09
2022/11/09-10:15,4.0,1,3578.0,2022/11/09
2022/11/09-11:00,4.0,-1,-3579.0,2022/11/09
2022/11/09-11:15,-44.0,1,3591.0,2022/11/09
2022/11/09-13:45,-44.0,-1,-3580.0,2022/11/09
2022/11/09-14:45,-8.0,1,3592.0,2022/11/09
2022/11/09-15:00,-8.0,-1,-3590.0,2022/11/09
2022/11/11-22:25,156.0,1,3579.0,2022/11/11
2022/11/11-09:15,156.0,-1,-3618.0,2022/11/11
2022/11/11-11:05,76.0,1,3623.0,2022/11/11
2022/11/11-14:15,76.0,-1,-3642.0,2022/11/11
2022/11/11-14:30,-40.0,1,3647.0,2022/11/11
2022/11/11-14:35,-40.0,-1,-7274.0,2022/11/11
2022/11/14-14:30,24.0,1,3649.0,2022/11/14
2022/11/15-22:10,24.0,-1,-3655.0,2022/11/15
2022/11/15-22:40,-44.0,1,3658.0,2022/11/15
2022/11/15-09:15,-44.0,-1,-3647.0,2022/11/15
2022/11/15-10:05,-12.0,1,3670.0,2022/11/15
2022/11/15-13:35,-12.0,-1,-3667.0,2022/11/15
2022/11/16-22:00,-8.0,1,3715.0,2022/11/16
2022/11/16-22:50,-8.0,-1,-3713.0,2022/11/16
2022/11/16-23:00,8.0,1,3722.0,2022/11/16
2022/11/16-09:30,8.0,-1,-3724.0,2022/11/16
2022/11/16-09:35,-16.0,1,7450.0,2022/11/16
2022/11/16-09:50,-16.0,-1,-3721.0,2022/11/16
2022/11/16-10:00,-24.0,1,3725.0,2022/11/16
2022/11/16-10:10,-24.0,-1,-3719.0,2022/11/16
2022/11/16-10:35,72.0,1,3727.0,2022/11/16
2022/11/16-13:35,72.0,-1,-3745.0,2022/11/16
2022/11/16-13:40,28.0,1,7496.0,2022/11/16
2022/11/16-14:20,28.0,-1,-3755.0,2022/11/16
2022/11/16-14:35,-44.0,1,3754.0,2022/11/16
2022/11/16-14:50,-44.0,-1,-3743.0,2022/11/16
2022/11/16-14:55,-36.0,1,7502.0,2022/11/16
2022/11/16-15:00,-36.0,-1,-7484.0,2022/11/16
2022/11/17-10:05,-24.0,1,3705.0,2022/11/17
2022/11/17-10:55,-24.0,-1,-3699.0,2022/11/17
2022/11/18-09:30,-52.0,1,3722.0,2022/11/18
2022/11/18-09:35,-52.0,-1,-7418.0,2022/11/18
2022/11/21-22:20,-28.0,1,3689.0,2022/11/21
2022/11/21-23:00,-28.0,-1,-3682.0,2022/11/21
2022/11/21-14:45,76.0,1,3672.0,2022/11/21
2022/11/22-21:40,76.0,-1,-3691.0,2022/11/22
2022/11/22-22:20,-36.0,1,3691.0,2022/11/22
2022/11/22-22:25,-36.0,-1,-7364.0,2022/11/22
2022/11/22-09:05,-32.0,1,3682.0,2022/11/22
2022/11/22-09:20,-32.0,-1,-3674.0,2022/11/22
2022/11/22-09:30,4.0,1,3678.0,2022/11/22
2022/11/22-10:05,4.0,-1,-3679.0,2022/11/22
2022/11/22-10:15,-56.0,1,3681.0,2022/11/22
2022/11/22-10:35,-56.0,-1,-7334.0,2022/11/22
2022/11/22-13:40,-32.0,1,3702.0,2022/11/22
2022/11/22-13:45,-32.0,-1,-7388.0,2022/11/22
2022/11/23-22:20,-12.0,1,3678.0,2022/11/23
2022/11/23-23:00,-12.0,-1,-3675.0,2022/11/23
2022/11/24-21:05,176.0,1,3695.0,2022/11/24
2022/11/24-22:40,176.0,-1,-3739.0,2022/11/24
2022/11/24-09:05,20.0,1,3730.0,2022/11/24
2022/11/24-09:25,20.0,-1,-3735.0,2022/11/24
2022/11/24-10:10,-32.0,1,3728.0,2022/11/24
2022/11/24-11:15,-32.0,-1,-3720.0,2022/11/24
2022/11/25-14:35,112.0,1,3713.0,2022/11/25
2022/11/28-21:20,112.0,-1,-3741.0,2022/11/28
2022/11/28-21:35,-68.0,1,3739.0,2022/11/28
2022/11/28-09:05,-68.0,-1,-3722.0,2022/11/28
2022/11/28-09:55,36.0,1,3727.0,2022/11/28
2022/11/28-13:35,36.0,-1,-3736.0,2022/11/28
2022/11/28-14:20,32.0,1,3734.0,2022/11/28
2022/11/28-14:40,32.0,-1,-3742.0,2022/11/28
2022/11/29-21:05,4.0,1,3772.0,2022/11/29
2022/11/29-21:10,4.0,-1,-7546.0,2022/11/29
2022/11/29-22:30,4.0,1,3781.0,2022/11/29
2022/11/29-23:00,4.0,-1,-3782.0,2022/11/29
2022/11/29-09:05,-12.0,1,7580.0,2022/11/29
2022/11/29-09:45,-12.0,-1,-3787.0,2022/11/29
2022/11/30-22:15,4.0,1,3751.0,2022/11/30
2022/11/30-22:55,4.0,-1,-3752.0,2022/11/30
2022/11/30-23:00,-24.0,1,7508.0,2022/11/30
2022/11/30-09:20,-24.0,-1,-3748.0,2022/11/30
2022/11/30-10:50,-48.0,1,3755.0,2022/11/30
2022/11/30-13:35,-48.0,-1,-3743.0,2022/11/30
2022/12/01-21:55,-36.0,1,3764.0,2022/12/01
2022/12/01-22:50,-36.0,-1,-3755.0,2022/12/01
2022/12/01-13:35,8.0,1,3746.0,2022/12/01
2022/12/01-14:55,8.0,-1,-3748.0,2022/12/01
2022/12/02-21:50,-20.0,1,3750.0,2022/12/02
2022/12/02-09:15,-20.0,-1,-3745.0,2022/12/02
2022/12/02-13:45,-16.0,1,3788.0,2022/12/02
2022/12/02-14:10,-16.0,-1,-3784.0,2022/12/02
2022/12/02-14:40,0.0,1,3784.0,2022/12/02
2022/12/02-15:00,0.0,-1,-3784.0,2022/12/02
2022/12/05-21:05,,1,7574.0,2022/12/05
