,volume,vol_prev,mv1,mv2,mv3,vol1_strength,vol2_strength,vol3_strength,mv13_ratio,mv23_ratio,mv12_ratio
71,981,793.0,986.3333333333334,1098.108695652174,,0.9222091656874265,0.9052538666773656,,,,0.8982110215852025
72,653,981.0,976.0,1096.4565217391305,,0.6620479891855356,0.5946588007047691,,,,0.890140174871622
73,1162,653.0,989.9166666666666,1109.4130434782608,,1.1905737704918034,1.05977754426314,,,,0.8922886498278892
74,5554,1162.0,1395.5,1192.5434782608695,,5.610573280579174,5.006250857288422,,,,1.1701879431977689
75,2300,5554.0,1371.0833333333333,1187.2608695652175,,1.6481547832318166,1.928650855861604,,,,1.1548290426142258
76,1267,2300.0,1378.8333333333333,1179.6739130434783,,0.9240867926821856,1.067162266085619,,,,1.16882582388894
77,1951,1267.0,1439.5833333333333,1202.391304347826,,1.4149643418348847,1.653846862618631,,,,1.1972669197854517
78,2161,1951.0,1581.4166666666667,1236.1739130434783,,1.5011287988422577,1.7972518531911048,,,,1.2792833192646784
79,1726,2161.0,1637.9166666666667,1265.4130434782608,,1.0914264636138482,1.3962436691052336,,,,1.294373149627492
80,694,1726.0,1647.75,1266.5,,0.42370897990333245,0.5484375268429281,,,,1.3010264508487959
81,1104,694.0,1695.5,1277.9130434782608,,0.6700045516613564,0.8716936439005132,,,,1.326772591181274
82,486,1104.0,1669.9166666666667,1273.1739130434783,,0.28664110881745797,0.38030756668481225,,,,1.31161709296634
83,742,486.0,1650.0,1282.4130434782608,,0.4443335495783223,0.5827954786053342,,,,1.2866369446186707
84,772,742.0,1659.9166666666667,1287.4565217391305,,0.4678787878787879,0.6019901340882508,,,,1.2892992024494987
85,336,772.0,1591.0833333333333,1255.5652173913043,,0.20241980019077263,0.26097968694595003,,,,1.2672247616409262
86,372,336.0,1159.25,1241.0217391304348,,0.2338029644372283,0.29628090587990863,,,,0.9341093418816894
87,443,372.0,1004.5,1228.391304347826,,0.38214362734526636,0.35696393224376827,,,,0.8177361696103069
88,797,443.0,965.3333333333334,1233.9347826086957,,0.7934295669487307,0.6488160549322196,,,,0.7823211947170299
89,985,797.0,884.8333333333334,1237.5434782608695,,1.0203729281767955,0.7982593682281848,,,,0.7149917145349893
90,860,985.0,776.4166666666666,1244.9782608695652,,0.971934450932379,0.694925079487765,,,,0.6236387341610062
91,570,860.0,680.0833333333334,1230.891304347826,,0.7341418911666846,0.45783931970175834,,,,0.5525129074607185
92,700,570.0,680.5833333333334,1230.5434782608695,,1.0292856267614263,0.5686935942494834,,,,0.5530754055884345
93,366,700.0,619.0833333333334,1225.0217391304348,,0.5377739684094527,0.29742955569296,,,,0.5053651813336646
94,579,366.0,626.8333333333334,1216.391304347826,,0.9352537353614214,0.47264467356391193,,,,0.5153221098283114
95,364,579.0,595.3333333333334,1203.108695652174,,0.5806966232385004,0.2992458090574401,,,,0.4948292165826452
96,186,364.0,546.5,1183.0652173913043,,0.3124300111982083,0.15459949767811645,,,,0.46193564984105406
97,1077,186.0,608.25,1188.5,,1.970722781335773,0.9103471086529098,,,,0.5117795540597392
98,803,1077.0,644.1666666666666,1192.7826086956522,,1.3201808466913276,0.6756415649978965,,,,0.5400537046487327
99,1088,803.0,697.9166666666666,1204.3478260869565,,1.6890038809831824,0.9121528030910548,,,,0.5794975932611311
100,518,1088.0,674.6666666666666,1155.195652173913,,0.7422089552238806,0.4301083032490975,,,,0.5840280522152593
101,1007,518.0,676.5,1103.6739130434783,,1.4925889328063242,0.8717138071849301,,,,0.6129527861490279
102,492,1007.0,645.8333333333334,1057.0217391304348,,0.7272727272727273,0.44578384447202035,,,,0.6109934256079085
103,785,492.0,663.75,1027.0217391304348,,1.2154838709677418,0.7426526540937417,,,,0.6462862222974832
104,259,785.0,627.0,1019.6739130434783,,0.3902071563088512,0.25218550896429104,,,,0.6149024624240487
105,706,259.0,655.3333333333334,993.5,,1.1259968102073366,0.6923782112781154,,,,0.6596208689817146
106,803,706.0,674.0,994.0652173913044,,1.2253306205493386,0.8082536487166583,,,,0.6780239245959717
107,744,803.0,705.6666666666666,988.6086956521739,,1.1038575667655786,0.7484418396133575,,,,0.7137977541267189
108,407,744.0,724.0833333333334,982.5217391304348,,0.5767595654227681,0.41168968246987425,,,,0.7369641856211465
109,211,407.0,651.9166666666666,930.7391304347826,,0.29140292323627576,0.2147535180104434,,,,0.7004289874028744
110,442,211.0,621.8333333333334,914.8260869565217,,0.6780007669691934,0.47489139066660435,,,,0.6797284666444878
111,1176,442.0,629.1666666666666,913.8260869565217,,1.8911819887429642,1.285490233353928,,,,0.6884971611634472
112,708,1176.0,645.0,919.2391304347826,,1.1252980132450332,0.7747644875820725,,,,0.7016672578928698
113,1431,708.0,680.3333333333334,927.5652173913044,,2.218604651162791,1.5567222419297624,,,,0.7334614543295522
114,741,1431.0,701.0833333333334,931.1521739130435,,1.089171974522293,0.798865660448111,,,,0.7529202561887641
115,555,741.0,681.9166666666666,931.6739130434783,,0.7916319980981813,0.5960357668153059,,,,0.7319263286433176
116,842,555.0,730.5,932.7391304347826,,1.234754979836246,0.9037496791655972,,,,0.7831771780170605
117,249,842.0,692.4166666666666,916.8260869565217,,0.3408624229979466,0.26695567053558944,,,,0.7552322916172681
118,374,249.0,656.6666666666666,910.7608695652174,,0.5401372006258275,0.4079290558163798,,,,0.7210088713848112
119,1210,374.0,695.5,911.804347826087,1005.0166666666667,1.8426395939086295,1.3285594939730279,,0.6920283245717318,0.9072529621327212,0.7627732875569224
120,571,1210.0,709.1666666666666,803.4782608695652,1002.425,0.8209920920201293,0.6262308370884295,0.5681497819273312,0.7074510977546117,0.8015345396110086,0.8826208513708513
121,1204,571.0,791.9166666666666,779.6521739130435,1000.825,1.6977673325499414,1.4984848484848485,1.201087363144375,0.7912638739706408,0.7790094910829001,1.0157307234738642
122,1036,1204.0,841.4166666666666,774.6304347826087,999.0583333333333,1.3082184573292646,1.3287976801249164,1.0351460045462493,0.8422097475122406,0.775360565982242,1.086216896322697
123,517,1036.0,786.5,743.4565217391304,995.1333333333333,0.6144399326532634,0.6674150366233547,0.5174873005413432,0.790346352247605,0.7470923712793566,1.0578964297201674
124,637,517.0,780.5833333333334,710.3260869565217,987.9,0.8099173553719008,0.8568086786163339,0.640115227440209,0.7901440766609307,0.7190263052500473,1.09890844172405
125,4328,637.0,1022.0,766.8913043478261,983.9333333333333,5.5445713675669905,6.092976281560826,4.381010223706853,1.0386882580120604,0.7794138874732294,1.3326530033733026
126,2636,4328.0,1179.9166666666667,809.1086956521739,993.5083333333333,2.579256360078278,3.4372537347280097,2.679043295616234,1.187626340996972,0.8143954796408424,1.4582919118371442
127,2518,2636.0,1343.5,839.8478260869565,1005.9083333333333,2.1340490147609295,3.11206641768989,2.5344528229087158,1.3356087781358474,0.8349148707257519,1.5996945616441902
128,3419,2518.0,1558.25,903.6086956521739,1024.3666666666666,2.54484555266096,4.070975590816142,3.3989180591339503,1.5211838208974653,0.8821145055339956,1.7244743299812346
129,466,3419.0,1576.3333333333333,897.6086956521739,1020.0333333333333,0.29905342531686185,0.5157099552518886,0.4549152321759787,1.5453743341720858,0.8799797676404437,1.756147574069589
130,825,466.0,1613.9166666666667,898.7608695652174,1020.225,0.5233664622541764,0.919108743037055,0.8087970981340479,1.5819222883840982,0.8809437815827071,1.795713099355796
131,802,825.0,1579.9166666666667,908.8913043478261,1014.975,0.49692776372179476,0.8923396947488088,0.7861011051483742,1.556606484560375,0.8954814693443938,1.7382900013553702
132,1107,802.0,1624.5833333333333,924.8695652173913,1017.9666666666667,0.7006698665541431,1.2179674232820683,1.0906672578142318,1.5959101476800155,0.9085460216942839,1.7565539989971166
133,659,1107.0,1579.1666666666667,929.5652173913044,1020.2666666666667,0.40564247242882795,0.7125329071079354,0.6473689380791774,1.5477979613173027,0.9111002522784609,1.6988228874337388
134,807,659.0,1560.0833333333333,929.7826086956521,1020.95,0.5110290237467018,0.8681478016838167,0.7909696811291166,1.5280702613578856,0.9107033730306597,1.677901176837347
135,327,807.0,1544.25,915.4782608695652,1016.4,0.2096041878104802,0.3516951133972411,0.3202899260492678,1.5193329397874853,0.9007066714576597,1.6868232332826747
136,1434,327.0,1610.6666666666667,927.9565217391304,1024.5,0.9286061194754736,1.566394376899696,1.41086186540732,1.5721490157800553,0.9057652725613766,1.7357135048181294
137,648,1434.0,1304.0,929.6521739130435,1022.7666666666667,0.402317880794702,0.6983085789251746,0.6325036603221084,1.2749731121467913,0.908958224990754,1.4026751473201757
138,1204,648.0,1184.6666666666667,940.6086956521739,1027.9666666666667,0.9233128834355828,1.2951080347956225,1.1771991004790927,1.1524368494438861,0.9150186734188922,1.2594681211672984
139,949,1204.0,1053.9166666666667,953.2826086956521,1033.2666666666667,0.80106921778278,1.0089211426458353,0.9231816855280651,1.0199851603329249,0.9225910788073284,1.1055658175792267
140,1575,949.0,900.25,974.9347826086956,1045.4583333333333,1.4944255554676997,1.6521858110419376,1.5242918897993418,0.8611055757044359,0.9325429350208719,0.9233950988917876
141,1074,1575.0,950.9166666666666,990.3695652173913,1043.0166666666667,1.193001943904471,1.1016121479697638,1.0273006257223707,0.911698438823285,0.9495241992464722,0.9601634582318122
142,1299,1074.0,990.4166666666666,1014.5652173913044,1050.4916666666666,1.3660503023398476,1.3116315824132405,1.2454259279973154,0.9428124925630063,0.965800348146158,0.9761981287050925
143,4956,1299.0,1336.5833333333333,1098.891304347826,1082.7833333333333,5.003954564577199,4.884851082065567,4.717790875701061,1.2343959240845352,1.014876448979783,1.2163016742830388
144,913,4956.0,1320.4166666666667,1101.2826086956522,1087.4916666666666,0.6830849803603717,0.8308374052899168,0.8431973155602075,1.2141855493145544,1.0126814231793215,1.1989807668265593
145,1170,913.0,1363.0,1103.0652173913043,1094.6,0.8860839381508362,1.0623975996367871,1.0758703131824765,1.2452037273890006,1.0077336172038227,1.2356477010701405
146,989,1170.0,1378.1666666666667,1113.304347826087,1096.7666666666667,0.7256052824651504,0.8965924991624131,0.9035264023387539,1.2565723490259249,1.0150785774787288,1.2379064802520243
147,952,989.0,1430.25,1112.108695652174,1099.9833333333333,0.6907727657516023,0.8551120831055221,0.8680059569036258,1.3002469734389914,1.011023223672032,1.2860703325058154
148,664,952.0,1366.0833333333333,1115.8478260869565,1091.1,0.4642545009613704,0.597063940418711,0.6036455097804512,1.252023951364067,1.022681537977231,1.2242559436835576
149,1432,664.0,1431.4166666666667,1129.9130434782608,1081.8416666666667,1.048252302812176,1.283329112197783,1.312436990193383,1.323129539904946,1.0444347618443186,1.266837899543379
150,459,1432.0,1369.3333333333333,1134.2608695652175,1072.2,0.3206613494789544,0.40622595043866405,0.42427650380138804,1.277124914506,1.0578818033624486,1.2072472656649287
151,624,459.0,1342.25,1132.4782608695652,1069.85,0.4556962025316456,0.5501379944802207,0.5819809736989368,1.254615132962565,1.0585392913675424,1.1852324643912926
152,467,624.0,1249.9166666666667,1125.1739130434783,1068.6833333333334,0.34792326317750044,0.41236994663492915,0.4365097910922092,1.169585627173625,1.052859980078425,1.1108653090665535
153,258,467.0,1181.9166666666667,1114.608695652174,1067.6583333333333,0.20641376091739447,0.22929788631709108,0.2414185680198375,1.1070176944871566,1.0439750815902473,1.0603870858688302
154,518,258.0,1116.8333333333333,1117.0217391304348,1066.6083333333333,0.4382711697102164,0.46473708846934,0.4851739398527931,1.0470885126530356,1.0472651527478234,0.9998313320229129
155,879,518.0,777.0833333333334,1131.5434782608695,1069.1083333333333,0.7870467094463514,0.7869139598699959,0.8241075683826459,0.7268518157654744,1.0583992687933428,0.686746332122982
156,156,879.0,714.0,1125.3260869565217,1064.5416666666667,0.20075067024128684,0.13786478645943404,0.14591598918101534,0.6707111824337547,1.0570991462271133,0.6344827586206897
157,813,156.0,684.25,1117.4347826086957,1068.675,1.138655462184874,0.7224572587655752,0.7637089514266703,0.6402788499777763,1.0456263902577452,0.6123399867709427
158,396,813.0,634.8333333333334,1110.6521739130435,1067.475,0.5787358421629522,0.3543830979339325,0.3705523194610148,0.5947055746816866,1.0404479485824432,0.5715860899067006
159,1064,396.0,644.1666666666666,1102.6739130434783,1061.3166666666666,1.6760304541874507,0.9579956938735564,0.9967446544415561,0.6069504860315017,1.038967866684601,0.5841860037195487
160,394,1064.0,621.6666666666666,1095.1304347826087,1055.925,0.6116429495472187,0.3573132503992272,0.37123698550542567,0.5887413089629157,1.0371289956981877,0.5676644963209994
161,611,394.0,553.25,1096.3478260869565,1052.4833333333333,0.9828418230563003,0.5579244084484675,0.5786395814096645,0.5256615306655688,1.0416771376461604,0.5046299968274112
162,264,611.0,537.0,1083.7826086956522,1050.1666666666667,0.4771802982376864,0.2407994923857868,0.2508353259750748,0.5113474051737819,1.03201010191619,0.49548682151883494
163,189,264.0,500.75,1082.4782608695652,1044.9166666666667,0.35195530726256985,0.17438921651221567,0.1799714331058562,0.4792248185660738,1.035946975870068,0.46259589508776155
164,334,189.0,489.6666666666667,1081.608695652174,1043.3833333333334,0.6669995007488767,0.3085512310720167,0.31964271473004224,0.4693065827516253,1.0366359717446518,0.4527207192721523
165,916,334.0,544.5,1075.2173913043478,1040.8666666666666,1.8706603131381891,0.8468866824777906,0.8779131990479688,0.5231217575097675,1.0330020412198309,0.5064092195713709
166,761,916.0,564.75,1079.3478260869565,1041.2416666666666,1.3976124885215795,0.7077638495754145,0.7311215013130085,0.5423812915669594,1.0365968445560572,0.5232326283987916
167,3771,761.0,805.75,1135.1521739130435,1067.5,6.677290836653387,3.493776435045317,3.6216376281522864,0.7548009367681499,1.0633744017920783,0.7098167263534864
168,876,3771.0,865.75,1131.6739130434783,1066.6666666666667,1.0871858516909712,0.7717027021851122,0.8206088992974239,0.8116406249999999,1.0609442934782607,0.7650171926926254
169,695,876.0,855.9166666666666,1135.5434782608695,1064.3333333333333,0.8027721628645683,0.6141345064064391,0.6515624999999999,0.8041810209834012,1.0669058674546221,0.7537506780255895
170,548,695.0,868.5833333333334,1133.608695652174,1059.6666666666667,0.6402492454483497,0.48258830286206567,0.5148762918885061,0.8196759987417427,1.0697785740662227,0.7662108950510745
171,1346,548.0,892.0833333333334,1068.7826086956522,1063.9916666666666,1.5496498129137484,1.1873585701683733,1.2702107581000313,0.8384307521205524,1.0045028003311296,0.8346723890109294
172,1070,1346.0,948.4166666666666,1034.7391304347825,1067.8583333333333,1.1994395142456795,1.00113904482955,1.0056469740521152,0.8881483967130471,0.9689853964100568,0.9165756264268807
173,534,1070.0,942.0,991.6086956521739,1067.675,0.5630436692733504,0.5160721038699105,0.5000663321445572,0.8822909593275108,0.9287551882849874,0.949971499978077
174,621,534.0,971.75,930.7826086956521,1049.6916666666666,0.6592356687898089,0.6262550971193055,0.5816376706394737,0.925748037122012,0.8867200133648632,1.0440139200298955
175,504,621.0,998.0,931.6086956521739,1025.75,0.5186519166452277,0.5414798206278028,0.48014099378388897,0.9729466244211552,0.908221979675529,1.0712652261165818
176,563,504.0,1017.0833333333334,925.9130434782609,1008.4583333333334,0.564128256513026,0.60433098427218,0.5488666829149403,1.0085526587613105,0.9181470496830253,1.0984652829952417
177,666,563.0,996.25,922.9565217391304,995.9666666666667,0.6548136009832036,0.719290007513148,0.660413998264678,1.0002844807389806,0.9266941882986014,1.0794116261541362
178,479,666.0,972.75,909.304347826087,994.9833333333333,0.4808030112923463,0.518984360278877,0.4809397904883028,0.9776545670781756,0.9138890244319875,1.069773835708138
179,300,479.0,683.5,901.5,981.5666666666667,0.3084040092521203,0.3299225399254088,0.30151258815055526,0.6963357897239107,0.9184297211940096,0.7581808097615086
180,1642,300.0,747.3333333333334,919.6521739130435,988.775,2.4023408924652525,1.8214087631724902,1.672835942540836,0.7558173834627022,0.9300924617967116,0.8126260716086737
181,840,1642.0,759.4166666666666,930.804347826087,987.4833333333333,1.1239964317573594,0.9133888048411497,0.8495360420722612,0.7690425154854934,0.9426025902473496,0.8158714217872962
182,1378,840.0,828.5833333333334,929.5869565217391,993.2416666666667,1.8145506419400856,1.4804400121447088,1.3954665901534202,0.8342212788092861,0.9359121628892657,0.8913456966238708
183,581,1378.0,764.8333333333334,928.1304347826087,976.475,0.701196821884743,0.6250087696733004,0.5849533094496976,0.7832595133857327,0.9504907291867265,0.8240580253275246
184,522,581.0,719.1666666666666,913.304347826087,971.0416666666666,0.682501634342994,0.5624209490794959,0.5345758980004608,0.7406136022312808,0.9405408430734216,0.7874337490875623
185,476,522.0,714.3333333333334,903.0217391304348,964.825,0.6618771726535342,0.5211844234980482,0.49019523707358936,0.7403760612891802,0.935943553629347,0.7910477703684089
186,612,476.0,713.5833333333334,882.0869565217391,966.1,0.8567428838077461,0.6777245480151184,0.6343119218511128,0.7386226408584343,0.9130389778715858,0.8089716416929549
187,580,612.0,719.9166666666666,871.3478260869565,962.2,0.8127992525983884,0.6575315457413249,0.6003519304419832,0.7481985727153051,0.9055787009841576,0.8262104352743542
188,791,580.0,738.9166666666666,860.304347826087,963.9916666666667,1.0987382798935061,0.907789032483409,0.8220744128039909,0.7665176911971922,0.8924396108120786,0.8589014672933407
189,866,791.0,755.5833333333334,771.3913043478261,966.7833333333333,1.1719860155633248,1.0066205084146156,0.8983480147649963,0.7815436068060752,0.7978947068607163,0.9795071957314094
190,769,866.0,779.75,768.2608695652174,966.5833333333334,1.017756700121319,0.9969000112726862,0.7954212422638647,0.8067074747823088,0.7948211427521862,1.014954725523486
191,608,769.0,805.4166666666666,756.0434782608696,963.475,0.7797370952228279,0.7913978494623656,0.6290197430813,0.8359497305759533,0.784704821880038,1.0653046945386928
192,354,608.0,698.0833333333334,742.2391304347826,960.9833333333333,0.439524055871702,0.46822704008281096,0.36742001608759955,0.7264260566433688,0.7723746132622307,0.9405100118130608
193,504,354.0,670.0833333333334,732.5,955.5,0.721976841351319,0.6790264475880854,0.5244627898506737,0.7012907727193441,0.7666143380429095,0.9147895335608647
194,1125,504.0,649.0,742.5217391304348,918.5916666666667,1.678895659743813,1.5358361774744027,1.1773940345368916,0.7065163157369524,0.8083262303313239,0.874048483428973
195,513,1125.0,643.3333333333334,722.5434782608696,903.7,0.7904468412942989,0.690888862864504,0.5584635900971596,0.7118881634760799,0.7995390929079004,0.890373178485824
196,409,513.0,633.9166666666666,721.4565217391304,896.55,0.6357512953367875,0.5660559015554953,0.4525838220648445,0.7070622571710073,0.8047030525225927,0.8786623276182441
197,768,409.0,658.25,724.5869565217391,886.6916666666667,1.2115157092151967,1.0645132130050925,0.8566170319558307,0.7423662866648496,0.8171802936252615,0.9084485914013981
198,775,768.0,671.8333333333334,731.2826086956521,875.1416666666667,1.1773642233194075,1.069574870240917,0.8740355065176734,0.7676852319148328,0.8356162625430003,0.9187054708324663
199,307,775.0,649.0833333333334,732.3478260869565,863.3166666666667,0.4569585710741751,0.4198103391896311,0.35080034661054876,0.7518484912836155,0.8482957116009457,0.8863047178025806
200,459,307.0,621.4166666666666,731.0652173913044,861.3583333333333,0.7071511105405058,0.6267513654713844,0.5316704955694125,0.7214380387566149,0.8487352929670823,0.8500153637237701
201,562,459.0,596.0833333333334,724.1739130434783,856.8416666666667,0.9043851414778061,0.7687412649796307,0.6524578427483723,0.6956750080236528,0.8451665473513911,0.8231217979506885
202,566,562.0,579.1666666666666,733.0869565217391,857.5083333333333,0.9495316650356493,0.7815802113352546,0.6605654486923878,0.6754064586349986,0.8549035945482425,0.790038155111401
203,1650,566.0,666.0,751.2826086956521,865.075,2.8489208633093526,2.250756182907301,1.9241795512191329,0.7698754443256365,0.868459507783316,0.8864839839115716
204,1097,1650.0,727.9166666666666,766.5217391304348,867.7833333333333,1.647147147147147,1.4601695650915827,1.2680981417796144,0.8388230549100197,0.8833100495097871,0.949636037058045
205,2201,1097.0,869.3333333333334,791.2391304347826,883.325,3.023697767601603,2.8714123652864436,2.5363473985441836,0.9841602279266786,0.8957508622927943,1.0986986106913574
206,3258,2201.0,1047.0833333333333,853.5,907.375,3.747699386503067,4.117592109239772,3.6883366824215322,1.1539697846351655,0.9406254305000689,1.2268111696934192
207,2022,3258.0,1172.8333333333333,884.1739130434783,920.5333333333333,1.9310783923597294,2.369068541300527,2.2284061165449787,1.2740802433371958,0.9605017885031992,1.3264735772357723
208,4038,2022.0,1475.25,966.2173913043479,947.5416666666666,3.4429444365496664,4.566974822974037,4.386587485515643,1.5569236181346466,1.0197096605823996,1.526830310939117
209,1654,4038.0,1549.0833333333333,998.0652173913044,953.1166666666667,1.1211659040840536,1.7118300859469917,1.7455696759157469,1.6252819696784233,1.0471595475104178,1.5520862828806459
210,2174,1654.0,1665.6666666666667,1038.0652173913043,964.0666666666667,1.4034106191833882,2.17821437128357,2.2809379754139925,1.7277505013484544,1.0767566738724543,1.6045876875178882
211,3117,2174.0,1899.8333333333333,1085.9130434782608,985.2916666666666,1.8713227936762056,3.002701514104417,3.2331788949588547,1.9281938512284857,1.102123442444211,1.7495262118300237
212,7410,3117.0,2479.0833333333335,1230.4565217391305,1041.2083333333333,3.9003421352750243,6.823750800768739,7.520615722924684,2.3809676257553325,1.1817582344927422,2.0147671124774003
213,951,7410.0,2511.5,1169.1521739130435,1046.0833333333333,0.38360953309354934,0.7728838713096942,0.9133618792268599,2.4008603521070664,1.1176472625632536,2.1481378181885797
214,711,951.0,2523.5833333333335,1165.5652173913043,1047.1833333333334,0.28309775034839735,0.6081329837675016,0.6796781645821717,2.4098772898728336,1.1130479069802843,2.1651155127822546
215,586,711.0,2434.9166666666665,1163.195652173913,1049.0333333333333,0.23220949047320277,0.5027603700387945,0.5595963775843135,2.321105144418671,1.1088262071499917,2.093299319092206
216,621,586.0,2395.25,1164.7826086956522,1052.6583333333333,0.25503952907354804,0.533874072551255,0.5919735629627276,2.2754296661626516,1.1065153543289472,2.056392310563643
217,1260,621.0,2316.8333333333335,1162.9130434782608,1054.1833333333334,0.5260411230560484,1.081746920492721,1.1969695770232507,2.197751814200566,1.1031411773520678,1.9922670455253553
218,1232,1260.0,2148.0,1166.4347826086957,1057.7583333333334,0.5317603050140277,1.0594085317979587,1.1686771750644258,2.0307095981281167,1.1027422293454197,1.8415088713284626
219,866,1232.0,2051.6666666666665,1173.6521739130435,1055.9083333333333,0.4031657355679702,0.7424332786640823,0.8187125288542593,1.9430348278338554,1.1115095286804033,1.7481045170531722
