time,pro_loss,orders
2022/08/24-13:40,-48.0,1
2022/08/24-13:50,-48.0,-1
2022/08/24-14:35,72.0,1
2022/08/25-21:10,72.0,-1
2022/08/25-22:50,-24.0,1
2022/08/25-09:10,-24.0,-1
2022/08/25-09:20,-64.0,1
2022/08/25-09:30,-64.0,-1
2022/08/25-09:50,-4.0,1
2022/08/25-10:10,-4.0,-1
2022/08/25-10:15,24.0,1
2022/08/25-11:25,24.0,-1
2022/08/25-11:30,-180.0,1
2022/08/25-13:35,-180.0,-1
2022/08/25-13:50,-52.0,1
2022/08/25-14:00,-52.0,-1
2022/08/25-14:35,-88.0,1
2022/08/25-14:45,-88.0,-1
2022/08/26-21:10,4.0,1
2022/08/26-22:10,4.0,-1
2022/08/26-23:00,-8.0,1
2022/08/26-09:15,-8.0,-1
2022/08/26-09:20,24.0,1
2022/08/26-09:35,24.0,-1
2022/08/26-10:00,32.0,1
2022/08/26-11:05,32.0,-1
2022/08/26-13:45,8.0,1
2022/08/26-14:45,8.0,-1
2022/08/26-14:50,4.0,1
2022/08/26-15:00,4.0,-1
2022/08/29-22:10,-16.0,1
2022/08/29-22:25,-16.0,-1
2022/08/29-09:55,-48.0,1
2022/08/29-10:00,-48.0,-1
2022/08/29-14:25,-60.0,1
2022/08/29-14:45,-60.0,-1
2022/08/29-15:00,-48.0,1
2022/08/30-21:05,-48.0,-1
2022/08/30-21:30,-8.0,1
2022/08/30-21:50,-8.0,-1
2022/08/30-21:55,-24.0,1
2022/08/30-22:20,-24.0,-1
2022/08/30-09:05,-80.0,1
2022/08/30-09:15,-80.0,-1
2022/08/30-09:55,-44.0,1
2022/08/30-10:35,-44.0,-1
2022/08/30-10:45,-28.0,1
2022/08/30-11:05,-28.0,-1
2022/08/30-13:40,-76.0,1
2022/08/30-13:55,-76.0,-1
2022/08/30-14:45,-4.0,1
2022/08/30-14:55,-4.0,-1
2022/08/31-21:05,12.0,1
2022/08/31-21:30,12.0,-1
2022/08/31-21:55,-8.0,1
2022/08/31-22:50,-8.0,-1
2022/08/31-09:05,-60.0,1
2022/08/31-09:10,-60.0,-1
2022/08/31-09:35,0.0,1
2022/08/31-10:10,0.0,-1
2022/08/31-11:05,-32.0,1
2022/08/31-11:25,-32.0,-1
2022/08/31-14:00,-40.0,1
2022/08/31-14:45,-40.0,-1
2022/08/31-15:00,168.0,1
2022/09/01-21:35,168.0,-1
2022/09/01-22:50,-24.0,1
2022/09/01-09:10,-24.0,-1
2022/09/01-09:25,-44.0,1
2022/09/01-10:40,-44.0,-1
2022/09/01-11:00,20.0,1
2022/09/01-11:30,20.0,-1
2022/09/02-21:20,28.0,1
2022/09/02-21:55,28.0,-1
2022/09/02-22:10,-40.0,1
2022/09/02-22:20,-40.0,-1
2022/09/02-22:30,-40.0,1
2022/09/02-22:45,-40.0,-1
2022/09/02-10:45,48.0,1
2022/09/02-11:05,48.0,-1
2022/09/02-13:40,-8.0,1
2022/09/02-13:50,-8.0,-1
2022/09/02-14:00,-16.0,1
2022/09/02-14:10,-16.0,-1
2022/09/02-14:15,-28.0,1
2022/09/02-14:25,-28.0,-1
2022/09/02-14:40,52.0,1
2022/09/05-21:15,52.0,-1
2022/09/05-21:30,-44.0,1
2022/09/05-21:40,-44.0,-1
2022/09/05-22:05,116.0,1
2022/09/05-09:05,116.0,-1
2022/09/05-09:15,-28.0,1
2022/09/05-09:30,-28.0,-1
2022/09/05-09:35,-48.0,1
2022/09/05-09:40,-48.0,-1
2022/09/05-10:05,-32.0,1
2022/09/05-10:10,-32.0,-1
2022/09/05-10:35,40.0,1
2022/09/05-11:25,40.0,-1
2022/09/05-13:55,44.0,1
2022/09/05-14:45,44.0,-1
2022/09/06-21:05,-52.0,1
2022/09/06-21:15,-52.0,-1
2022/09/06-21:50,32.0,1
2022/09/06-22:45,32.0,-1
2022/09/06-23:00,0.0,1
2022/09/06-09:10,0.0,-1
2022/09/06-09:15,-32.0,1
2022/09/06-09:30,-32.0,-1
2022/09/06-10:35,12.0,1
2022/09/06-10:55,12.0,-1
2022/09/06-11:10,0.0,1
2022/09/06-11:20,0.0,-1
2022/09/06-13:40,-48.0,1
2022/09/06-13:50,-48.0,-1
2022/09/06-14:05,92.0,1
2022/09/07-21:45,92.0,-1
2022/09/07-09:30,4.0,1
2022/09/07-09:50,4.0,-1
2022/09/07-09:55,20.0,1
2022/09/07-10:35,20.0,-1
2022/09/07-11:20,-64.0,1
2022/09/07-11:25,-64.0,-1
2022/09/07-11:30,24.0,1
2022/09/07-14:25,24.0,-1
2022/09/07-14:30,-36.0,1
2022/09/07-14:35,-36.0,-1
2022/09/08-21:05,-36.0,1
2022/09/08-21:20,-36.0,-1
2022/09/08-21:40,-8.0,1
2022/09/08-22:00,-8.0,-1
2022/09/08-10:00,108.0,1
2022/09/08-13:35,108.0,-1
2022/09/08-13:45,-32.0,1
2022/09/08-13:50,-32.0,-1
2022/09/08-14:25,-28.0,1
2022/09/08-14:35,-28.0,-1
2022/09/09-21:05,44.0,1
2022/09/09-09:15,44.0,-1
2022/09/09-09:20,108.0,1
2022/09/09-13:50,108.0,-1
2022/09/09-13:55,76.0,1
2022/09/13-09:25,76.0,-1
2022/09/13-10:00,-28.0,1
2022/09/14-21:05,-28.0,-1
2022/09/14-09:35,-4.0,1
2022/09/14-11:00,-4.0,-1
2022/09/14-13:40,-36.0,1
2022/09/14-13:50,-36.0,-1
2022/09/14-14:10,-36.0,1
2022/09/14-14:25,-36.0,-1
2022/09/14-14:35,196.0,1
2022/09/15-22:25,196.0,-1
2022/09/15-22:35,32.0,1
2022/09/15-09:35,32.0,-1
2022/09/15-09:40,-40.0,1
2022/09/15-10:10,-40.0,-1
2022/09/15-14:25,-40.0,1
2022/09/15-14:35,-40.0,-1
2022/09/15-14:45,-32.0,1
2022/09/16-21:05,-32.0,-1
2022/09/16-21:30,-40.0,1
2022/09/16-22:35,-40.0,-1
2022/09/16-22:45,-24.0,1
2022/09/16-23:00,-24.0,-1
2022/09/16-09:05,-40.0,1
2022/09/16-09:20,-40.0,-1
2022/09/16-09:50,-44.0,1
2022/09/16-10:10,-44.0,-1
2022/09/16-14:25,184.0,1
2022/09/19-22:40,184.0,-1
2022/09/19-23:00,-44.0,1
2022/09/19-09:05,-44.0,-1
2022/09/19-09:10,-32.0,1
2022/09/19-09:15,-32.0,-1
2022/09/19-09:25,4.0,1
2022/09/19-10:50,4.0,-1
2022/09/19-10:55,-40.0,1
2022/09/19-11:05,-40.0,-1
2022/09/19-11:15,-16.0,1
2022/09/19-14:05,-16.0,-1
2022/09/20-21:35,-36.0,1
2022/09/20-22:05,-36.0,-1
2022/09/20-22:20,8.0,1
2022/09/20-23:00,8.0,-1
2022/09/20-09:05,60.0,1
2022/09/20-09:55,60.0,-1
2022/09/20-10:35,-16.0,1
2022/09/20-13:35,-16.0,-1
2022/09/20-13:40,-16.0,1
2022/09/20-14:05,-16.0,-1
2022/09/21-21:50,-32.0,1
2022/09/21-22:50,-32.0,-1
2022/09/21-22:55,-56.0,1
2022/09/21-09:15,-56.0,-1
2022/09/21-10:15,28.0,1
2022/09/21-11:10,28.0,-1
2022/09/21-13:55,80.0,1
2022/09/21-15:00,80.0,-1
2022/09/22-22:20,172.0,1
2022/09/22-09:15,172.0,-1
2022/09/22-11:15,20.0,1
2022/09/22-14:00,20.0,-1
2022/09/22-14:05,-16.0,1
2022/09/22-14:45,-16.0,-1
2022/09/22-14:55,76.0,1
2022/09/23-21:20,76.0,-1
2022/09/23-21:35,-20.0,1
2022/09/23-09:20,-20.0,-1
2022/09/23-10:00,-52.0,1
2022/09/23-10:15,-52.0,-1
2022/09/23-11:05,-12.0,1
2022/09/23-11:20,-12.0,-1
2022/09/23-11:30,40.0,1
2022/09/23-14:25,40.0,-1
2022/09/23-14:35,-48.0,1
2022/09/23-14:45,-48.0,-1
2022/09/26-22:45,172.0,1
2022/09/26-10:05,172.0,-1
2022/09/26-11:30,-36.0,1
2022/09/26-13:40,-36.0,-1
2022/09/26-13:45,-16.0,1
2022/09/26-13:55,-16.0,-1
2022/09/26-14:00,-40.0,1
2022/09/26-14:15,-40.0,-1
2022/09/26-14:35,-20.0,1
2022/09/26-14:45,-20.0,-1
2022/09/26-14:50,208.0,1
2022/09/27-22:55,208.0,-1
2022/09/27-23:00,-44.0,1
2022/09/27-09:05,-44.0,-1
2022/09/27-09:30,-40.0,1
2022/09/27-10:40,-40.0,-1
2022/09/27-13:35,144.0,1
2022/09/28-21:20,144.0,-1
2022/09/28-21:35,-32.0,1
2022/09/28-22:05,-32.0,-1
2022/09/28-22:35,-40.0,1
2022/09/28-09:05,-40.0,-1
2022/09/28-09:40,-4.0,1
2022/09/28-11:25,-4.0,-1
2022/09/28-13:45,-40.0,1
2022/09/28-14:25,-40.0,-1
2022/09/28-14:55,0.0,1
2022/09/29-21:25,0.0,-1
2022/09/29-22:05,40.0,1
2022/09/29-22:45,40.0,-1
2022/09/29-09:05,-16.0,1
2022/09/29-09:25,-16.0,-1
2022/09/29-09:35,-16.0,1
2022/09/29-10:10,-16.0,-1
2022/09/29-10:45,28.0,1
2022/09/29-13:40,28.0,-1
2022/09/29-14:30,24.0,1
2022/09/29-15:00,24.0,-1
2022/09/30-21:10,-32.0,1
2022/09/30-21:20,-32.0,-1
2022/09/30-21:40,4.0,1
2022/09/30-22:05,4.0,-1
2022/09/30-22:10,-36.0,1
2022/09/30-22:20,-36.0,-1
2022/09/30-22:30,-56.0,1
2022/09/30-22:40,-56.0,-1
2022/09/30-22:50,-52.0,1
2022/09/30-23:00,-52.0,-1
2022/09/30-09:30,-4.0,1
2022/09/30-09:55,-4.0,-1
2022/09/30-10:10,-12.0,1
2022/09/30-14:00,-12.0,-1
2022/10/10-09:05,48.0,1
2022/10/10-09:25,48.0,-1
2022/10/10-11:00,-36.0,1
2022/10/10-11:10,-36.0,-1
2022/10/10-11:20,-20.0,1
2022/10/10-13:35,-20.0,-1
2022/10/10-13:40,-20.0,1
2022/10/10-14:00,-20.0,-1
2022/10/10-14:05,-40.0,1
2022/10/11-21:10,-40.0,-1
2022/10/11-22:05,-64.0,1
2022/10/11-22:40,-64.0,-1
2022/10/11-10:05,-20.0,1
2022/10/11-10:55,-20.0,-1
2022/10/11-14:00,-124.0,1
2022/10/11-14:15,-124.0,-1
2022/10/12-21:05,0.0,1
2022/10/12-21:25,0.0,-1
2022/10/12-09:25,-40.0,1
2022/10/12-09:35,-40.0,-1
2022/10/12-09:45,-36.0,1
2022/10/12-10:00,-36.0,-1
2022/10/12-10:40,104.0,1
2022/10/12-14:05,104.0,-1
2022/10/12-14:15,-4.0,1
2022/10/12-14:35,-4.0,-1
2022/10/12-14:50,-48.0,1
2022/10/13-21:35,-48.0,-1
2022/10/13-21:50,28.0,1
2022/10/13-22:25,28.0,-1
2022/10/13-09:40,-44.0,1
2022/10/13-09:45,-44.0,-1
2022/10/13-11:25,-16.0,1
2022/10/13-13:40,-16.0,-1
2022/10/13-14:05,-36.0,1
2022/10/13-14:15,-36.0,-1
2022/10/13-14:20,-32.0,1
2022/10/13-14:45,-32.0,-1
2022/10/14-21:30,24.0,1
2022/10/14-22:10,24.0,-1
2022/10/14-22:20,-32.0,1
2022/10/14-22:25,-32.0,-1
2022/10/14-22:40,76.0,1
2022/10/14-09:30,76.0,-1
2022/10/14-10:00,36.0,1
2022/10/14-11:30,36.0,-1
2022/10/14-13:35,-36.0,1
2022/10/14-13:55,-36.0,-1
2022/10/14-14:10,-24.0,1
2022/10/17-21:05,-24.0,-1
2022/10/17-09:05,-36.0,1
2022/10/17-09:10,-36.0,-1
2022/10/17-10:55,-44.0,1
2022/10/17-11:05,-44.0,-1
2022/10/17-13:35,0.0,1
2022/10/17-14:30,0.0,-1
2022/10/17-14:50,-8.0,1
2022/10/18-21:05,-8.0,-1
2022/10/18-21:10,56.0,1
2022/10/18-21:55,56.0,-1
2022/10/18-22:15,-56.0,1
2022/10/18-22:20,-56.0,-1
2022/10/18-23:00,-24.0,1
2022/10/18-09:10,-24.0,-1
2022/10/18-09:35,-36.0,1
2022/10/18-10:00,-36.0,-1
2022/10/18-10:40,-32.0,1
2022/10/18-10:50,-32.0,-1
2022/10/18-11:20,172.0,1
2022/10/18-14:50,172.0,-1
2022/10/19-21:10,-28.0,1
2022/10/19-21:20,-28.0,-1
2022/10/19-21:30,-36.0,1
2022/10/19-21:50,-36.0,-1
2022/10/19-22:10,-32.0,1
2022/10/19-22:40,-32.0,-1
2022/10/19-23:00,12.0,1
2022/10/19-09:50,12.0,-1
2022/10/19-10:05,-48.0,1
2022/10/19-11:00,-48.0,-1
2022/10/19-13:55,-32.0,1
2022/10/19-14:00,-32.0,-1
2022/10/19-14:10,12.0,1
2022/10/19-14:25,12.0,-1
2022/10/19-15:00,-112.0,1
2022/10/20-21:05,-112.0,-1
2022/10/20-21:35,4.0,1
2022/10/20-22:00,4.0,-1
2022/10/20-22:15,16.0,1
2022/10/20-22:35,16.0,-1
2022/10/20-22:40,-20.0,1
2022/10/20-09:30,-20.0,-1
2022/10/20-09:45,-16.0,1
2022/10/20-10:05,-16.0,-1
2022/10/20-10:15,-28.0,1
2022/10/20-11:20,-28.0,-1
2022/10/20-13:35,0.0,1
2022/10/20-13:50,0.0,-1
2022/10/20-13:55,-52.0,1
2022/10/20-14:05,-52.0,-1
2022/10/21-21:20,160.0,1
2022/10/21-22:35,160.0,-1
2022/10/21-09:15,-44.0,1
2022/10/21-09:35,-44.0,-1
2022/10/21-09:40,-24.0,1
2022/10/21-10:35,-24.0,-1
2022/10/21-10:50,4.0,1
2022/10/21-13:35,4.0,-1
2022/10/21-14:50,64.0,1
2022/10/24-22:10,64.0,-1
2022/10/24-22:35,-16.0,1
2022/10/24-22:50,-16.0,-1
2022/10/24-22:55,68.0,1
2022/10/24-09:25,68.0,-1
2022/10/24-13:40,-16.0,1
2022/10/24-14:00,-16.0,-1
2022/10/24-14:20,-156.0,1
2022/10/25-21:05,-156.0,-1
2022/10/25-21:30,-16.0,1
2022/10/25-21:45,-16.0,-1
2022/10/25-22:20,-32.0,1
2022/10/25-22:25,-32.0,-1
2022/10/25-22:35,-32.0,1
2022/10/25-09:05,-32.0,-1
2022/10/25-09:45,-4.0,1
2022/10/25-10:10,-4.0,-1
2022/10/25-10:55,36.0,1
2022/10/25-13:40,36.0,-1
2022/10/25-14:00,-44.0,1
2022/10/26-21:05,-44.0,-1
2022/10/26-21:15,16.0,1
2022/10/26-21:45,16.0,-1
2022/10/26-21:50,-28.0,1
2022/10/26-09:05,-28.0,-1
2022/10/26-09:20,100.0,1
2022/10/26-10:55,100.0,-1
2022/10/26-11:20,-16.0,1
2022/10/26-13:35,-16.0,-1
2022/10/27-21:10,104.0,1
2022/10/27-09:25,104.0,-1
2022/10/27-10:00,-40.0,1
2022/10/27-10:10,-40.0,-1
2022/10/27-10:50,-80.0,1
2022/10/27-13:35,-80.0,-1
2022/10/28-22:30,-24.0,1
2022/10/28-22:45,-24.0,-1
2022/10/28-22:55,-40.0,1
2022/10/28-09:05,-40.0,-1
2022/10/28-11:05,-24.0,1
2022/10/28-13:40,-24.0,-1
2022/10/28-14:05,-36.0,1
2022/10/28-14:15,-36.0,-1
2022/10/28-15:00,20.0,1
2022/10/31-21:20,20.0,-1
2022/10/31-09:05,-32.0,1
2022/10/31-09:30,-32.0,-1
2022/10/31-10:05,-28.0,1
2022/10/31-10:10,-28.0,-1
2022/10/31-10:35,8.0,1
2022/10/31-11:05,8.0,-1
2022/11/01-21:10,-4.0,1
2022/11/01-21:25,-4.0,-1
2022/11/01-21:35,16.0,1
2022/11/01-22:10,16.0,-1
2022/11/01-22:30,100.0,1
2022/11/01-09:35,100.0,-1
2022/11/01-09:50,68.0,1
2022/11/01-11:15,68.0,-1
2022/11/01-13:40,-12.0,1
2022/11/01-13:55,-12.0,-1
2022/11/01-14:00,112.0,1
2022/11/01-14:35,112.0,-1
2022/11/02-21:50,-44.0,1
2022/11/02-21:55,-44.0,-1
2022/11/02-22:30,-16.0,1
2022/11/02-09:10,-16.0,-1
2022/11/02-09:15,-24.0,1
2022/11/02-10:05,-24.0,-1
2022/11/02-10:45,148.0,1
2022/11/02-13:50,148.0,-1
2022/11/02-14:55,-44.0,1
2022/11/03-21:05,-44.0,-1
2022/11/03-21:10,-60.0,1
2022/11/03-21:15,-60.0,-1
2022/11/03-21:40,8.0,1
2022/11/03-09:05,8.0,-1
2022/11/03-09:10,-24.0,1
2022/11/03-09:20,-24.0,-1
2022/11/03-09:35,-24.0,1
2022/11/03-09:45,-24.0,-1
2022/11/03-10:35,84.0,1
2022/11/03-14:15,84.0,-1
2022/11/03-14:20,-4.0,1
2022/11/03-14:55,-4.0,-1
2022/11/04-21:40,32.0,1
2022/11/04-09:05,32.0,-1
2022/11/04-09:10,72.0,1
2022/11/04-10:55,72.0,-1
2022/11/04-11:00,132.0,1
2022/11/04-13:35,132.0,-1
2022/11/04-14:55,24.0,1
2022/11/07-21:25,24.0,-1
2022/11/07-21:35,-132.0,1
2022/11/07-09:05,-132.0,-1
2022/11/07-11:00,-64.0,1
2022/11/07-13:55,-64.0,-1
2022/11/07-14:15,32.0,1
2022/11/07-14:50,32.0,-1
2022/11/08-21:50,-20.0,1
2022/11/08-22:40,-20.0,-1
2022/11/08-10:00,-36.0,1
2022/11/08-10:10,-36.0,-1
2022/11/08-10:15,-4.0,1
2022/11/08-10:50,-4.0,-1
2022/11/08-11:05,-24.0,1
2022/11/08-13:35,-24.0,-1
2022/11/08-14:05,216.0,1
2022/11/09-21:35,216.0,-1
2022/11/09-22:05,20.0,1
2022/11/09-22:55,20.0,-1
2022/11/09-09:50,-32.0,1
2022/11/09-10:00,-32.0,-1
2022/11/09-10:15,8.0,1
2022/11/09-11:00,8.0,-1
2022/11/09-11:15,-48.0,1
2022/11/09-13:45,-48.0,-1
2022/11/09-14:00,8.0,1
2022/11/09-15:00,8.0,-1
2022/11/10-22:20,-32.0,1
2022/11/10-09:15,-32.0,-1
2022/11/10-09:40,56.0,1
2022/11/10-13:35,56.0,-1
2022/11/10-14:10,-36.0,1
2022/11/10-14:20,-36.0,-1
2022/11/10-15:00,-40.0,1
2022/11/11-21:05,-40.0,-1
2022/11/11-21:15,140.0,1
2022/11/11-22:10,140.0,-1
2022/11/11-22:25,144.0,1
2022/11/11-09:35,144.0,-1
2022/11/11-10:45,96.0,1
2022/11/11-14:15,96.0,-1
2022/11/11-14:30,-40.0,1
2022/11/11-14:35,-40.0,-1
2022/11/11-14:50,36.0,1
2022/11/14-22:20,36.0,-1
2022/11/14-09:05,20.0,1
2022/11/14-09:20,20.0,-1
2022/11/14-10:35,-28.0,1
2022/11/14-11:10,-28.0,-1
2022/11/14-14:05,32.0,1
2022/11/15-21:25,32.0,-1
2022/11/15-22:05,-32.0,1
2022/11/15-22:10,-32.0,-1
2022/11/15-22:40,-44.0,1
2022/11/15-09:15,-44.0,-1
2022/11/15-09:35,32.0,1
2022/11/15-13:35,32.0,-1
2022/11/15-14:05,140.0,1
2022/11/16-21:10,140.0,-1
2022/11/16-22:00,-8.0,1
2022/11/16-22:40,-8.0,-1
2022/11/16-23:00,-4.0,1
2022/11/16-09:50,-4.0,-1
2022/11/16-10:00,-24.0,1
2022/11/16-10:10,-24.0,-1
2022/11/16-10:35,72.0,1
2022/11/16-13:35,72.0,-1
2022/11/16-13:40,24.0,1
2022/11/16-14:20,24.0,-1
2022/11/16-14:35,-40.0,1
2022/11/16-14:50,-40.0,-1
2022/11/16-14:55,-40.0,1
2022/11/16-15:00,-40.0,-1
2022/11/17-22:45,-40.0,1
2022/11/17-23:00,-40.0,-1
2022/11/17-09:35,16.0,1
2022/11/17-10:55,16.0,-1
2022/11/17-13:55,-36.0,1
2022/11/17-14:05,-36.0,-1
2022/11/17-14:15,92.0,1
2022/11/18-21:05,92.0,-1
2022/11/18-21:15,-12.0,1
2022/11/18-21:50,-12.0,-1
2022/11/18-22:40,40.0,1
2022/11/18-09:15,40.0,-1
2022/11/18-09:30,-52.0,1
2022/11/18-09:35,-52.0,-1
2022/11/18-10:05,16.0,1
2022/11/18-10:50,16.0,-1
2022/11/18-11:20,-12.0,1
2022/11/18-14:10,-12.0,-1
2022/11/18-14:15,-40.0,1
2022/11/18-14:45,-40.0,-1
2022/11/18-14:55,-60.0,1
2022/11/21-21:10,-60.0,-1
2022/11/21-22:20,-32.0,1
2022/11/21-22:35,-32.0,-1
2022/11/21-22:40,-20.0,1
2022/11/21-23:00,-20.0,-1
2022/11/21-11:00,88.0,1
2022/11/21-14:40,88.0,-1
2022/11/21-14:45,80.0,1
2022/11/22-21:40,80.0,-1
2022/11/22-21:55,-20.0,1
2022/11/22-22:15,-20.0,-1
2022/11/22-22:20,-32.0,1
2022/11/22-22:25,-32.0,-1
2022/11/22-09:05,-32.0,1
2022/11/22-09:20,-32.0,-1
2022/11/22-09:30,0.0,1
2022/11/22-10:05,0.0,-1
2022/11/22-10:15,-56.0,1
2022/11/22-10:35,-56.0,-1
2022/11/22-10:45,68.0,1
2022/11/22-13:35,68.0,-1
2022/11/22-13:40,-32.0,1
2022/11/22-13:45,-32.0,-1
2022/11/23-21:20,-32.0,1
2022/11/23-21:50,-32.0,-1
2022/11/23-21:55,-24.0,1
2022/11/23-22:10,-24.0,-1
2022/11/23-22:25,-32.0,1
2022/11/23-23:00,-32.0,-1
2022/11/23-09:40,-12.0,1
2022/11/23-10:40,-12.0,-1
2022/11/23-11:05,-8.0,1
2022/11/23-11:30,-8.0,-1
2022/11/23-13:45,52.0,1
2022/11/23-14:50,52.0,-1
2022/11/24-21:05,176.0,1
2022/11/24-22:40,176.0,-1
2022/11/24-09:05,16.0,1
2022/11/24-09:35,16.0,-1
2022/11/24-10:40,-24.0,1
2022/11/24-11:15,-24.0,-1
2022/11/24-14:20,-36.0,1
2022/11/24-14:45,-36.0,-1
2022/11/25-21:50,-28.0,1
2022/11/25-22:15,-28.0,-1
2022/11/25-22:40,24.0,1
2022/11/25-09:35,24.0,-1
2022/11/25-09:50,36.0,1
2022/11/25-10:55,36.0,-1
2022/11/25-11:05,-36.0,1
2022/11/25-11:10,-36.0,-1
2022/11/25-11:25,196.0,1
2022/11/28-21:20,196.0,-1
2022/11/28-21:35,,1
