,v3_strength,mv13_ratio,bsp,zig,peak,p_pos,valley,p_v_value,v_pos,z_pos,dw_pct_prev,up_pct_prev,z_pct_prev,z_len_prev,z_pct_prev_avg,up_pct_avg,up_pct_avg_k,dw_pct_avg,dw_pct_avg_k,zig_pct_curr,zig_pct_curr_avg_k,zig_pct_avg,zig_pct_avg_k
1368,0.3162061507951999,0.8364354268996111,0.706,0,4173.0,27,4140.0,4140.0,21,21,-0.7908,0.0,-0.7908,5.0,-0.15816,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,0.7487922705313954,0.03403601229688161,1.2261912863070539,0.07201704003813154
1369,1.0751281471878977,0.8925839600804159,0.718,0,4173.0,28,4140.0,4140.0,22,22,-0.7908,0.0,-0.7908,5.0,-0.15816,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,0.9661835748792313,0.04200798151648832,1.2261912863070539,0.07201704003813154
1370,1.0164115625825985,0.9259025524308963,0.703,0,4173.0,29,4140.0,4140.0,23,23,-0.7908,0.0,-0.7908,5.0,-0.15816,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,1.0869565217391353,0.04528985507246397,1.2261912863070539,0.07201704003813154
1371,0.7045344429560806,0.8377830819327903,0.486,0,4173.0,30,4140.0,4140.0,24,24,-0.7908,0.0,-0.7908,5.0,-0.15816,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,1.2077294685990392,0.04830917874396157,1.2261912863070539,0.07201704003813154
1372,0.8779743596053052,0.8275432105854654,2.068,0,4173.0,31,4140.0,4140.0,25,25,-0.7908,0.0,-0.7908,5.0,-0.15816,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,1.2077294685990392,0.04645113340765535,1.2261912863070539,0.07201704003813154
1373,0.4872726676127741,0.8229051131607918,1.291,0,4173.0,32,4140.0,4140.0,26,26,-0.7908,0.0,-0.7908,5.0,-0.15816,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,1.231884057971011,0.04562533548040782,1.2261912863070539,0.07201704003813154
1374,0.8876391059287266,0.8404052703241915,0.724,0,4173.0,33,4140.0,4140.0,27,27,-0.7908,0.0,-0.7908,5.0,-0.15816,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,1.328502415458943,0.0474465148378194,1.2261912863070539,0.07201704003813154
1375,0.4985664158751445,0.7631422729371414,1.436,0,4173.0,34,4140.0,4140.0,28,28,-0.7908,0.0,-0.7908,5.0,-0.15816,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,1.352657004830915,0.046643344994169486,1.2261912863070539,0.07201704003813154
1376,0.5362443110612757,0.7649941830243323,1.625,1,4197.0,0,4140.0,4197.0,29,0,0.0,1.3768,1.3768,28.0,0.049171428571428574,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,0.0,0.0,-1.2868954166666668,0.07201704003813154
1377,0.720314859278695,0.7859647389994567,0.724,0,4197.0,1,4140.0,4197.0,30,1,0.0,1.3768,1.3768,28.0,0.049171428571428574,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,-0.14295925661186315,-0.07147962830593158,-1.2868954166666668,0.07201704003813154
1378,0.26272902365548917,0.7681491103276221,0.286,0,4197.0,2,4140.0,4197.0,31,2,0.0,1.3768,1.3768,28.0,0.049171428571428574,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,-0.19061234214915457,-0.06353744738305152,-1.2868954166666668,0.07201704003813154
1379,0.600235046700068,0.6742416121770822,0.685,0,4197.0,3,4140.0,4197.0,32,3,0.0,1.3768,1.3768,28.0,0.049171428571428574,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,-0.3573981415296634,-0.08934953538241586,-1.2868954166666668,0.07201704003813154
1380,0.7386396431310142,0.7086467949538009,0.908,0,4197.0,4,4140.0,4197.0,33,4,0.0,1.3768,1.3768,28.0,0.049171428571428574,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,-0.45270431260424626,-0.09054086252084925,-1.2868954166666668,0.07201704003813154
1381,1.0335051440032024,0.6993947822079958,1.327,0,4197.0,5,4140.0,4197.0,34,5,0.0,1.3768,1.3768,28.0,0.049171428571428574,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,-0.38122468429830914,-0.06353744738305152,-1.2868954166666668,0.07201704003813154
1382,0.5598778867160661,0.6592827655467338,0.751,0,4197.0,6,4140.0,4197.0,35,6,0.0,1.3768,1.3768,28.0,0.049171428571428574,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,-0.2620919704550917,-0.0374417100650131,-1.2868954166666668,0.07201704003813154
1383,0.6489930482670059,0.6535974596488919,0.898,0,4197.0,7,4140.0,4197.0,36,7,0.0,1.3768,1.3768,28.0,0.049171428571428574,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,-0.42887776983560055,-0.05360972122945007,-1.2868954166666668,0.07201704003813154
1384,0.681649911976176,0.6365994319232808,0.945,0,4197.0,8,4140.0,4197.0,37,8,0.0,1.3768,1.3768,28.0,0.049171428571428574,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,-0.3573981415296634,-0.039710904614407044,-1.2868954166666668,0.07201704003813154
1385,7.734393304751373,1.1824379922416832,7.689,0,4197.0,9,4140.0,4197.0,38,9,0.0,1.3768,1.3768,28.0,0.049171428571428574,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,-1.6916845365737454,-0.16916845365737454,-1.2868954166666668,0.07201704003813154
1386,2.7168214411660987,1.316253872354854,2.623,0,4197.0,10,4140.0,4197.0,39,10,0.0,1.3768,1.3768,28.0,0.049171428571428574,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,-1.5010721944245908,-0.13646110858405372,-1.2868954166666668,0.07201704003813154
1387,1.2169597583342322,1.3773340159123013,1.205,0,4197.0,11,4140.0,4197.0,40,11,0.0,1.3768,1.3768,28.0,0.049171428571428574,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,-1.5248987371932365,-0.12707489476610304,-1.2868954166666668,0.07201704003813154
1388,1.0896115843402014,1.4203419583073025,1.096,0,4197.0,12,4140.0,4197.0,41,12,0.0,1.3768,1.3768,28.0,0.049171428571428574,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,-1.5010721944245908,-0.11546709187881468,-1.2868954166666668,0.07201704003813154
1389,1.4749970296156896,1.480021050544187,1.404,0,4197.0,13,4140.0,4197.0,42,13,0.0,1.3768,1.3768,28.0,0.049171428571428574,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,-1.8108172504169628,-0.12934408931549735,-1.2868954166666668,0.07201704003813154
1390,0.866275655350728,1.5487315907163237,0.838,0,4197.0,14,4140.0,4197.0,43,14,0.0,1.3768,1.3768,28.0,0.049171428571428574,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,-1.8822968787229,-0.12548645858152666,-1.2868954166666668,0.07201704003813154
1391,0.5551700208188758,1.628420928846302,0.541,0,4197.0,15,4140.0,4197.0,44,15,0.0,1.3768,1.3768,28.0,0.049171428571428574,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,-1.8108172504169628,-0.11317607815106018,-1.2868954166666668,0.07201704003813154
1392,0.7138483498035335,1.6611752239349638,0.665,0,4197.0,16,4140.0,4197.0,45,16,0.0,1.3768,1.3768,28.0,0.049171428571428574,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,-1.8822968787229,-0.11072334580722941,-1.2868954166666668,0.07201704003813154
1393,1.0828352401609351,1.6823434448203898,0.98,0,4197.0,17,4140.0,4197.0,46,17,0.0,1.3768,1.3768,28.0,0.049171428571428574,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,-1.7393376221110368,-0.0966298678950576,-1.2868954166666668,0.07201704003813154
1394,0.7769101760343955,1.7067321826046786,0.695,0,4197.0,18,4140.0,4197.0,47,18,0.0,1.3768,1.3768,28.0,0.049171428571428574,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,-1.9061234214915457,-0.1003222853416603,-1.2868954166666668,0.07201704003813154
1395,0.45558775355927933,1.7039976957549365,0.42,0,4197.0,19,4140.0,4197.0,48,19,0.0,1.3768,1.3768,28.0,0.049171428571428574,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,-1.9776030497974717,-0.09888015248987359,-1.2868954166666668,0.07201704003813154
1396,0.7873402065349068,1.7300938774111763,0.701,-1,4197.0,20,4107.0,4107.0,0,0,-2.1444,0.0,-2.1444,19.0,-0.11286315789473685,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,0.0,0.0,1.2261912863070539,0.07201704003813154
1397,0.6886627608181725,1.1181102362204722,0.601,0,4197.0,21,4107.0,4107.0,1,1,-2.1444,0.0,-2.1444,19.0,-0.11286315789473685,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,0.14609203798392478,0.07304601899196239,1.2261912863070539,0.07201704003813154
1398,0.6209959449891651,0.9224117945063155,0.546,0,4197.0,22,4107.0,4107.0,2,2,-2.1444,0.0,-2.1444,19.0,-0.11286315789473685,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,0.07304601899196239,0.024348672997320797,1.2261912863070539,0.07201704003813154
1399,0.4332780930955427,0.8461184840842596,0.409,0,4197.0,23,4107.0,4107.0,3,3,-2.1444,0.0,-2.1444,19.0,-0.11286315789473685,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,0.19478938397856638,0.048697345994641594,1.2261912863070539,0.07201704003813154
1400,1.3858229827674355,0.8727851273892291,1.24,0,4197.0,24,4107.0,4107.0,4,4,-2.1444,0.0,-2.1444,19.0,-0.11286315789473685,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,0.5356708059410797,0.10713416118821595,1.2261912863070539,0.07201704003813154
1401,1.4159492622539938,0.8479081342372823,1.217,0,4197.0,25,4107.0,4107.0,5,5,-2.1444,0.0,-2.1444,19.0,-0.11286315789473685,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,0.6817628439250045,0.11362714065416742,1.2261912863070539,0.07201704003813154
1402,0.788016451754405,0.8343903789236007,0.672,0,4197.0,26,4107.0,4107.0,6,6,-2.1444,0.0,-2.1444,19.0,-0.11286315789473685,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,0.511322132943759,0.07304601899196557,1.2261912863070539,0.07201704003813154
1403,0.4226438780714257,0.8191743596240972,0.369,0,4197.0,27,4107.0,4107.0,7,7,-2.1444,0.0,-2.1444,19.0,-0.11286315789473685,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,0.41392744095447576,0.05174093011930947,1.2261912863070539,0.07201704003813154
1404,0.82572775450109,0.8226600125636909,0.675,1,4138.0,0,4107.0,4138.0,8,0,0.0,0.7548,0.7548,7.0,0.10782857142857143,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,0.0,0.0,-1.2868954166666668,0.07201704003813154
1405,0.5177287638724087,0.771939789832434,0.429,0,4138.0,1,4107.0,4138.0,9,1,0.0,0.7548,0.7548,7.0,0.10782857142857143,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,-0.048332527791206115,-0.024166263895603057,-1.2868954166666668,0.07201704003813154
1406,0.6795272322111289,0.7608591176393488,0.55,0,4138.0,2,4107.0,4138.0,10,2,0.0,0.7548,0.7548,7.0,0.10782857142857143,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,-0.21749637506041086,-0.07249879168680362,-1.2868954166666668,0.07201704003813154
1407,0.5185113986875562,0.7662030043914377,0.431,0,4138.0,3,4107.0,4138.0,11,3,0.0,0.7548,0.7548,7.0,0.10782857142857143,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,-0.3383276945384206,-0.08458192363460515,-1.2868954166666668,0.07201704003813154
1408,0.9924736973454349,0.7792094343743176,0.797,-1,4138.0,4,4114.0,4114.0,0,0,-0.58,0.0,-0.58,3.0,-0.19333333333333333,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,0.0,0.0,1.2261912863070539,0.07201704003813154
1409,3.712426293950644,1.002124675986912,2.68,0,4138.0,5,4114.0,4114.0,1,1,-0.58,0.0,-0.58,3.0,-0.19333333333333333,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,0.6562955760816669,0.32814778804083344,1.2261912863070539,0.07201704003813154
1410,1.9468831003272002,1.0996830461157405,1.344,1,4158.0,0,4114.0,4158.0,2,0,0.0,1.0695,1.0695,1.0,1.0695,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,0.0,0.0,-1.2868954166666668,0.07201704003813154
1411,1.6170945194265443,1.1896016059038623,3.517,0,4158.0,1,4114.0,4158.0,3,1,0.0,1.0695,1.0695,1.0,1.0695,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,0.0,0.0,-1.2868954166666668,0.07201704003813154
1412,1.3343661760663685,1.1805087444326354,0.894,0,4158.0,2,4114.0,4158.0,4,2,0.0,1.0695,1.0695,1.0,1.0695,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,-0.04810004810005264,-0.016033349366684213,-1.2868954166666668,0.07201704003813154
1413,1.0644677041160244,1.1541221594424054,0.724,0,4158.0,3,4114.0,4158.0,5,3,0.0,1.0695,1.0695,1.0,1.0695,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,-0.1202501202501205,-0.030062530062530124,-1.2868954166666668,0.07201704003813154
1414,0.7314719346723306,1.1515563521001997,0.498,0,4158.0,4,4114.0,4158.0,6,4,0.0,1.0695,1.0695,1.0,1.0695,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,-0.240500240500241,-0.0481000481000482,-1.2868954166666668,0.07201704003813154
1415,0.7890736048451888,1.1840468048288082,1.759,0,4158.0,5,4114.0,4158.0,7,5,0.0,1.0695,1.0695,1.0,1.0695,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,-0.240500240500241,-0.040083373416706834,-1.2868954166666668,0.07201704003813154
1416,0.8840179638251412,1.199256031283139,0.597,0,4158.0,6,4114.0,4158.0,8,6,0.0,1.0695,1.0695,1.0,1.0695,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,-0.2645502645502673,-0.037792894935752476,-1.2868954166666668,0.07201704003813154
1417,0.7128181336161188,1.2197307928499113,0.484,0,4158.0,7,4114.0,4158.0,9,7,0.0,1.0695,1.0695,1.0,1.0695,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,-0.14430014430014682,-0.018037518037518352,-1.2868954166666668,0.07201704003813154
1418,0.6657150918656952,1.2284508840823447,0.437,0,4158.0,8,4114.0,4158.0,10,8,0.0,1.0695,1.0695,1.0,1.0695,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,-0.3607503607503615,-0.040083373416706834,-1.2868954166666668,0.07201704003813154
1419,2.465331536095682,1.370832580226425,1.506,0,4158.0,9,4114.0,4158.0,11,9,0.0,1.0695,1.0695,1.0,1.0695,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,-0.7936507936507908,-0.07936507936507908,-1.2868954166666668,0.07201704003813154
1420,1.3639724609342907,1.3950826483311474,0.847,0,4158.0,10,4114.0,4158.0,12,10,0.0,1.0695,1.0695,1.0,1.0695,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,-0.889850889850885,-0.08089553544098954,-1.2868954166666668,0.07201704003813154
1421,1.2679533030818988,1.2047753798321574,0.785,0,4158.0,11,4114.0,4158.0,13,11,0.0,1.0695,1.0695,1.0,1.0695,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,-0.7455507455507493,-0.062129228795895775,-1.2868954166666668,0.07201704003813154
1422,1.2606419801066324,1.1481530656173682,0.759,0,4158.0,12,4114.0,4158.0,14,12,0.0,1.0695,1.0695,1.0,1.0695,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,-1.0341510341510318,-0.07955007955007937,-1.2868954166666668,0.07201704003813154
1423,0.5779188644401261,1.0718326706106749,1.173,0,4158.0,13,4114.0,4158.0,15,13,0.0,1.0695,1.0695,1.0,1.0695,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,-1.0582010582010581,-0.07558578987150415,-1.2868954166666668,0.07201704003813154
1424,1.473668897294152,1.08321149066947,0.875,0,4158.0,14,4114.0,4158.0,16,14,0.0,1.0695,1.0695,1.0,1.0695,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,-0.962000962000964,-0.06413339746673093,-1.2868954166666668,0.07201704003813154
1425,0.8332829851251253,1.0625521803352387,0.626,0,4158.0,15,4114.0,4158.0,17,15,0.0,1.0695,1.0695,1.0,1.0695,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,-1.202501202501205,-0.07515632515632531,-1.2868954166666668,0.07201704003813154
1426,1.695459508059855,1.1377883475852821,1.303,0,4158.0,16,4114.0,4158.0,18,16,0.0,1.0695,1.0695,1.0,1.0695,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,-1.443001443001446,-0.08488243782361447,-1.2868954166666668,0.07201704003813154
1427,1.024224987929404,1.15316538082992,0.791,0,4158.0,17,4114.0,4158.0,19,17,0.0,1.0695,1.0695,1.0,1.0695,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,-1.5392015392015401,-0.08551119662230779,-1.2868954166666668,0.07201704003813154
1428,2.0535289075150014,1.2395302650893705,1.569,0,4158.0,18,4114.0,4158.0,20,18,0.0,1.0695,1.0695,1.0,1.0695,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,-1.5873015873015928,-0.08354218880534699,-1.2868954166666668,0.07201704003813154
1429,0.6273598605866977,1.236507188310158,0.511,0,4158.0,19,4114.0,4158.0,21,19,0.0,1.0695,1.0695,1.0,1.0695,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,-1.4189514189514196,-0.07094757094757098,-1.2868954166666668,0.07201704003813154
1430,0.7565401838321942,1.243337236671536,0.619,0,4158.0,20,4114.0,4158.0,22,20,0.0,1.0695,1.0695,1.0,1.0695,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,-1.4911014911014875,-0.07100483290959464,-1.2868954166666668,0.07201704003813154
1431,0.44082917869325633,1.0866391373270448,1.195,0,4158.0,21,4114.0,4158.0,23,21,0.0,1.0695,1.0695,1.0,1.0695,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,-1.5151515151515138,-0.0688705234159779,-1.2868954166666668,0.07201704003813154
1432,0.6223457345832437,1.027607182318285,0.501,0,4158.0,22,4114.0,4158.0,24,22,0.0,1.0695,1.0695,1.0,1.0695,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,-1.7075517075517022,-0.07424137858920445,-1.2868954166666668,0.07201704003813154
1433,0.9093855049603911,0.9996845192423787,0.731,0,4158.0,23,4114.0,4158.0,25,23,0.0,1.0695,1.0695,1.0,1.0695,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,-1.4911014911014875,-0.06212922879589531,-1.2868954166666668,0.07201704003813154
1434,1.6629341268388438,1.0284672632265988,1.244,-1,4158.0,24,4074.0,4074.0,0,0,-2.0202,0.0,-2.0202,23.0,-0.08783478260869565,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,0.0,0.0,1.2261912863070539,0.07201704003813154
1435,1.4301990120843937,1.0967032375414836,0.997,1,4095.0,0,4074.0,4095.0,1,0,0.0,0.5155,0.5155,23.0,0.02241304347826087,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,0.0,0.0,-1.2868954166666668,0.07201704003813154
1436,2.776617713224351,1.2017535827114143,1.886,0,4095.0,1,4074.0,4095.0,2,1,0.0,0.5155,0.5155,23.0,0.02241304347826087,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,-0.17094017094017033,-0.08547008547008517,-1.2868954166666668,0.07201704003813154
1437,2.040657479053157,1.2960116311648582,1.323,-1,4095.0,2,4072.0,4072.0,0,0,-0.5617,0.0,-0.5617,1.0,-0.5617,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,0.0,0.0,1.2261912863070539,0.07201704003813154
1438,1.6256370258747985,1.290220618393772,1.02,0,4095.0,3,4072.0,4072.0,1,1,-0.5617,0.0,-0.5617,1.0,-0.5617,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,0.27013752455795625,0.13506876227897813,1.2261912863070539,0.07201704003813154
1439,1.4991364161458198,1.3281384568146246,0.911,0,4095.0,4,4072.0,4072.0,2,2,-0.5617,0.0,-0.5617,1.0,-0.5617,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,0.4911591355599265,0.16371971185330883,1.2261912863070539,0.07201704003813154
1440,0.8744167933557505,1.2349193085078602,0.554,0,4095.0,5,4072.0,4072.0,3,3,-0.5617,0.0,-0.5617,1.0,-0.5617,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,0.36836935166995044,0.09209233791748761,1.2261912863070539,0.07201704003813154
1441,0.8187780256511651,1.248119462862874,0.529,0,4095.0,6,4072.0,4072.0,4,4,-0.5617,0.0,-0.5617,1.0,-0.5617,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,0.5157170923379084,0.10314341846758168,1.2261912863070539,0.07201704003813154
1442,1.3145372485652198,1.291047202435492,0.852,0,4095.0,7,4072.0,4072.0,5,5,-0.5617,0.0,-0.5617,1.0,-0.5617,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,0.6876227897838927,0.11460379829731544,1.2261912863070539,0.07201704003813154
1443,0.6849821180504242,1.3188480529453446,0.443,0,4095.0,8,4072.0,4072.0,6,6,-0.5617,0.0,-0.5617,1.0,-0.5617,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,0.5157170923379084,0.07367387033398691,1.2261912863070539,0.07201704003813154
1444,0.608545004655718,1.3340704647676163,0.4,0,4095.0,9,4072.0,4072.0,7,7,-0.5617,0.0,-0.5617,1.0,-0.5617,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,0.7367387033398787,0.09209233791748483,1.2261912863070539,0.07201704003813154
1445,0.8077961019490254,1.3355939866621453,0.523,0,4095.0,10,4072.0,4072.0,8,8,-0.5617,0.0,-0.5617,1.0,-0.5617,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,0.7121807465618968,0.07913119406243298,1.2261912863070539,0.07201704003813154
1446,0.9512829207641008,1.2782919005915026,0.597,0,4095.0,11,4072.0,4072.0,9,9,-0.5617,0.0,-0.5617,1.0,-0.5617,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,1.031434184675839,0.1031434184675839,1.2261912863070539,0.07201704003813154
1447,0.560893157299019,1.2093889296394515,0.354,0,4095.0,12,4072.0,4072.0,10,10,-0.5617,0.0,-0.5617,1.0,-0.5617,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,1.1051080550098291,0.10046436863725719,1.2261912863070539,0.07201704003813154
1448,1.0305253060994188,1.0690839594141615,2.137,0,4095.0,13,4072.0,4072.0,11,11,-0.5617,0.0,-0.5617,1.0,-0.5617,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,1.129666011787811,0.09413883431565091,1.2261912863070539,0.07201704003813154
1449,1.3308904581143461,1.0119099103842235,0.925,0,4095.0,14,4072.0,4072.0,12,12,-0.5617,0.0,-0.5617,1.0,-0.5617,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,1.2770137524557912,0.09823182711198394,1.2261912863070539,0.07201704003813154
1450,1.5059060670219206,1.0002850776836687,1.073,0,4095.0,15,4072.0,4072.0,13,13,-0.5617,0.0,-0.5617,1.0,-0.5617,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,1.5962671905697556,0.11401908504069683,1.2261912863070539,0.07201704003813154
1451,1.5736288138517744,1.0000447063907785,1.146,0,4095.0,16,4072.0,4072.0,14,14,-0.5617,0.0,-0.5617,1.0,-0.5617,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,1.989194499017688,0.1326129666011792,1.2261912863070539,0.07201704003813154
1452,2.28941427177015,1.1068951403254532,1.608,0,4095.0,17,4072.0,4072.0,15,15,-0.5617,0.0,-0.5617,1.0,-0.5617,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,2.23477406679764,0.1396733791748525,1.2261912863070539,0.07201704003813154
1453,2.3120236291027356,1.2278103791021633,1.558,1,4177.0,0,4072.0,4177.0,16,0,0.0,2.5786,2.5786,15.0,0.17190666666666665,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,0.0,0.0,-1.2868954166666668,0.07201704003813154
1454,6.839492472707364,1.6068670007898729,11.313,0,4177.0,1,4072.0,4177.0,17,1,0.0,2.5786,2.5786,15.0,0.17190666666666665,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,-0.406990663155371,-0.2034953315776855,-1.2868954166666668,0.07201704003813154
1455,1.8000712982573868,1.6914536857672522,0.935,0,4177.0,2,4072.0,4177.0,18,2,0.0,2.5786,2.5786,15.0,0.17190666666666665,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,-0.5506344266219765,-0.18354480887399216,-1.2868954166666668,0.07201704003813154
1456,1.6617717511299965,1.7766251561402477,0.849,0,4177.0,3,4072.0,4177.0,19,3,0.0,2.5786,2.5786,15.0,0.17190666666666665,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,-0.3830500359109368,-0.0957625089777342,-1.2868954166666668,0.07201704003813154
1457,0.9853184915035484,1.8222017891423137,0.504,-1,4177.0,4,4153.0,4153.0,0,0,-0.5746,0.0,-0.5746,3.0,-0.19153333333333333,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,0.0,0.0,1.2261912863070539,0.07201704003813154
1458,1.0469535798639018,1.8375750080804958,1.738,0,4177.0,5,4153.0,4153.0,1,1,-0.5746,0.0,-0.5746,3.0,-0.19153333333333333,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,0.04815795810257928,0.02407897905128964,1.2261912863070539,0.07201704003813154
1459,0.40641380570272206,1.8336934339500277,0.719,0,4177.0,6,4153.0,4153.0,2,2,-0.5746,0.0,-0.5746,3.0,-0.19153333333333333,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,0.07223693715385782,0.024078979051285938,1.2261912863070539,0.07201704003813154
1460,1.2045806208299115,1.856919399317117,0.635,0,4177.0,7,4153.0,4153.0,3,3,-0.5746,0.0,-0.5746,3.0,-0.19153333333333333,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,0.21671081146159565,0.05417770286539891,1.2261912863070539,0.07201704003813154
