time,open,high,low,close,volume,LH_MA_ALL.M1S   ,LH_MA_ALL.M2S   ,LH_MA_ALL.M3S   ,LH_MA_ALL.M2M   ,LH_MA_ALL.M3M   ,LH_MA_ALL.PV1   ,LH_MA_ALL.PV2   ,LH_MA_ALL.PV3   ,LH_MA_ALL.PEAK_PREV1,LH_MA_ALL.PEAK_PREV2,LH_MA_ALL.T_PREV1,LH_MA_ALL.T_PREV2,LH_VOL_TDX2.AMO1  ,LH_VOL_TDX2.VOLUME,LH_VOL_TDX2.MV1   ,LH_VOL_TDX2.MV2   ,LH_VOL_TDX2.MV3   ,LH_VOL_TDX2.      ,LH_VOL_TDX2.      ,LH_VOL_TDX2.      ,LH_VOL_TDX2.      ,LH_VOL_TDX2.      ,LH_VOL_TDX2.      ,LH_VOL_TDX2.      ,LH_VOL_TDX2.      ,LH_VOL_TDX2.      ,LH_VOL_TDX2.TL    ,LH_VOL_TDX2.      ,LH_VOL_TDX2.R23   ,LH_VOL_TDX2.R13   ,LH_VOL_TDX2.R12   ,LH_VOL_TDX2.V1S   ,LH_VOL_TDX2.V2S   ,LH_VOL_TDX2.V3S   ,LH_VOL_TDX2.VVRATIO,LH_VOL_TDX2.AMO1  ,LH_VOL_TDX2.VOLUME,LH_VOL_TDX2.MV1   ,LH_VOL_TDX2.MV2   ,LH_VOL_TDX2.MV3   ,LH_VOL_TDX2.      ,LH_VOL_TDX2.      ,LH_VOL_TDX2.      ,LH_VOL_TDX2.      ,LH_VOL_TDX2.      ,LH_VOL_TDX2.      ,LH_VOL_TDX2.      ,LH_VOL_TDX2.      ,LH_VOL_TDX2.      ,LH_VOL_TDX2.TL    ,LH_VOL_TDX2.      ,LH_VOL_TDX2.R23   ,LH_VOL_TDX2.R13   ,LH_VOL_TDX2.R12   ,LH_VOL_TDX2.V1S   ,LH_VOL_TDX2.V2S   ,LH_VOL_TDX2.V3S   ,LH_VOL_TDX2.VVRATIO
2025/08/04-14:15,6152.8,6157.2,6148.2,6157.2,1076,6143.04,6135.7,6128.74,6124.17,6130.44,6154.76,6139.14,6152.07,6126.4,6119.6,6110.2,6090.8,0,10.76,8.33,7.7,10.03,0,0,0,0,           ,0,0,1,0,0,0,0.77,0.83,1.08,1.29,1.4,1.07,0.68,0,10.76,8.33,7.7,10.03,0,0,0,0,           ,0,0,1,0,0,0,0.77,0.83,1.08,1.29,1.4,1.07,0.68
2025/08/04-14:20,6156.4,6164.4,6152,6160.6,1453,6148.06,6139.53,6131.29,6125.66,6131.06,6156.79,6140.42,6153.22,6126.4,6119.6,6110.2,6090.8,0,14.53,9.45,8.03,10.07,0,0,0,0,           ,0,0,1,0,0,0,0.8,0.94,1.18,1.54,1.81,1.44,1.35,0,14.53,9.45,8.03,10.07,0,0,0,0,           ,0,0,1,0,0,0,0.8,0.94,1.18,1.54,1.81,1.44,1.35
2025/08/04-14:25,6160.4,6164.2,6157.2,6163.4,934,6152.44,6143.2,6133.86,6127.2,6131.73,6158.82,6141.69,6154.37,6126.4,6119.6,6110.2,6090.8,0,9.34,9.43,8.1,10.07,0,0,0,0,           ,0,1,0,0,0,0,0.8,0.94,1.17,0.99,1.15,0.93,0.64,0,9.34,9.43,8.1,10.07,0,0,0,0,           ,0,1,0,0,0,0,0.8,0.94,1.17,0.99,1.15,0.93,0.64
2025/08/04-14:30,6163.4,6169.2,6160.8,6164.2,1142,6155.8,6146.43,6136.29,6128.71,6132.4,6160.84,6142.96,6155.52,6126.4,6119.6,6110.2,6090.8,0,11.42,9.79,8.26,10.08,0,0,0,0,           ,0,1,0,0,0,0,0.82,0.97,1.19,1.17,1.38,1.13,1.22,0,11.42,9.79,8.26,10.08,0,0,0,0,           ,0,1,0,0,0,0,0.82,0.97,1.19,1.17,1.38,1.13,1.22
2025/08/04-14:35,6165,6165.8,6158.2,6159.4,674,6156.83,6148.43,6138.14,6129.96,6132.96,6162.87,6144.23,6156.67,6126.4,6119.6,6110.2,6090.8,0,6.74,9.24,8.18,10.05,0,0,0,0,           ,1,0,0,0,0,0,0.81,0.92,1.13,0.73,0.82,0.67,0.59,0,6.74,9.24,8.18,10.05,0,0,0,0,           ,1,0,0,0,0,0,0.81,0.92,1.13,0.73,0.82,0.67,0.59
2025/08/04-14:40,6160.4,6169.8,6159.4,6166.4,938,6159.56,6151.19,6140.4,6131.45,6133.65,6164.89,6145.51,6157.82,6126.4,6119.6,6110.2,6090.8,0,9.38,9.26,8.24,10.04,0,0,0,0,           ,0,1,0,0,0,0,0.82,0.92,1.12,1.01,1.14,0.93,1.39,0,9.38,9.26,8.24,10.04,0,0,0,0,           ,0,1,0,0,0,0,0.82,0.92,1.12,1.01,1.14,0.93,1.39
2025/08/04-14:45,6166.4,6166.8,6160.2,6160.2,755,6159.75,6152.58,6141.98,6132.62,6134.19,6166.92,6146.78,6158.97,6126.4,6119.6,6110.2,6090.8,0,7.55,8.95,8.21,10.02,0,0,0,0,           ,0,1,0,0,0,0,0.82,0.89,1.09,0.84,0.92,0.75,0.8,0,7.55,8.95,8.21,10.02,0,0,0,0,           ,0,1,0,0,0,0,0.82,0.89,1.09,0.84,0.92,0.75,0.8
2025/08/04-14:50,6160.6,6163,6157.6,6162,872,6160.39,6154.03,6143.58,6133.82,6134.77,6168.94,6148.05,6160.12,6126.4,6119.6,6110.2,6090.8,0,8.72,8.91,8.23,10,0,0,0,0,           ,0,1,0,0,0,0,0.82,0.89,1.08,0.98,1.06,0.87,1.15,0,8.72,8.91,8.23,10,0,0,0,0,           ,0,1,0,0,0,0,0.82,0.89,1.08,0.98,1.06,0.87,1.15
2025/08/04-14:55,6161.8,6162.4,6159.4,6161.2,1010,6160.62,6155.13,6144.99,6134.94,6135.31,6170.97,6149.32,6161.27,6126.4,6119.6,6110.2,6090.8,0,10.1,9.13,8.33,10,0,0,0,0,           ,0,1,0,0,0,0,0.83,0.91,1.1,1.11,1.21,1.01,1.16,0,10.1,9.13,8.33,10,0,0,0,0,           ,0,1,0,0,0,0,0.83,0.91,1.1,1.11,1.21,1.01,1.16
2025/08/04-15:00,6162,6169,6159.6,6169,2091,6163.02,6157.26,6146.91,6136.33,6136.01,6173,6150.59,6162.42,6126.4,6119.6,6110.2,6090.8,0,20.91,11.27,8.94,10.11,0,0,0,1,           ,0,0,1,1,0,0,0.88,1.11,1.26,1.86,2.34,2.07,2.07,0,20.91,11.27,8.94,10.11,0,0,0,1,           ,0,0,1,1,0,0,0.88,1.11,1.26,1.86,2.34,2.07,2.07
2025/08/05-09:35,6177,6197,6177,6184.4,3433,6169.13,6161.44,6149.91,6138.29,6137,6175.02,6151.87,6163.57,6126.4,6119.6,6110.2,6090.8,0,34.33,15.46,10.18,10.35,0,1,0,1,15.46,0,0,1,1,1,1,0.98,1.49,1.52,2.22,3.37,3.32,1.64,0,34.33,15.46,10.18,10.35,0,1,0,1,15.46,0,0,1,1,1,1,0.98,1.49,1.52,2.22,3.37,3.32,1.64
2025/08/05-09:40,6185.6,6190.8,6177.8,6179,1470,6171.95,6164.14,6152.24,6139.95,6137.87,6177.05,6153.14,6164.72,6126.4,6119.6,6110.2,6090.8,0,14.7,15.32,10.4,10.4,0,0,0,0,15.32,0,1,0,0,0,0,1,1.47,1.47,0.96,1.41,1.41,0.43,0,14.7,15.32,10.4,10.4,0,0,0,0,15.32,0,1,0,0,0,0,1,1.47,1.47,0.96,1.41,1.41,0.43
2025/08/05-09:45,6179.4,6194.8,6178.4,6185.6,1457,6175.85,6167.44,6154.91,6141.81,6138.85,6179.07,6154.41,6165.87,6126.4,6119.6,6110.2,6090.8,0,14.57,15.19,10.6,10.44,0,0,0,0,15.19,0,1,0,0,0,0,1.02,1.45,1.43,0.96,1.37,1.4,0.99,0,14.57,15.19,10.6,10.44,0,0,0,0,15.19,0,1,0,0,0,0,1.02,1.45,1.43,0.96,1.37,1.4,0.99
2025/08/05-09:50,6184,6188,6179.2,6183,1026,6177.89,6169.84,6157.16,6143.5,6139.76,6181.1,6155.68,6167.02,6126.4,6119.6,6110.2,6090.8,0,10.26,14.29,10.58,10.44,0,0,0,0,14.29,1,0,0,0,0,0,1.01,1.37,1.35,0.72,0.97,0.98,0.7,0,10.26,14.29,10.58,10.44,0,0,0,0,14.29,1,0,0,0,0,0,1.01,1.37,1.35,0.72,0.97,0.98,0.7
2025/08/05-09:55,6182.2,6183.2,6174.8,6180.2,955,6178.55,6171.43,6159,6144.99,6140.6,6183.12,6156.96,6168.17,6126.4,6119.6,6110.2,6090.8,0,9.55,13.43,10.53,10.43,0,0,0,0,           ,1,0,0,0,0,0,1.01,1.29,1.27,0.71,0.91,0.92,0.93,0,9.55,13.43,10.53,10.43,0,0,0,0,           ,1,0,0,0,0,0,1.01,1.29,1.27,0.71,0.91,0.92,0.93
2025/08/05-10:00,6180,6182.6,6171.4,6175.6,781,6177.71,6172.07,6160.33,6146.24,6141.32,6185.15,6158.23,6169.32,6126.4,6119.6,6110.2,6090.8,0,7.81,12.41,10.4,10.4,0,0,0,0,           ,1,0,0,0,0,0,1,1.19,1.19,0.63,0.75,0.75,0.82,0,7.81,12.41,10.4,10.4,0,0,0,0,           ,1,0,0,0,0,0,1,1.19,1.19,0.63,0.75,0.75,0.82
2025/08/05-10:05,6176,6183,6171.2,6181.2,760,6178.71,6173.48,6162,6147.67,6142.14,6187.17,6159.5,6170.47,6126.4,6119.6,6110.2,6090.8,0,7.6,11.53,10.26,10.37,0,0,0,0,           ,1,0,0,0,0,0,0.99,1.11,1.12,0.66,0.74,0.73,0.97,0,7.6,11.53,10.26,10.37,0,0,0,0,           ,1,0,0,0,0,0,0.99,1.11,1.12,0.66,0.74,0.73,0.97
2025/08/05-10:10,6182.2,6192.2,6181.4,6189.2,918,6181.7,6175.9,6164.17,6149.36,6143.11,6189.2,6160.77,6171.62,6189.2,6119.6,6110.2,6090.8,0,9.18,11.11,10.21,10.36,0,0,0,0,           ,0,1,0,0,0,0,0.99,1.07,1.09,0.83,0.9,0.89,1.21,0,9.18,11.11,10.21,10.36,0,0,0,0,           ,0,1,0,0,0,0,0.99,1.07,1.09,0.83,0.9,0.89,1.21
2025/08/05-10:15,6189.2,6192.2,6185,6187,519,6183.22,6177.6,6166,6150.9,6144.02,6186.18,6162.04,6172.77,6189.2,6119.6,6110.2,6090.8,0,5.19,10.03,9.97,10.31,0,0,0,0,           ,1,0,0,0,0,0,0.97,0.97,1.01,0.52,0.52,0.5,0.57,0,5.19,10.03,9.97,10.31,0,0,0,0,           ,1,0,0,0,0,0,0.97,0.97,1.01,0.52,0.52,0.5,0.57
2025/08/05-10:20,6185.6,6187,6171.6,6174,810,6180.58,6177.05,6166.64,6151.84,6144.63,6183.15,6163.32,6173.92,6189.2,6119.6,6110.2,6090.8,0,8.1,9.68,9.88,10.29,0,0,0,0,           ,0,1,0,1,0,0,0.96,0.94,0.98,0.84,0.82,0.79,1.56,0,8.1,9.68,9.88,10.29,0,0,0,0,           ,0,1,0,1,0,0,0.96,0.94,0.98,0.84,0.82,0.79,1.56
2025/08/05-10:25,6175,6182.8,6173,6182,566,6180.99,6177.81,6167.87,6153.07,6145.41,6180.13,6164.59,6175.07,6189.2,6119.6,6110.2,6090.8,0,5.66,8.95,9.67,10.24,0,0,0,0,           ,1,0,0,0,0,0,0.94,0.87,0.93,0.63,0.59,0.55,0.7,0,5.66,8.95,9.67,10.24,0,0,0,0,           ,1,0,0,0,0,0,0.94,0.87,0.93,0.63,0.59,0.55,0.7
2025/08/05-10:30,6181.8,6181.8,6170.2,6171.2,563,6178.19,6176.79,6168.14,6153.81,6145.94,6177.1,6165.86,6176.22,6189.2,6119.6,6110.2,6090.8,0,5.63,8.34,9.47,10.2,0,0,0,0,           ,1,0,0,0,0,0,0.93,0.82,0.88,0.67,0.59,0.55,0.99,0,5.63,8.34,9.47,10.2,0,0,0,0,           ,1,0,0,0,0,0,0.93,0.82,0.88,0.67,0.59,0.55,0.99
2025/08/05-10:35,6171.2,6177.4,6166.2,6172,643,6176.42,6176.06,6168.44,6154.56,6146.47,6174.08,6167.13,6177.37,6189.2,6119.6,6110.2,6090.8,0,6.43,8,9.32,10.16,0,0,0,0,           ,0,1,0,0,0,0,0.92,0.79,0.86,0.8,0.69,0.63,1.14,0,6.43,8,9.32,10.16,0,0,0,0,           ,0,1,0,0,0,0,0.92,0.79,0.86,0.8,0.69,0.63,1.14
2025/08/05-10:40,6172.8,6175.8,6168,6168.2,422,6174.07,6174.85,6168.43,6155.11,6146.92,6171.05,6168.41,6178.52,6189.2,6119.6,6110.2,6090.8,0,4.22,7.31,9.08,10.1,0,0,0,0,           ,1,0,0,0,0,0,0.9,0.72,0.81,0.58,0.46,0.42,0.66,0,4.22,7.31,9.08,10.1,0,0,0,0,           ,1,0,0,0,0,0,0.9,0.72,0.81,0.58,0.46,0.42,0.66
2025/08/05-10:45,6168.4,6169.8,6165.2,6167.2,598,6172.11,6173.67,6168.33,6155.61,6147.34,6168.02,6169.68,6179.67,6189.2,6119.6,6110.2,6090.8,0,5.98,7.07,8.92,10.06,0,0,0,0,           ,0,1,0,0,0,0,0.89,0.7,0.79,0.85,0.67,0.59,1.42,0,5.98,7.07,8.92,10.06,0,0,0,0,           ,0,1,0,0,0,0,0.89,0.7,0.79,0.85,0.67,0.59,1.42
2025/08/05-10:50,6166,6170.8,6163.2,6165,663,6170.08,6172.34,6168.06,6155.99,6147.7,6165,6170.95,6180.82,6189.2,6119.6,6165,6090.8,0,6.63,6.99,8.81,10.02,0,0,0,0,           ,0,1,0,0,0,0,0.88,0.7,0.79,0.95,0.75,0.66,1.11,0,6.63,6.99,8.81,10.02,0,0,0,0,           ,0,1,0,0,0,0,0.88,0.7,0.79,0.95,0.75,0.66,1.11
2025/08/05-10:55,6164.4,6168.2,6163.6,6167.6,386,6169.37,6171.61,6168.02,6156.46,6148.11,6166.5,6172.22,6181.98,6189.2,6119.6,6165,6090.8,0,3.86,6.42,8.57,9.96,0,0,0,0,           ,1,0,0,0,0,0,0.86,0.64,0.75,0.6,0.45,0.39,0.58,0,3.86,6.42,8.57,9.96,0,0,0,0,           ,1,0,0,0,0,0,0.86,0.64,0.75,0.6,0.45,0.39,0.58
2025/08/05-11:00,6167.6,6171.8,6166.6,6171,412,6169.84,6171.51,6168.26,6157.06,6148.59,6168,6173.49,6183.13,6189.2,6119.6,6165,6090.8,0,4.12,6,8.35,9.9,0,0,0,0,           ,1,0,0,0,0,0,0.84,0.61,0.72,0.69,0.49,0.42,1.07,0,4.12,6,8.35,9.9,0,0,0,0,           ,1,0,0,0,0,0,0.84,0.61,0.72,0.69,0.49,0.42,1.07
2025/08/05-11:05,6171,6174.2,6168.4,6171.4,405,6170.28,6171.5,6168.51,6157.64,6149.06,6169.5,6174.77,6184.28,6189.2,6119.6,6165,6090.8,0,4.05,5.65,8.14,9.85,0,0,0,0,           ,1,0,0,0,0,0,0.83,0.57,0.69,0.72,0.5,0.41,0.98,0,4.05,5.65,8.14,9.85,0,0,0,0,           ,1,0,0,0,0,0,0.83,0.57,0.69,0.72,0.5,0.41,0.98
2025/08/05-11:10,6170.2,6171,6165.2,6168,492,6169.63,6170.96,6168.47,6158.07,6149.45,6171,6176.04,6185.43,6189.2,6119.6,6165,6090.8,0,4.92,5.51,7.99,9.8,0,0,0,0,           ,0,1,0,0,0,0,0.82,0.56,0.69,0.89,0.62,0.5,1.21,0,4.92,5.51,7.99,9.8,0,0,0,0,           ,0,1,0,0,0,0,0.82,0.56,0.69,0.89,0.62,0.5,1.21
2025/08/05-11:15,6168,6168.6,6160,6165.8,440,6168.54,6170.17,6168.26,6158.38,6149.78,6172.5,6177.31,6186.58,6189.2,6119.6,6165,6090.8,0,4.4,5.31,7.81,9.74,0,0,0,0,           ,0,1,0,0,0,0,0.8,0.55,0.68,0.83,0.56,0.45,0.89,0,4.4,5.31,7.81,9.74,0,0,0,0,           ,0,1,0,0,0,0,0.8,0.55,0.68,0.83,0.56,0.45,0.89
2025/08/05-11:20,6165.6,6169.6,6163.2,6168,396,6168.38,6169.83,6168.24,6158.77,6150.16,6174,6178.58,6187.73,6189.2,6119.6,6165,6090.8,0,3.96,5.07,7.62,9.69,0,0,0,0,           ,1,0,0,0,0,0,0.79,0.52,0.66,0.78,0.52,0.41,0.9,0,3.96,5.07,7.62,9.69,0,0,0,0,           ,1,0,0,0,0,0,0.79,0.52,0.66,0.78,0.52,0.41,0.9
2025/08/05-11:25,6168,6174.8,6168,6173.6,567,6169.87,6170.41,6168.67,6159.38,6150.64,6175.5,6179.86,6188.88,6189.2,6119.6,6165,6090.8,0,5.67,5.18,7.53,9.65,0,0,0,0,           ,0,1,0,0,0,0,0.78,0.54,0.69,1.1,0.75,0.59,1.43,0,5.67,5.18,7.53,9.65,0,0,0,0,           ,0,1,0,0,0,0,0.78,0.54,0.69,1.1,0.75,0.59,1.43
2025/08/05-11:30,6173.4,6173.8,6166,6167,348,6169.05,6169.89,6168.53,6159.69,6150.98,6177,6181.13,6190.03,6189.2,6119.6,6165,6090.8,0,3.48,4.87,7.33,9.59,0,0,0,0,           ,1,0,0,0,0,0,0.76,0.51,0.66,0.71,0.47,0.36,0.61,0,3.48,4.87,7.33,9.59,0,0,0,0,           ,1,0,0,0,0,0,0.76,0.51,0.66,0.71,0.47,0.36,0.61
2025/08/05-13:05,6167.6,6173.2,6165.2,6168.2,487,6168.81,6169.63,6168.51,6160.04,6151.34,6178.5,6182.4,6191.18,6189.2,6119.6,6165,6090.8,0,4.87,4.87,7.21,9.54,0,0,0,0,           ,0,1,0,0,0,0,0.76,0.51,0.68,1,0.68,0.51,1.4,0,4.87,4.87,7.21,9.54,0,0,0,0,           ,0,1,0,0,0,0,0.76,0.51,0.68,1,0.68,0.51,1.4
2025/08/05-13:10,6167.6,6172.8,6163,6169.8,421,6169.09,6169.65,6168.61,6160.44,6151.72,6180,6183.67,6192.33,6189.2,6119.6,6165,6090.8,0,4.21,4.75,7.06,9.49,0,0,0,0,           ,0,1,0,0,0,0,0.74,0.5,0.67,0.89,0.6,0.44,0.86,0,4.21,4.75,7.06,9.49,0,0,0,0,           ,0,1,0,0,0,0,0.74,0.5,0.67,0.89,0.6,0.44,0.86
2025/08/05-13:15,6169.8,6178.4,6169,6177.4,682,6171.47,6170.85,6169.31,6161.13,6152.25,6181.5,6184.94,6193.48,6189.2,6119.6,6165,6090.8,0,6.82,5.13,7.05,9.46,0,0,0,0,           ,0,0,1,1,0,0,0.75,0.54,0.73,1.33,0.97,0.72,1.62,0,6.82,5.13,7.05,9.46,0,0,0,0,           ,0,0,1,1,0,0,0.75,0.54,0.73,1.33,0.97,0.72,1.62
2025/08/05-13:20,6177.8,6182.4,6177,6180.2,979,6173.96,6172.28,6170.18,6161.91,6152.82,6183,6186.22,6194.63,6189.2,6119.6,6165,6090.8,0,9.79,5.97,7.19,9.46,0,0,0,0,           ,0,0,1,0,0,0,0.76,0.63,0.83,1.64,1.36,1.03,1.44,0,9.79,5.97,7.19,9.46,0,0,0,0,           ,0,0,1,0,0,0,0.76,0.63,0.83,1.64,1.36,1.03,1.44
2025/08/05-13:25,6179.2,6183.6,6178.6,6181.2,699,6176.03,6173.66,6171.07,6162.69,6153.41,6184.5,6187.49,6195.78,6189.2,6119.6,6165,6090.8,0,6.99,6.16,7.18,9.44,0,0,0,0,           ,0,1,0,0,0,0,0.76,0.65,0.86,1.14,0.97,0.74,0.71,0,6.99,6.16,7.18,9.44,0,0,0,0,           ,0,1,0,0,0,0,0.76,0.65,0.86,1.14,0.97,0.74,0.71
2025/08/05-13:30,6180.2,6183.2,6174.4,6176.2,525,6176.08,6174.05,6171.48,6163.25,6153.88,6186,6188.76,6196.93,6189.2,6119.6,6165,6090.8,0,5.25,5.99,7.08,9.4,0,0,0,0,           ,0,1,0,0,0,0,0.75,0.64,0.85,0.88,0.74,0.56,0.75,0,5.25,5.99,7.08,9.4,0,0,0,0,           ,0,1,0,0,0,0,0.75,0.64,0.85,0.88,0.74,0.56,0.75
2025/08/05-13:35,6177.2,6178.6,6169.4,6171.6,668,6174.8,6173.67,6171.49,6163.59,6154.24,6187.5,6190.03,6198.08,6189.2,6119.6,6165,6090.8,0,6.68,6.12,7.06,9.37,0,0,0,0,           ,0,1,0,0,0,0,0.75,0.65,0.87,1.09,0.95,0.71,1.27,0,6.68,6.12,7.06,9.37,0,0,0,0,           ,0,1,0,0,0,0,0.75,0.65,0.87,1.09,0.95,0.71,1.27
2025/08/05-13:40,6171,6183,6171,6182.4,400,6176.97,6175.01,6172.36,6164.35,6154.82,6189,6191.31,6199.23,6189.2,6119.6,6165,6090.8,0,4,5.73,6.91,9.32,0,0,0,0,           ,1,0,0,0,0,0,0.74,0.62,0.83,0.7,0.58,0.43,0.6,0,4,5.73,6.91,9.32,0,0,0,0,           ,1,0,0,0,0,0,0.74,0.62,0.83,0.7,0.58,0.43,0.6
2025/08/05-13:45,6183,6189.4,6182.8,6186,759,6179.55,6176.7,6173.45,6165.24,6155.47,6190.5,6192.58,6200.38,6189.2,6119.6,6165,6090.8,0,7.59,6.07,6.95,9.3,0,0,0,0,           ,0,0,1,1,0,0,0.75,0.65,0.87,1.25,1.09,0.82,1.9,0,7.59,6.07,6.95,9.3,0,0,0,0,           ,0,0,1,1,0,0,0.75,0.65,0.87,1.25,1.09,0.82,1.9
2025/08/05-13:50,6186.2,6187.2,6180.6,6181,390,6179.96,6177.37,6174.05,6165.88,6155.99,6192,6193.85,6201.53,6189.2,6119.6,6165,6090.8,0,3.9,5.68,6.8,9.24,0,0,0,0,           ,1,0,0,0,0,0,0.74,0.61,0.83,0.69,0.57,0.42,0.51,0,3.9,5.68,6.8,9.24,0,0,0,0,           ,1,0,0,0,0,0,0.74,0.61,0.83,0.69,0.57,0.42,0.51
2025/08/05-13:55,6180.8,6185,6180.2,6181.8,295,6180.49,6178.05,6174.67,6166.53,6156.52,6193.5,6195.12,6202.68,6189.2,6119.6,6165,6090.8,0,2.95,5.18,6.61,9.18,1,0,0,0,           ,1,0,0,0,0,0,0.72,0.56,0.78,0.57,0.45,0.32,0.76,0,2.95,5.18,6.61,9.18,1,0,0,0,           ,1,0,0,0,0,0,0.72,0.56,0.78,0.57,0.45,0.32,0.76
2025/08/05-14:00,6180.2,6182.4,6174.4,6180.8,438,6180.58,6178.47,6175.16,6167.11,6157.02,6195,6196.39,6203.83,6189.2,6119.6,6165,6090.8,0,4.38,5.03,6.5,9.13,0,0,0,0,           ,0,1,0,0,0,0,0.71,0.55,0.77,0.87,0.67,0.48,1.48,0,4.38,5.03,6.5,9.13,0,0,0,0,           ,0,1,0,0,0,0,0.71,0.55,0.77,0.87,0.67,0.48,1.48
2025/08/05-14:05,6180,6188,6179.6,6186.2,417,6182.18,6179.66,6176.05,6167.89,6157.63,6196.5,6197.67,6204.98,6189.2,6119.6,6165,6090.8,0,4.17,4.88,6.39,9.08,0,0,0,0,           ,0,1,0,0,0,0,0.7,0.54,0.76,0.85,0.65,0.46,0.95,0,4.17,4.88,6.39,9.08,0,0,0,0,           ,0,1,0,0,0,0,0.7,0.54,0.76,0.85,0.65,0.46,0.95
2025/08/05-14:10,6186.6,6193.2,6186.2,6193.2,786,6185.33,6181.74,6177.42,6168.93,6158.36,6198,6198.94,6206.13,6189.2,6119.6,6165,6090.8,0,7.86,5.42,6.46,9.07,0,0,0,0,           ,0,0,1,1,0,0,0.71,0.6,0.84,1.45,1.22,0.87,1.88,0,7.86,5.42,6.46,9.07,0,0,0,0,           ,0,0,1,1,0,0,0.71,0.6,0.84,1.45,1.22,0.87,1.88
2025/08/05-14:15,6193.6,6198.8,6191,6191.6,944,6187.12,6183.26,6178.55,6169.85,6159.05,6199.5,6200.21,6207.28,6189.2,6119.6,6165,6090.8,0,9.44,6.15,6.6,9.08,0,0,0,0,           ,0,0,1,0,0,0,0.73,0.68,0.93,1.53,1.43,1.04,1.2,0,9.44,6.15,6.6,9.08,0,0,0,0,           ,0,0,1,0,0,0,0.73,0.68,0.93,1.53,1.43,1.04,1.2
2025/08/05-14:20,6191.8,6198,6190.4,6193.6,469,6188.97,6184.85,6179.76,6170.82,6159.76,6201,6201.48,6208.43,6189.2,6119.6,6165,6090.8,0,4.69,5.89,6.51,9.03,0,0,0,0,           ,0,1,0,0,0,0,0.72,0.65,0.9,0.8,0.72,0.52,0.5,0,4.69,5.89,6.51,9.03,0,0,0,0,           ,0,1,0,0,0,0,0.72,0.65,0.9,0.8,0.72,0.52,0.5
2025/08/05-14:25,6193.4,6199.2,6192.2,6197.2,642,6191.32,6186.75,6181.15,6171.9,6160.53,6202.5,6202.76,6209.58,6189.2,6119.6,6165,6090.8,0,6.42,5.98,6.51,9.01,0,0,0,0,           ,0,1,0,0,0,0,0.72,0.66,0.92,1.07,0.99,0.71,1.37,0,6.42,5.98,6.51,9.01,0,0,0,0,           ,0,1,0,0,0,0,0.72,0.66,0.92,1.07,0.99,0.71,1.37
2025/08/05-14:30,6197.4,6198.8,6194.6,6195.6,608,6192.55,6188.11,6182.31,6172.86,6161.25,6204,6204.03,6210.73,6189.2,6119.6,6165,6090.8,0,6.08,6,6.49,8.98,0,0,0,0,           ,0,1,0,0,0,0,0.72,0.67,0.93,1.01,0.94,0.68,0.95,0,6.08,6,6.49,8.98,0,0,0,0,           ,0,1,0,0,0,0,0.72,0.67,0.93,1.01,0.94,0.68,0.95
2025/08/05-14:35,6196,6197.2,6190.4,6192.6,513,6192.56,6188.8,6183.13,6173.67,6161.9,6205.5,6205.3,6211.88,6189.2,6119.6,6165,6090.8,0,5.13,5.84,6.42,8.94,0,0,0,0,           ,0,1,0,0,0,0,0.72,0.65,0.91,0.88,0.8,0.57,0.84,0,5.13,5.84,6.42,8.94,0,0,0,0,           ,0,1,0,0,0,0,0.72,0.65,0.91,0.88,0.8,0.57,0.84
2025/08/05-14:40,6192.8,6196.6,6192.2,6193.4,351,6192.8,6189.51,6183.95,6174.48,6162.55,6207,6206.57,6213.03,6189.2,6119.6,6165,6090.8,0,3.51,5.42,6.28,8.88,0,0,0,0,           ,1,0,0,0,0,0,0.71,0.61,0.86,0.65,0.56,0.4,0.68,0,3.51,5.42,6.28,8.88,0,0,0,0,           ,1,0,0,0,0,0,0.71,0.61,0.86,0.65,0.56,0.4,0.68
2025/08/05-14:45,6193,6199,6193,6198.4,393,6194.4,6190.88,6185.11,6175.45,6163.29,6208.5,6207.84,6214.18,6189.2,6119.6,6165,6090.8,0,3.93,5.15,6.16,8.84,0,0,0,0,           ,1,0,0,0,0,0,0.7,0.58,0.84,0.76,0.64,0.44,1.12,0,3.93,5.15,6.16,8.84,0,0,0,0,           ,1,0,0,0,0,0,0.7,0.58,0.84,0.76,0.64,0.44,1.12
2025/08/05-14:50,6198,6200.6,6195.2,6199.6,750,6195.89,6192.22,6186.27,6176.44,6164.04,6210,6209.12,6215.33,6189.2,6119.6,6165,6090.8,0,7.5,5.58,6.23,8.82,0,0,0,0,           ,0,0,1,1,0,0,0.71,0.63,0.9,1.35,1.2,0.85,1.91,0,7.5,5.58,6.23,8.82,0,0,0,0,           ,0,0,1,1,0,0,0.71,0.63,0.9,1.35,1.2,0.85,1.91
2025/08/05-14:55,6199.4,6200.6,6196.6,6199.6,715,6196.95,6193.35,6187.33,6177.38,6164.77,6211.5,6210.39,6216.48,6189.2,6119.6,6165,6090.8,0,7.15,5.86,6.27,8.81,0,0,0,0,           ,0,0,1,0,0,0,0.71,0.67,0.93,1.22,1.14,0.81,0.95,0,7.15,5.86,6.27,8.81,0,0,0,0,           ,0,0,1,0,0,0,0.71,0.67,0.93,1.22,1.14,0.81,0.95
